,gpt4o-mini_vote,gpt4o-mini_voor_l_prob,gpt4o-mini_tegen_lprob
755,tegen,-1.9150794,-0.16507931
756,voor,-0.004148088,-10.2541485
757,voor,-0.009809449,-11.1348095
758,voor,-0.038102537,-13.913102
759,voor,-0.03810576,-10.788106
760,voor,-0.0380929,-14.413093
761,voor,-0.20149831,-13.826498
762,voor,-0.020649916,-9.77065
763,voor,-0.04865152,-15.798652
764,voor,-0.023293927,-13.5232935
765,voor,-0.023299286,-14.023299
766,voor,-0.006755752,-13.881756
767,voor,-0.018198758,-12.893199
768,voor,-0.029804412,-13.154804
769,voor,-0.011094862,-11.261095
770,voor,-0.03810495,-11.913105
771,voor,-0.009803782,-11.134804
772,voor,-0.0097879665,-13.634788
773,voor,-0.1275537,-7.627554
774,tegen,-5.7548246,-0.0048244307
775,voor,-0.0671359,-2.8171358
776,voor,-0.0067462814,-14.256746
777,voor,-0.023292648,-13.898293
778,voor,-0.47438583,-9.099386
779,voor,-0.029795965,-12.779796
780,voor,-0.026348377,-13.276348
781,voor,-0.020597478,-14.520597
782,voor,-0.025815863,-3.900816
783,voor,-0.0110956915,-13.386096
784,voor,-0.20801093,-1.7080109
785,voor,-0.033815585,-3.5338156
786,voor,-0.10297034,-5.97797
787,voor,-0.028862001,-6.028862
788,voor,-0.0059939674,-10.505994
789,voor,-0.020592574,-12.520593
790,voor,-0.026682362,-4.4016824
791,voor,-0.038101852,-12.913102
792,tegen,-8.252187,-0.0021867838
793,tegen,-1.2294862,-0.3544862
794,voor,-0.0466792,-3.2966793
795,voor,-0.018196536,-12.393196
796,voor,-0.11302717,-8.988028
797,voor,-0.020757692,-8.770758
798,voor,-0.0076589272,-13.007659
799,voor,-0.026853567,-4.0268536
800,voor,-0.038129844,-10.91313
801,voor,-0.016223814,-8.891224
802,tegen,-1.7043576,-0.20435765
803,voor,-0.062040057,-13.93704
804,tegen,-0.76113117,-0.63613117
805,voor,-0.008225891,-7.508226
806,voor,-0.048661403,-15.673661
807,voor,-0.023328284,-10.273328
808,voor,-0.07897604,-11.828976
809,tegen,-3.5304902,-0.030490084
810,voor,-0.0076590464,-11.507659
811,voor,-0.0098137,-11.134813
812,voor,-0.01607097,-14.016071
813,tegen,-9.752507,-0.0025072861
814,voor,-0.08742706,-2.5874271
815,voor,-0.16035797,-14.535358
816,tegen,-0.9014667,-0.5264667
817,voor,-0.004722753,-9.629723
818,voor,-0.4741853,-14.974185
819,voor,-0.007652061,-11.882652
820,tegen,-2.6981263,-0.0731263
821,voor,-0.00764863,-11.882648
822,tegen,-13.251576,-0.0015767596
823,voor,-0.4954427,-1.1204426
824,voor,-0.007656085,-11.257656
825,tegen,-13.250763,-0.00076281105
826,tegen,-6.7549686,-0.0049684434
827,tegen,-9.377699,-0.0026991859
828,tegen,-10.503392,-0.0033918296
829,voor,-0.2657469,-1.5157468
830,voor,-0.0110961655,-13.386096
831,tegen,-7.380588,-0.0055882763
832,tegen,-4.512671,-0.012671038
833,voor,-0.0032345133,-10.753235
834,voor,-0.07894983,-12.95395
835,voor,-0.0620265,-16.062027
836,voor,-0.023286588,-16.523287
837,voor,-0.02058977,-13.39559
838,voor,-0.078967005,-13.453967
839,voor,-0.009806502,-12.009807
840,voor,-0.0030769443,-8.378077
841,voor,-0.0067525483,-13.131753
842,voor,-0.012572048,-11.012572
843,voor,-0.0028632467,-10.752863
844,tegen,-6.12898,-0.0039802124
845,tegen,-2.1316934,-0.13169326
846,tegen,-9.506247,-0.006246104
847,voor,-0.12700234,-11.502003
848,voor,-0.13872604,-2.138726
849,voor,-0.055637933,-7.305638
850,voor,-0.0097958725,-13.634796
851,tegen,-4.6362796,-0.011279354
852,voor,-0.009799061,-12.509799
853,voor,-0.09629586,-2.4712958
854,voor,-0.0059927898,-7.255993
855,voor,-0.023299634,-12.398299
856,voor,-0.011725046,-7.386725
857,voor,-0.028111221,-4.9031115
858,voor,-0.018198289,-12.518198
859,voor,-0.01420852,-12.889209
860,tegen,-2.3598912,-0.109891176
861,tegen,-7.8761725,-0.0011723675
862,voor,-0.011141664,-6.636142
863,voor,-0.062042184,-12.937042
864,voor,-0.06882157,-2.9438217
865,voor,-0.054966237,-10.929966
866,voor,-0.07895137,-15.328952
867,voor,-0.023398632,-9.273398
868,voor,-0.004674573,-10.879675
869,voor,-0.5313727,-0.9063727
870,voor,-0.049257126,-7.4242573
871,voor,-0.048650842,-14.423651
872,voor,-0.16033511,-14.410336
873,voor,-0.16029927,-12.285299
874,voor,-0.028521433,-4.1535215
875,voor,-0.023495978,-8.648496
876,voor,-0.018221816,-10.768222
877,voor,-0.1272713,-8.252272
878,voor,-0.18984386,-1.8148439
879,voor,-0.026835462,-7.6518354
880,voor,-0.16032283,-10.285323
881,voor,-0.06417066,-6.189171
882,tegen,-13.250763,-0.00076281105
883,voor,-0.048659127,-11.048659
884,voor,-0.016076013,-14.141076
885,voor,-0.062044203,-15.312044
886,voor,-0.04305217,-14.168052
887,voor,-0.014212868,-13.514213
888,voor,-0.033708982,-11.408709
889,voor,-0.04863778,-13.923637
890,voor,-0.038139258,-10.038139
891,voor,-0.03004887,-8.405049
892,voor,-0.0068789995,-9.006879
893,voor,-0.018217957,-10.643218
894,tegen,-1.1421745,-0.39217454
895,voor,-0.0142249735,-11.014225
896,voor,-0.01361296,-5.1386127
897,voor,-0.029792618,-15.529793
898,voor,-0.0110727,-14.761073
899,voor,-0.014274569,-9.639275
900,tegen,-8.626193,-0.0011928485
901,voor,-0.039136514,-6.9141364
902,voor,-0.007644133,-11.757644
903,voor,-0.31872562,-1.3187256
904,voor,-0.07909952,-8.8291
905,voor,-0.079096876,-8.829097
906,voor,-0.16030617,-13.660306
907,voor,-0.5318663,-0.9068663
908,voor,-0.029806383,-13.654806
909,voor,-0.023298003,-14.273298
910,voor,-0.12702386,-11.002024
911,voor,-0.020593975,-11.770594
912,voor,-0.014212276,-13.889213
913,voor,-0.10027082,-12.725271
914,voor,-0.009797057,-12.759797
915,voor,-0.012572872,-10.887573
916,tegen,-0.97628033,-0.47628036
917,voor,-0.00883804,-8.633838
918,voor,-0.25204137,-11.752042
919,voor,-0.004648592,-15.629648
920,voor,-0.16032283,-12.910323
921,voor,-0.008647188,-13.883647
922,voor,-0.12710491,-9.252105
923,voor,-0.012551333,-12.387551
924,voor,-0.5463644,-0.9213644
925,voor,-0.01609326,-11.141093
926,voor,-0.038896322,-4.4138966
927,tegen,-3.7756305,-0.02563055
928,voor,-0.07897329,-13.578974
929,voor,-0.038092438,-13.788093
930,voor,-0.012555103,-14.012555
931,voor,-0.07896205,-16.328962
932,voor,-0.01926273,-5.019263
933,voor,-0.062107507,-9.437107
934,voor,-0.078952804,-15.453953
935,voor,-0.034623705,-7.0346236
936,tegen,-8.126466,-0.0014660578
937,voor,-0.016090326,-11.01609
938,voor,-0.043083694,-10.418084
939,voor,-0.0067633335,-12.006763
940,voor,-0.016088687,-12.3910885
941,voor,-0.011147447,-10.0111475
942,voor,-0.16038,-9.66038
943,voor,-0.0073194513,-7.5073195
944,voor,-0.6379263,-0.7629263
945,voor,-0.018214561,-11.643214
946,voor,-0.004650611,-12.754651
947,voor,-0.0076727564,-10.882672
948,tegen,-2.4671493,-0.092149355
949,voor,-0.07900854,-13.329008
950,voor,-0.05497391,-10.429974
951,voor,-0.03370714,-15.033707
952,tegen,-2.6971042,-0.0721043
953,voor,-0.07896205,-12.578962
954,voor,-0.04864403,-11.798644
955,voor,-0.029805226,-12.029805
956,voor,-0.012544619,-14.762545
957,voor,-0.016137594,-9.641137
958,voor,-0.062054176,-15.062055
959,voor,-0.023305925,-13.648306
960,voor,-0.008743748,-9.383743
961,voor,-0.029814022,-14.654814
962,voor,-0.012556266,-13.762556
963,tegen,-8.501212,-0.0012122603
964,voor,-0.10736077,-2.6073608
965,voor,-0.01422944,-11.26423
966,voor,-0.0341388,-7.7841387
967,voor,-0.014206638,-14.639207
968,voor,-0.10757308,-2.357573
969,voor,-0.25205564,-15.002056
970,voor,-0.033705175,-13.033705
971,voor,-0.008659605,-12.008659
972,voor,-0.0142032355,-12.889203
973,tegen,-12.378808,-0.003808265
974,tegen,-8.130191,-0.005190944
975,tegen,-13.891352,-0.016351407
976,tegen,-4.021114,-0.02111364
977,tegen,-6.752237,-0.002236732
978,tegen,-12.751906,-0.0019062626
979,voor,-0.12701578,-11.377016
980,voor,-0.0060407817,-9.506041
981,voor,-0.014222737,-12.514223
982,voor,-0.20151334,-12.451513
983,voor,-0.02058615,-13.395586
984,voor,-0.020653304,-9.645654
985,tegen,-8.252805,-0.0028047527
986,voor,-0.0038435406,-7.3788433
987,voor,-0.043111894,-10.043112
988,voor,-0.01608986,-12.016089
989,voor,-0.0037585131,-9.003758
990,voor,-0.0046719685,-10.629672
991,tegen,-3.2906704,-0.040670287
992,voor,-0.023298467,-13.023298
993,voor,-0.038103804,-13.788104
994,voor,-0.048643917,-12.173644
995,tegen,-10.876914,-0.0019137615
996,voor,-0.009801419,-13.009802
997,voor,-0.0077285995,-9.382729
998,voor,-0.00982456,-11.134825
999,voor,-0.10026696,-13.475267
1000,voor,-0.033708286,-13.783709
1001,voor,-0.0077427933,-9.257743
1002,voor,-0.01200648,-7.0120063
1003,voor,-0.062103804,-9.687104
1004,voor,-0.016103232,-10.891103
1005,voor,-0.018196536,-13.768196
1006,voor,-0.006268736,-8.1312685
1007,voor,-0.20154238,-10.951542
1008,voor,-0.16031988,-14.41032
1009,tegen,-4.761065,-0.011065036
1010,voor,-0.048895277,-8.298895
1011,tegen,-6.3785257,-0.0035259556
1012,voor,-0.008661605,-11.883661
1013,voor,-0.048651185,-13.548651
1014,voor,-0.113474235,-7.6134744
1015,voor,-0.018200632,-13.518201
1016,voor,-0.0060852077,-9.131085
1017,voor,-0.014209231,-12.889209
1018,voor,-0.7024883,-0.7024883
1019,tegen,-1.2315301,-0.35653007
1020,tegen,-15.004263,-0.0042633507
1021,voor,-0.03814465,-11.288145
1022,voor,-0.31360772,-8.688608
1023,voor,-0.029804412,-14.279804
1024,voor,-0.038089916,-12.28809
1025,tegen,-7.876688,-0.0016881546
1026,voor,-0.07896271,-16.203962
1027,voor,-0.012908079,-4.887908
1028,voor,-0.04865993,-13.79866
1029,voor,-0.0059650573,-13.630965
1030,voor,-0.009824206,-10.384824
1031,voor,-0.0298058,-12.154806
1032,voor,-0.01608622,-12.391087
1033,voor,-0.005276807,-13.880277
1034,voor,-0.023293927,-13.1482935
1035,voor,-0.007641294,-12.132641
1036,voor,-0.0067620254,-15.006762
1037,voor,-0.14129817,-2.1412983
1038,tegen,-1.6049522,-0.22995219
1039,voor,-0.008653573,-13.883654
1040,voor,-0.16032161,-15.410321
1041,voor,-0.008655346,-11.758656
1042,voor,-0.048639033,-12.673639
1043,voor,-0.12779261,-7.252793
1044,voor,-0.015048227,-6.015048
1045,voor,-0.038117338,-12.538117
1046,tegen,-8.251387,-0.0013864279
1047,voor,-0.033749085,-9.783749
1048,voor,-0.01610159,-12.766102
1049,voor,-0.014201589,-12.889201
1050,voor,-0.014219212,-11.139219
1051,voor,-0.025994178,-4.0259943
1052,voor,-0.048652202,-11.798653
1053,voor,-0.06203154,-12.062032
1054,voor,-0.04864834,-13.298648
1055,voor,-0.16032425,-14.535324
1056,voor,-0.008664918,-12.758665
1057,voor,-0.007642118,-12.757642
1058,voor,-0.010059093,-5.510059
1059,voor,-0.023301847,-13.773302
1060,voor,-0.062044546,-13.562044
1061,voor,-0.0076447288,-11.882645
1062,voor,-0.16032901,-14.410329
1063,voor,-0.016093494,-12.766093
1064,voor,-0.048644934,-11.673645
1065,voor,-0.00900404,-8.009004
1066,voor,-0.016382951,-8.141383
1067,voor,-0.009162462,-6.5091624
1068,voor,-0.011103355,-12.886104
1069,voor,-0.038096916,-15.413097
1070,voor,-0.048646867,-12.173647
1071,voor,-0.1003049,-10.975305
1072,voor,-0.018209763,-13.393209
1073,voor,-0.011090505,-13.38609
1074,tegen,-7.126542,-0.0015418807
1075,voor,-0.07895687,-11.703957
1076,tegen,-3.1700134,-0.045013502
1077,voor,-0.07896811,-12.078968
1078,tegen,-8.252611,-0.0026110942
1079,voor,-0.020593157,-13.395593
1080,voor,-0.026352206,-13.026352
1081,voor,-0.10031774,-10.725318
1082,voor,-0.030029088,-8.405029
1083,voor,-0.0470971,-5.547097
1084,voor,-0.048683885,-10.173684
1085,voor,-0.02982812,-10.779828
1086,voor,-0.029812632,-14.654813
1087,voor,-0.06250826,-7.687508
1088,voor,-0.01340103,-7.138401
1089,voor,-0.03129768,-6.5312977
1090,voor,-0.014205229,-12.514205
1091,voor,-0.010005503,-8.510006
1092,voor,-0.0789506,-13.578951
1093,voor,-0.014200997,-13.014201
1094,voor,-0.062017873,-12.687017
1095,voor,-0.033029653,-3.5330296
1096,voor,-0.31338093,-13.688381
1097,voor,-0.023290899,-12.523291
1098,voor,-0.00601258,-10.131013
1099,voor,-0.043072272,-11.043073
1100,voor,-0.12700842,-13.002008
1101,voor,-0.018202389,-13.393203
1102,voor,-0.033927023,-8.408927
1103,voor,-0.011211572,-9.136211
1104,voor,-0.100291416,-11.225291
1105,voor,-0.055178568,-8.430179
1106,voor,-0.005263645,-14.130263
1107,voor,-0.0063860104,-6.381386
1108,voor,-0.005465217,-6.630465
1109,voor,-0.024907563,-4.0249076
1110,voor,-0.048969634,-8.048969
1111,voor,-0.12710114,-9.252101
1112,voor,-0.07004158,-9.945042
1113,voor,-0.0076667215,-10.632667
1114,voor,-0.029813787,-15.154814
1115,voor,-0.02981217,-14.779812
1116,voor,-0.016071087,-14.641071
1117,voor,-0.16032912,-15.035329
1118,voor,-0.026359873,-14.15136
1119,voor,-0.3133965,-14.313396
1120,voor,-0.12699771,-13.126998
1121,voor,-0.10030069,-14.850301
1122,voor,-0.01611132,-11.016111
1123,voor,-0.03808923,-13.163089
1124,voor,-0.07899422,-10.453994
1125,voor,-0.02058685,-13.645587
1126,voor,-0.011088847,-14.386088
1127,voor,-0.009582196,-5.134582
1128,voor,-0.02059374,-12.520594
1129,voor,-0.010516661,-7.2605166
1130,voor,-0.055061016,-9.180061
1131,voor,-0.110040694,-2.3600407
1132,voor,-0.078950375,-13.82895
1133,voor,-0.026351392,-13.651351
1134,tegen,-0.9049593,-0.5299593
1135,voor,-0.14228438,-2.1422844
1136,voor,-0.08050353,-2.5805035
1137,voor,-0.005333728,-9.755334
1138,voor,-0.008655227,-12.383656
1139,voor,-0.02634535,-13.151345
1140,tegen,-5.754661,-0.004661165
1141,voor,-0.07908608,-9.329086
1142,voor,-0.014204051,-14.889204
1143,tegen,-0.75911266,-0.63411266
1144,voor,-0.012555797,-13.012556
1145,tegen,-1.6027819,-0.22778194
1146,voor,-0.062035915,-11.437036
1147,voor,-0.0125531,-13.637553
1148,voor,-0.0032327326,-7.878233
1149,voor,-0.016077891,-15.016078
1150,voor,-0.008669526,-11.63367
1151,voor,-0.014210401,-12.889211
1152,voor,-0.06205003,-14.18705
1153,voor,-0.026355455,-14.151356
1154,voor,-0.07894972,-13.45395
1155,voor,-0.01608364,-15.266084
1156,voor,-0.05709933,-2.9320993
1157,voor,-0.041003767,-3.5410037
1158,voor,-0.10027945,-13.60028
1159,voor,-0.0028393494,-12.002839
1160,voor,-0.0067828624,-10.381783
1161,voor,-0.018209059,-13.768209
1162,voor,-0.014211924,-12.014212
1163,voor,-0.0067538554,-13.506754
1164,voor,-0.029803606,-13.154803
1165,voor,-0.048663672,-10.923664
1166,voor,-0.04864573,-11.423646
1167,tegen,-2.2387931,-0.11379303
1168,voor,-0.014206757,-12.639207
1169,voor,-0.01118434,-9.261185
1170,tegen,-14.375793,-0.00079390116
1171,tegen,-6.502418,-0.0024182263
1172,voor,-0.0486388,-12.798638
1173,voor,-0.1270579,-10.377058
1174,voor,-0.0033572512,-8.878357
1175,tegen,-12.000674,-0.0006745471
1176,tegen,-13.252177,-0.0021771467
1177,tegen,-0.76524353,-0.64024353
1178,voor,-0.10027524,-12.225275
1179,voor,-0.012557209,-12.012557
1180,voor,-0.35609317,-1.2310932
1181,voor,-0.07920767,-8.329207
1182,voor,-0.04864073,-12.923641
1183,voor,-0.02329183,-13.898292
1184,voor,-0.038098186,-12.538098
1185,voor,-0.020593157,-13.395593
1186,voor,-0.020591054,-13.520591
1187,voor,-0.35022858,-1.2252285
1188,voor,-0.014206995,-14.514207
1189,voor,-0.161025,-7.286025
1190,tegen,-1.912303,-0.16230302
1191,voor,-0.02069837,-9.145699
1192,voor,-0.018194074,-13.518194
1193,voor,-0.03811401,-15.163114
1194,voor,-0.12700045,-13.002001
1195,voor,-0.014356354,-8.889357
1196,tegen,-13.502074,-0.002074602
1197,tegen,-5.1330194,-0.008019672
1198,voor,-0.04887746,-8.423878
1199,voor,-0.026358705,-12.401359
1200,voor,-0.010436561,-7.3854365
1201,voor,-0.026444739,-9.526444
1202,voor,-0.16033319,-14.160334
1203,voor,-0.0028727502,-10.377872
1204,voor,-0.100301445,-14.350302
1205,voor,-0.00985808,-9.884858
1206,voor,-0.04865073,-11.798651
1207,voor,-0.024023682,-4.6490235
1208,voor,-0.03810288,-15.663103
1209,voor,-0.008655227,-12.508656
1210,voor,-0.100321405,-10.225322
1211,voor,-0.033750933,-9.908751
1212,voor,-0.07897362,-12.578974
1213,voor,-0.038092095,-14.413092
1214,voor,-0.020586733,-14.145587
1215,voor,-0.062038157,-14.187038
1216,voor,-0.016081883,-14.391082
1217,voor,-0.012550859,-14.012551
1218,voor,-0.1270372,-14.377037
1219,voor,-0.02329323,-14.7732935
1220,voor,-0.023291944,-13.148292
1221,voor,-0.048648797,-14.548649
1222,voor,-0.10028074,-12.725281
1223,voor,-0.0032570926,-10.003257
1224,voor,-0.0111257555,-10.261126
1225,voor,-0.03810288,-16.038103
1226,voor,-0.026692932,-8.026693
1227,voor,-0.020627845,-10.145628
1228,voor,-0.004687634,-10.379687
1229,tegen,-2.931049,-0.05604919
1230,voor,-0.01608446,-13.391085
1231,tegen,-3.4154277,-0.040427726
1232,voor,-0.007646849,-14.382647
1233,voor,-0.030254057,-7.780254
1234,tegen,-0.98137796,-0.48137793
1235,voor,-0.029797584,-12.779798
1236,voor,-0.062028743,-12.312029
1237,voor,-0.5218165,-1.0218165
1238,voor,-0.018191965,-13.893192
1239,voor,-0.023299517,-13.648299
1240,tegen,-1.913202,-0.16320199
1241,voor,-0.13671234,-2.1367123
1242,voor,-0.012551564,-13.762551
1243,voor,-0.042164795,-3.4171648
1244,voor,-0.018211871,-11.643212
1245,voor,-0.018200515,-12.643201
1246,voor,-0.0046593845,-11.50466
1247,tegen,-7.0021105,-0.0021106475
1248,voor,-0.008922523,-8.258923
1249,voor,-0.16030324,-11.660303
1250,voor,-0.0046584345,-13.129659
1251,voor,-0.012798627,-6.387799
1252,voor,-0.4134054,-1.2884054
1253,voor,-0.018204499,-11.268205
1254,voor,-0.10029195,-13.475292
1255,voor,-0.02980743,-11.904807
1256,voor,-0.009167778,-6.5091677
1257,voor,-0.062021237,-13.562021
1258,voor,-0.062021576,-15.937021
1259,voor,-0.01819677,-15.393197
1260,voor,-0.100290775,-11.47529
1261,voor,-0.10030404,-10.725304
1262,voor,-0.02062399,-11.020624
1263,voor,-0.16029541,-12.1602955
1264,voor,-0.03809863,-12.663098
1265,voor,-0.018301884,-5.518302
1266,voor,-0.01646644,-7.8914666
1267,voor,-0.018245233,-10.143246
1268,voor,-0.016101824,-11.141102
1269,voor,-0.007687901,-10.007688
1270,voor,-0.033773985,-9.658774
1271,voor,-0.012999396,-7.7629995
1272,voor,-0.10030178,-13.725302
1273,voor,-0.0059713344,-11.880971
1274,voor,-0.007641294,-13.757641
1275,voor,-0.054950435,-11.554951
1276,voor,-0.058532618,-3.0585327
1277,voor,-0.038106438,-13.663106
1278,voor,-0.07895599,-14.953956
1279,voor,-0.012556146,-13.762556
1280,voor,-0.026347794,-14.026348
1281,voor,-0.20164917,-9.201649
1282,voor,-0.062043868,-14.687044
1283,voor,-0.049017876,-8.049018
1284,voor,-0.018196419,-11.643196
1285,voor,-0.07053861,-7.5705385
1286,tegen,-0.76113117,-0.63613117
1287,voor,-0.029816905,-13.779817
1288,voor,-0.062050816,-13.812051
1289,voor,-0.078976266,-13.328977
1290,voor,-0.062033895,-15.812034
1291,voor,-0.36474562,-1.2397456
1292,voor,-0.0128760645,-5.262876
1293,voor,-0.018403122,-8.643403
1294,voor,-0.029808119,-12.029808
1295,voor,-0.011089914,-12.38609
1296,voor,-0.018198172,-12.143198
1297,voor,-0.009804613,-12.884805
1298,voor,-0.00676001,-14.00676
1299,voor,-0.062047232,-13.687047
1300,voor,-0.039995324,-6.289995
1301,voor,-0.007646849,-12.507647
1302,tegen,-1.8073416,-0.18234164
1303,voor,-0.006751374,-13.006751
1304,voor,-0.018357243,-8.768357
1305,voor,-0.01610476,-10.766105
1306,voor,-0.029901369,-9.4049015
1307,voor,-0.009798234,-13.134798
1308,voor,-0.007652892,-11.882653
1309,voor,-0.012555324,-13.887555
1310,voor,-0.12699246,-15.876992
1311,voor,-0.0374101,-3.78741
1312,voor,-0.017416865,-6.642417
1313,voor,-0.00364343,-11.253643
1314,tegen,-6.255823,-0.005823214
1315,voor,-0.0142106395,-12.514211
1316,voor,-0.012560156,-11.13756
1317,tegen,-13.375871,-0.00087048684
1318,voor,-0.014208407,-12.514209
1319,voor,-0.011195659,-5.1361957
1320,tegen,-5.7538843,-0.0038843926
1321,voor,-0.10028614,-14.3502865
1322,voor,-0.00392618,-8.128926
1323,tegen,-9.7519455,-0.0019451763
1324,voor,-0.016090443,-11.51609
1325,voor,-0.016075544,-13.641075
1326,voor,-0.100323886,-15.100324
1327,voor,-0.005965646,-13.005965
1328,tegen,-6.2528863,-0.0028863063
1329,voor,-0.16411333,-1.9141133
1330,tegen,-5.3807507,-0.005750795
1331,voor,-0.048649587,-14.92365
1332,voor,-0.012550859,-12.512551
1333,voor,-0.006047893,-9.506048
1334,tegen,-3.4100368,-0.0350369
1335,tegen,-4.1423607,-0.017360626
1336,voor,-0.07895941,-14.203959
1337,voor,-0.01608493,-13.641085
1338,tegen,-13.377138,-0.0021382442
1339,voor,-0.009822198,-10.884822
1340,voor,-0.014203116,-17.014204
1341,tegen,-11.626079,-0.0010783029
1342,voor,-0.1603017,-12.910302
1343,voor,-0.02330045,-15.5233
1344,voor,-0.011099467,-11.8861
1345,voor,-0.004117581,-11.504118
1346,voor,-0.048658337,-13.173658
1347,voor,-0.018485282,-4.393485
1348,voor,-0.0041216193,-11.129122
1349,voor,-0.0042272704,-9.129228
1350,voor,-0.007643306,-13.132644
1351,voor,-0.0487033,-9.923703
1352,voor,-0.008659723,-12.508659
1353,voor,-0.006755633,-12.756756
1354,voor,-0.012557562,-13.137558
1355,voor,-0.77121955,-0.77121955
1356,voor,-0.062039834,-13.312039
1357,voor,-0.075782835,-2.7007828
1358,voor,-0.10028528,-11.350286
1359,voor,-0.0041211424,-11.379121
1360,voor,-0.47534296,-0.975343
1361,tegen,-6.8796573,-0.0046571377
1362,tegen,-5.0080676,-0.008067799
1363,voor,-0.024843248,-4.024843
1364,voor,-0.018240431,-10.01824
1365,voor,-0.054970868,-10.179971
1366,voor,-0.014210051,-12.38921
1367,voor,-0.06202807,-13.187028
1368,voor,-0.013471487,-7.0134716
1369,voor,-0.018193958,-12.518194
1370,voor,-0.16030811,-12.535308
1371,voor,-0.01609232,-11.016092
1372,voor,-0.026358237,-13.901359
1373,voor,-0.0041343225,-10.754134
1374,voor,-0.25205168,-11.252051
1375,voor,-0.012584531,-10.137585
1376,voor,-0.062035803,-11.312036
1377,voor,-0.02984687,-10.029847
1378,voor,-0.0059636305,-12.005963
1379,voor,-0.014269286,-9.639269
1380,voor,-0.016075075,-12.891075
1381,voor,-0.13266867,-2.1326687
1382,voor,-0.016084343,-14.391085
1383,voor,-0.026417682,-9.651418
1384,voor,-0.029809732,-12.77981
1385,voor,-0.020595724,-14.270596
1386,voor,-0.022111215,-6.5221114
1387,voor,-0.020757692,-8.770758
1388,tegen,-1.912303,-0.16230302
1389,voor,-0.0047038803,-9.8797035
1390,tegen,-3.8975515,-0.022551421
1391,voor,-0.029814832,-11.404815
1392,voor,-0.012552275,-14.137552
1393,voor,-0.12703961,-14.12704
1394,voor,-0.004965239,-8.129965
1395,voor,-0.05802227,-5.8080225
1396,voor,-0.0041662524,-10.004167
1397,voor,-0.10029433,-13.850294
1398,voor,-0.04863608,-12.798636
1399,voor,-0.03810242,-12.788102
1400,voor,-0.0111268135,-10.2611265
1401,voor,-0.007647795,-13.7576475
1402,tegen,-4.266283,-0.016283272
1403,voor,-0.078961395,-13.578961
1404,voor,-0.09725573,-4.8472557
1405,voor,-0.029812632,-14.404813
1406,tegen,-7.6274896,-0.0024896916
1407,voor,-0.011182931,-9.386183
1408,voor,-0.02980002,-14.5298
1409,voor,-0.026353363,-12.776354
1410,voor,-0.019703357,-4.5197034
1411,voor,-0.012591236,-10.137591
1412,tegen,-8.002292,-0.0022913292
1413,voor,-0.016638802,-5.5166388
1414,voor,-0.007658331,-11.257658
1415,voor,-0.023298003,-14.273298
1416,voor,-0.0789484,-13.453948
1417,voor,-0.03443749,-7.2844377
1418,voor,-0.012564865,-11.012565
1419,tegen,-13.000788,-0.0007879484
1420,voor,-0.018241018,-10.143241
1421,voor,-0.07903322,-9.829033
1422,voor,-0.038114354,-11.288115
1423,voor,-0.36470625,-1.2397063
1424,voor,-0.026349882,-12.65135
1425,voor,-0.011089914,-13.01109
1426,voor,-0.07004914,-9.945049
1427,voor,-0.009850174,-9.7598505
1428,voor,-0.018194543,-13.018194
1429,tegen,-6.627459,-0.0024592488
1430,voor,-0.005292577,-10.880293
1431,voor,-0.026347794,-13.151348
1432,voor,-0.0101100765,-8.13511
1433,voor,-0.07897935,-14.0789795
1434,voor,-0.014210519,-14.264211
1435,tegen,-9.875653,-0.00065298594
1436,tegen,-9.50091,-0.0009099139
1437,voor,-0.006778843,-11.006779
1438,voor,-0.03810851,-11.413109
1439,voor,-0.0033326568,-9.003333
1440,tegen,-10.2505665,-0.0005661378
1441,voor,-0.011136724,-9.886137
1442,voor,-0.12699257,-12.626992
1443,voor,-0.01255792,-13.762558
1444,voor,-0.023307089,-14.273307
1445,voor,-0.2520311,-16.502031
1446,voor,-0.0070660505,-8.132066
1447,voor,-0.04863313,-16.548634
1448,voor,-0.10030037,-14.725301
1449,voor,-0.004262177,-8.879262
1450,tegen,-9.25079,-0.0007899748
1451,voor,-0.31709534,-1.3170953
1452,voor,-0.12702261,-15.752023
1453,voor,-0.1302035,-2.1302035
1454,voor,-0.0047250073,-9.504725
1455,voor,-0.0076472065,-12.3826475
1456,tegen,-7.6268277,-0.0018276229
1457,voor,-0.078947626,-16.203947
1458,voor,-0.048656747,-11.423656
1459,voor,-0.010599347,-6.260599
1460,voor,-0.023548031,-4.523548
1461,voor,-0.011319775,-8.38632
1462,voor,-0.16078457,-2.1607845
1463,voor,-0.005271942,-13.755272
1464,voor,-0.005979635,-10.88098
1465,voor,-0.012712242,-8.7627125
1466,voor,-0.020698605,-9.145699
1467,tegen,-3.7748423,-0.024842324
1468,tegen,-3.4099174,-0.034917414
1469,voor,-0.018208707,-13.7682085
1470,voor,-0.04307124,-14.668071
1471,voor,-0.0098070875,-11.509807
1472,voor,-0.10028981,-13.475289
1473,voor,-0.0032877517,-9.503287
1474,voor,-0.009893735,-9.384893
1475,voor,-0.006756698,-11.881757
1476,voor,-0.012546504,-14.137547
1477,voor,-0.008660421,-13.13366
1478,voor,-0.011093565,-12.136093
1479,tegen,-3.1704216,-0.045421503
1480,voor,-0.008647545,-13.008648
1481,voor,-0.004663661,-11.754663
1482,tegen,-2.5812612,-0.08126119
1483,voor,-0.014213687,-14.389214
