,gpt-3.5_centristisch,gpt-3.5_centrist_voor_lprob,gpt-3.5_centrist_tegen_lprob,gpt-3.5_rechts,gpt-3.5_right_voor_lprob,gpt-3.5_right_tegen_lprob,gpt-3.5_rightcons_vote,gpt-3.5_rightcons_voor_l_prob,gpt-3.5_rightcons_tegen_lprob
725,tegen,-10.095255,-14.587048,tegen,-8.623688,-14.404827,tegen,-7.2850924,-14.239881
726,tegen,-5.869555,-15.254954,tegen,-4.6259136,-14.954416,tegen,-5.657327,-15.333261
727,voor,-0.6108627,-12.8252735,tegen,-0.81182075,-12.78261,tegen,-4.3659077,-14.599657
728,tegen,-4.491899,-15.07366,tegen,-2.9056835,-13.643543,tegen,-2.2821982,-14.587755
729,tegen,-1.5141342,-15.324588,tegen,-1.4053911,-15.988559,tegen,-1.5518558,-15.243003
730,tegen,-3.4642167,-14.033251,tegen,-2.4413285,-15.17152,tegen,-2.2599442,-14.6567545
731,tegen,-2.1326299,-13.363302,tegen,-2.2452178,-12.909625,tegen,-4.4695063,-14.633061
732,voor,-0.4582105,-12.629258,tegen,-1.0947459,-15.105412,tegen,-2.5490515,-15.190636
733,tegen,-5.6980867,-14.795175,tegen,-5.7474327,-15.303165,tegen,-5.936854,-15.348197
734,tegen,-7.005434,-14.814867,tegen,-7.5000043,-16.365225,tegen,-12.170772,-16.018822
735,tegen,-1.8272818,-13.170532,tegen,-2.4100454,-15.529963,tegen,-6.4623094,-15.425564
736,tegen,-3.0280364,-13.19339,tegen,-1.2493011,-14.974601,tegen,-4.1541734,-13.999794
737,tegen,-1.7661433,-12.867263,voor,-0.16226815,-15.089159,voor,-0.17430766,-14.832505
738,tegen,-7.777564,-15.629205,tegen,-4.3040113,-13.102242,tegen,-6.147725,-12.905581
739,tegen,-1.1523727,-16.38658,tegen,-1.1904285,-15.18983,tegen,-4.4087925,-15.397297
740,tegen,-7.6010866,-16.340137,tegen,-6.2106447,-14.966369,tegen,-6.328786,-14.838561
741,tegen,-0.8021465,-15.433653,tegen,-2.2800393,-13.024231,tegen,-3.9560878,-14.605966
742,tegen,-3.6984098,-12.137787,tegen,-5.7646494,-12.550111,tegen,-3.3876483,-11.790589
743,voor,-0.008481718,-13.984894,voor,-0.380012,-11.960736,tegen,-1.4119918,-14.062997
744,tegen,-0.73882335,-11.131609,tegen,-1.1877896,-12.703547,tegen,-2.5581036,-12.762367
745,tegen,-3.9210865,-13.5365095,tegen,-3.5284696,-12.828611,tegen,-4.1027126,-12.931877
746,voor,-0.48915884,-12.698301,tegen,-1.6282697,-12.44143,tegen,-4.1543255,-15.114714
747,voor,-0.07495357,-13.363118,tegen,-5.2705765,-14.29443,tegen,-8.6302395,-15.62808
748,voor,-0.0062307096,-13.017005,tegen,-1.6220541,-12.333652,tegen,-4.703998,-15.375917
749,tegen,-0.7689208,-12.211573,voor,-0.2406502,-11.804651,tegen,-2.5898104,-13.784724
750,tegen,-0.7074599,-12.375591,voor,-0.68878007,-11.819637,tegen,-2.3319757,-12.670696
751,tegen,-0.8952491,-12.368787,tegen,-2.3248374,-13.058608,tegen,-3.5957198,-11.808485
752,tegen,-3.2109869,-13.932053,tegen,-5.2751575,-13.974416,tegen,-5.638933,-14.294489
753,tegen,-1.9948361,-12.142133,tegen,-0.9368758,-12.07515,tegen,-3.5351675,-15.296169
754,tegen,-6.192863,-14.64795,tegen,-2.3576167,-14.251038,tegen,-0.80252415,-15.300152
755,tegen,-5.7839465,-14.065769,tegen,-4.2318206,-14.209884,tegen,-4.0013556,-15.123177
756,tegen,-2.9971442,-16.034628,tegen,-0.8902079,-12.325898,tegen,-2.489232,-14.216462
757,tegen,-1.3096094,-15.144122,tegen,-2.188613,-14.134988,tegen,-3.924117,-12.832961
758,voor,-0.008375687,-13.319818,tegen,-3.553027,-16.070957,tegen,-6.4857297,-15.572633
759,tegen,-3.2102964,-13.624414,tegen,-2.3952036,-13.893401,tegen,-5.3146386,-14.493622
760,tegen,-3.652876,-14.711327,tegen,-2.784806,-13.585406,tegen,-6.306151,-16.94876
761,voor,-0.42709956,-12.525017,tegen,-3.878113,-14.270338,tegen,-4.8959637,-15.304211
762,tegen,-2.0765946,-12.991187,tegen,-4.077855,-16.193142,tegen,-3.3370972,-14.787252
763,voor,-0.0069769104,-14.581785,tegen,-2.7053058,-15.030307,tegen,-6.8824716,-15.813048
764,voor,-0.027091669,-13.361509,tegen,-0.7121823,-15.99298,tegen,-2.5590425,-14.586446
765,voor,-0.0027900191,-14.195374,voor,-0.040967494,-11.458725,tegen,-1.2337677,-10.990029
766,voor,-0.05433145,-12.894713,tegen,-1.3560772,-13.1782055,tegen,-3.3301826,-14.924503
767,tegen,-5.384663,-12.814589,tegen,-8.121017,-15.938868,tegen,-9.011747,-15.501326
768,voor,-0.043014035,-13.260091,voor,-0.4717845,-9.716158,tegen,-1.2890658,-10.403063
769,voor,-0.054590534,-12.488939,tegen,-1.8085243,-15.678266,tegen,-7.074833,-16.89972
770,tegen,-1.6768885,-14.009797,tegen,-3.170557,-13.793606,tegen,-4.2217355,-11.117023
771,voor,-0.46318987,-13.1472,tegen,-1.4457186,-12.208298,tegen,-2.8420541,-14.326399
772,voor,-0.2587104,-11.504124,tegen,-1.1864223,-12.450554,tegen,-2.6392004,-15.6975975
773,tegen,-1.3680062,-15.769632,tegen,-1.3836906,-12.628192,tegen,-5.130765,-15.94135
774,tegen,-4.3398924,-14.668614,tegen,-3.2576668,-14.6909,tegen,-4.390751,-14.137262
775,tegen,-3.3474696,-15.255766,tegen,-3.670119,-14.334743,tegen,-4.0979843,-13.91609
776,voor,-0.009215385,-14.89713,voor,-0.19840445,-12.866451,tegen,-3.1326113,-14.540692
777,voor,-0.4164417,-8.890931,tegen,-2.4397469,-11.142464,voor,-0.13484329,-11.096438
778,voor,-0.5938791,-12.105346,voor,-0.6823537,-12.72411,tegen,-2.7885995,-14.826243
779,tegen,-3.7255025,-14.165461,tegen,-2.4120739,-14.054347,tegen,-4.1801133,-15.484711
780,voor,-0.061215807,-11.638576,tegen,-1.5780733,-12.848682,tegen,-1.9751769,-0.22405735
781,voor,-0.012280646,-14.141385,tegen,-1.3969626,-13.539335,tegen,-4.1371775,-15.572703
782,tegen,-3.8761373,-15.550326,tegen,-1.9951277,-14.997846,tegen,-3.893606,-14.867298
783,voor,-0.021653084,-13.03765,tegen,-0.97800386,-14.43212,tegen,-3.1667545,-14.635678
784,tegen,-2.9407582,-13.587913,tegen,-1.1616464,-11.859127,tegen,-1.333791,-14.764291
785,tegen,-8.641741,-15.661558,tegen,-1.7207931,-12.649372,voor,-0.57126397,-11.863396
786,tegen,-1.023075,-12.24544,tegen,-0.83213526,-15.425691,tegen,-3.0266006,-15.323195
787,tegen,-1.8611242,-15.833551,tegen,-1.3932855,-14.720701,tegen,-1.6872102,-14.393902
788,tegen,-1.5374194,-13.096366,tegen,-1.8792021,-14.275753,tegen,-3.267292,-14.497995
789,tegen,-1.3652103,-13.120786,tegen,-4.1825657,-16.14453,tegen,-3.5235271,-15.748747
790,tegen,-4.7772913,-13.521846,tegen,-1.2587191,-12.370982,tegen,-3.5070894,-12.670095
791,tegen,-0.7116019,-14.03988,tegen,-1.4201928,-13.51329,tegen,-3.437138,-15.297394
792,tegen,-6.920218,-12.590179,tegen,-2.0302258,-13.84812,voor,-0.5432978,-13.336062
793,tegen,-2.8126225,-13.59153,tegen,-1.6866678,-15.820376,tegen,-1.4016652,-14.407363
794,tegen,-1.7671119,-16.242092,tegen,-1.6022705,-15.114655,tegen,-1.6337742,-13.990921
795,tegen,-0.7401415,-12.892467,tegen,-2.7755132,-14.116091,tegen,-1.9557664,-15.112215
796,tegen,-3.0298674,-13.683346,tegen,-3.5755272,-14.441141,tegen,-7.2115746,-16.153511
797,tegen,-3.2847178,-13.109932,tegen,-2.6080532,-15.725904,tegen,-3.3319645,-15.495119
798,tegen,-1.8765038,-12.815152,tegen,-1.6776171,-13.958825,tegen,-7.551232,-15.947418
799,tegen,-2.8203542,-13.706047,tegen,-2.8709724,-13.883557,tegen,-3.4921932,-15.305796
800,voor,-0.4978456,-13.619712,tegen,-3.2511113,-15.442357,tegen,-5.731744,-15.127519
801,tegen,-0.9817077,-14.561503,voor,-0.50735265,-13.490955,tegen,-1.1202384,-15.686662
802,tegen,-4.452606,-0.023536615,tegen,-1.9466062,-13.043992,tegen,-3.9747884,-13.318176
803,voor,-0.3375376,-12.509699,tegen,-1.1500443,-13.188235,tegen,-2.2750528,-14.873976
804,tegen,-5.570839,-14.946171,tegen,-2.443442,-13.221299,tegen,-5.47491,-15.4857645
805,tegen,-3.1448004,-14.467823,tegen,-1.0312536,-11.926142,tegen,-1.8143017,-15.106595
806,voor,-0.007561787,-12.793319,tegen,-4.0470476,-13.608548,tegen,-6.2230077,-15.600794
807,tegen,-1.1010525,-13.721442,tegen,-5.4976087,-14.073683,tegen,-6.8212695,-15.858569
808,tegen,-0.9705648,-15.970641,tegen,-2.1944764,-14.541001,tegen,-4.441806,-15.056132
809,tegen,-8.543809,-14.940997,voor,-0.24316595,-14.424492,voor,-0.7096321,-13.096484
810,voor,-0.14206111,-12.567654,tegen,-3.2114027,-11.936014,tegen,-3.9980938,-11.356963
811,voor,-0.20069323,-12.378164,tegen,-0.86125505,-15.399257,tegen,-3.2311192,-14.657272
812,voor,-0.15528436,-12.615844,tegen,-1.0155251,-14.885808,tegen,-2.9037297,-14.254018
813,tegen,-14.440846,-14.730252,tegen,-5.156223,-12.658199,tegen,-2.0890284,-11.2577505
814,voor,-0.5445041,-12.816557,voor,-0.2516733,-12.866487,tegen,-0.8026281,-14.84179
815,voor,-0.06558269,-12.340347,tegen,-7.070747,-15.5144615,tegen,-7.7709746,-14.790065
816,tegen,-2.547144,-13.319958,voor,-0.114871,-13.627416,tegen,-1.9718888,-15.690684
817,voor,-0.14054398,-13.587497,tegen,-2.1597116,-14.87953,tegen,-4.5402336,-15.268652
818,voor,-0.021007419,-12.974159,tegen,-2.6245127,-12.494836,tegen,-5.5965858,-15.514385
819,tegen,-4.9950047,-13.782389,tegen,-2.782733,-14.241231,tegen,-1.6617573,-14.229455
820,tegen,-5.1710825,-14.556027,tegen,-0.7461474,-11.364744,tegen,-2.3781602,-13.178112
821,tegen,-1.9138764,-12.443055,tegen,-1.5036819,-11.830672,tegen,-5.3578806,-13.544724
822,tegen,-10.671147,-14.274228,tegen,-4.8175178,-13.979633,tegen,-3.0090978,-14.204826
823,tegen,-7.4792895,-14.049958,tegen,-0.83715636,-15.426056,tegen,-1.3932003,-14.482208
824,tegen,-2.2283263,-13.029678,voor,-0.20484023,-12.729533,tegen,-1.0594076,-14.767695
825,tegen,-15.59401,-0.00031973462,tegen,-5.256849,-14.263182,tegen,-2.2089975,-12.761549
826,tegen,-7.2772837,-15.651757,tegen,-1.8057173,-13.256126,tegen,-1.9199537,-15.574016
827,tegen,-3.7421641,-13.356505,tegen,-1.825035,-15.049639,tegen,-3.1076083,-14.649268
828,tegen,-10.115321,-15.140145,tegen,-3.3878982,-12.613696,tegen,-3.4635577,-13.924532
829,tegen,-5.707962,-15.508402,tegen,-1.1401551,-13.359612,tegen,-1.2160262,-14.634375
830,tegen,-1.671327,-12.8003645,tegen,-1.6610532,-13.294504,tegen,-6.5692816,-15.807128
831,tegen,-3.3577871,-14.596965,tegen,-1.4093947,-14.646265,tegen,-4.0027666,-13.797662
832,tegen,-2.8084242,-15.178352,voor,-0.6132866,-14.27762,tegen,-1.7688348,-13.688276
833,tegen,-1.4229313,-12.186989,tegen,-2.408073,-12.0866585,tegen,-2.924974,-14.4805975
834,voor,-0.4929301,-12.418685,tegen,-3.5400343,-14.669797,tegen,-4.7917547,-15.144921
835,voor,-0.0027906115,-14.655127,voor,-0.5219233,-15.347601,tegen,-4.340165,-14.848065
836,voor,-0.008631703,-14.387544,tegen,-4.3210435,-16.025946,tegen,-7.975372,-16.950918
837,voor,-0.12308193,-12.904073,tegen,-6.96516,-14.909795,tegen,-11.030279,-16.03137
838,tegen,-1.243403,-14.745055,tegen,-0.8408402,-15.125384,tegen,-2.8631043,-14.767278
839,tegen,-2.195879,-15.426622,tegen,-0.73958236,-12.358616,voor,-0.23020846,-15.67426
840,tegen,-4.8116765,-14.670494,tegen,-2.3356044,-13.471873,tegen,-4.14395,-13.988524
841,voor,-0.016280925,-13.671032,tegen,-0.9537539,-14.985192,tegen,-3.2942574,-15.115436
842,tegen,-3.1658907,-15.650935,tegen,-4.21881,-14.664004,tegen,-5.554516,-14.441643
843,tegen,-3.9445045,-14.160399,tegen,-3.5696461,-13.714631,tegen,-3.5098608,-14.469572
844,tegen,-8.940421,-15.879298,tegen,-5.475804,-15.900824,tegen,-3.6832054,-15.484004
845,tegen,-7.6694703,-15.838176,tegen,-3.1020093,-14.5233755,tegen,-1.0112438,-13.460173
846,tegen,-13.275284,-16.435116,tegen,-4.637436,-15.100094,tegen,-3.6092763,-14.635415
847,tegen,-1.689332,-11.888305,tegen,-5.493584,-15.336274,tegen,-7.5270123,-15.953537
848,tegen,-3.5948763,-14.506272,tegen,-1.1633464,-11.779559,tegen,-2.1754348,-13.281022
849,tegen,-0.7943052,-12.10049,voor,-0.07608635,-17.179419,voor,-0.021268738,-16.859795
850,tegen,-1.309133,-12.693742,tegen,-1.9470375,-12.528098,tegen,-2.9079263,-14.897398
851,tegen,-8.469056,-13.7427435,tegen,-4.3057675,-14.521198,tegen,-4.6963544,-15.720756
852,tegen,-2.8472037,-13.14947,tegen,-2.7748868,-13.545004,tegen,-4.768284,-13.146643
853,voor,-0.14712696,-15.107676,tegen,-1.0792278,-14.458065,voor,-0.3976313,-13.065841
854,tegen,-2.9128482,-13.232919,voor,-0.40365225,-11.352772,tegen,-3.3657446,-14.684585
855,voor,-0.22818804,-12.516613,tegen,-1.7019203,-14.889529,tegen,-1.6816199,-14.274391
856,tegen,-3.3150575,-12.302637,tegen,-5.7988696,-15.702056,tegen,-7.715926,-16.268494
857,tegen,-2.1251662,-12.776598,tegen,-4.2916846,-13.191891,tegen,-8.277875,-13.69242
858,tegen,-2.4401248,-11.850779,tegen,-6.430691,-13.270983,tegen,-8.295267,-15.692663
859,tegen,-1.956344,-13.222484,tegen,-2.5684116,-16.128815,tegen,-6.147425,-15.314377
860,tegen,-5.0726614,-14.123462,tegen,-2.0044863,-12.969706,tegen,-4.1252813,-14.863851
861,tegen,-7.282018,-14.692266,tegen,-2.2330184,-13.653681,tegen,-2.7405019,-12.35519
862,tegen,-2.540471,-14.752633,tegen,-1.6296452,-12.302402,tegen,-4.245966,-14.180975
863,voor,-0.5144319,-13.478507,voor,-0.43599164,-12.339197,tegen,-2.6951134,-14.216632
864,tegen,-5.4641013,-14.320471,tegen,-3.152943,-15.330292,tegen,-5.9089017,-15.855934
865,voor,-0.18538068,-13.84239,voor,-0.12162514,-16.843227,voor,-0.25974947,-15.9903
866,voor,-0.002252434,-14.14642,voor,-0.0043801595,-14.880017,voor,-0.001706963,-14.042072
867,tegen,-4.736811,-13.790711,tegen,-4.9218383,-13.863444,tegen,-8.50808,-14.800154
868,voor,-0.16090271,-13.36789,tegen,-2.492399,-15.630997,tegen,-7.7651496,-15.564443
869,voor,-0.046944134,-15.967638,voor,-0.40854052,-14.098038,tegen,-0.8427246,-13.406636
870,tegen,-3.2584789,-12.612393,tegen,-1.671565,-14.552154,tegen,-4.7156024,-14.478735
871,tegen,-3.92546,-14.265309,tegen,-2.5373704,-15.3633175,tegen,-1.9340227,-15.195221
872,voor,-0.19212754,-13.797075,tegen,-1.1294706,-12.883514,tegen,-4.5856795,-16.2501
873,tegen,-5.787818,-14.567845,tegen,-0.83061785,-12.452099,tegen,-5.001946,-13.721045
874,tegen,-4.926341,-11.990169,tegen,-6.192863,-15.724059,tegen,-7.4049287,-15.978077
875,voor,-0.24278049,-15.867401,voor,-0.64508426,-14.74897,tegen,-2.0253112,-14.208587
876,tegen,-2.2618647,-13.446284,tegen,-1.6267059,-14.638265,tegen,-1.5215099,-14.123025
877,tegen,-4.5926404,-14.422628,tegen,-2.5802536,-12.679625,tegen,-5.963169,-15.846378
878,tegen,-1.4383755,-13.32675,tegen,-0.99307775,-15.369635,tegen,-2.021179,-14.535543
879,tegen,-3.957385,-13.198398,tegen,-3.8890288,-14.646145,tegen,-7.56234,-15.536688
880,tegen,-6.2281094,-14.9375305,tegen,-2.5929704,-13.023514,tegen,-5.851725,-15.21767
881,tegen,-7.005434,-14.814867,tegen,-7.3222227,-13.911712,tegen,-12.691616,-16.849937
882,tegen,-13.437857,-15.376476,tegen,-6.522358,-13.965353,tegen,-3.871926,-13.462407
883,tegen,-3.1732326,-13.217911,tegen,-3.3172412,-13.037758,tegen,-7.722457,-15.233033
884,voor,-0.1200456,-12.955049,tegen,-2.406202,-14.826439,tegen,-3.7665591,-13.894097
885,tegen,-0.7071088,-12.526937,tegen,-2.9692461,-15.27648,tegen,-5.836305,-14.961712
886,voor,-0.13432927,-13.291876,tegen,-0.76320815,-13.247883,tegen,-3.0165918,-14.92724
887,voor,-0.095415704,-12.940732,tegen,-4.25913,-15.560817,tegen,-6.453693,-15.267418
888,tegen,-2.7237985,-16.365625,tegen,-5.0646577,-15.517952,tegen,-6.4392395,-16.663565
889,voor,-0.027045596,-14.5344095,tegen,-1.4796976,-12.711965,tegen,-5.5135827,-15.495432
890,tegen,-1.378886,-13.652526,tegen,-1.1649392,-13.387837,tegen,-3.73425,-14.875981
891,tegen,-4.072087,-12.618313,tegen,-3.4005399,-15.762845,tegen,-3.6352046,-14.568783
892,tegen,-4.9545736,-14.479201,tegen,-1.0442202,-12.581217,tegen,-5.052068,-14.735776
893,voor,-0.01600586,-14.030795,tegen,-1.1656545,-13.068635,tegen,-4.7554383,-14.278446
894,tegen,-6.5070567,-13.765296,tegen,-4.002534,-14.855065,tegen,-6.4189186,-14.937735
895,tegen,-6.652172,-14.900404,tegen,-5.298612,-13.5441065,tegen,-5.170507,-13.253353
896,tegen,-4.1350193,-13.44487,tegen,-1.9624695,-13.528282,tegen,-3.849187,-13.366792
897,voor,-0.009611116,-12.665722,voor,-0.0018032228,-14.116626,voor,-0.2176726,-12.64806
898,tegen,-1.687461,-12.488481,tegen,-1.3084353,-11.854197,tegen,-6.536495,-13.703211
899,tegen,-3.7042303,-13.731095,tegen,-1.9517472,-12.310954,tegen,-7.226521,-15.503759
900,tegen,-4.705183,-14.3347,voor,-0.43335047,-12.511903,voor,-0.23699084,-15.993985
901,tegen,-3.1543152,-14.715816,tegen,-1.1268802,-12.062205,tegen,-3.1934273,-13.627021
902,tegen,-0.76087075,-14.765172,tegen,-1.1708002,-14.6343355,tegen,-4.1826954,-13.376432
903,tegen,-8.736135,-14.452859,tegen,-4.118978,-15.109846,tegen,-3.0913827,-13.7989025
904,voor,-0.56995,-12.871357,tegen,-1.4522706,-13.316044,tegen,-3.4788172,-14.703844
905,tegen,-3.0053713,-12.442049,tegen,-2.5252678,-13.159013,tegen,-5.4989634,-14.116532
906,voor,-0.0032164494,-13.414615,voor,-0.0028216357,-13.700997,voor,-0.009933865,-12.559572
907,tegen,-2.0451262,-0.16889015,tegen,-1.209616,-12.555628,voor,-0.6069647,-12.227778
908,voor,-0.00915301,-13.642069,tegen,-2.2140815,-14.141856,tegen,-3.9293168,-14.660085
909,tegen,-1.5751579,-13.271068,tegen,-1.4528027,-13.025242,tegen,-1.4930675,-14.811986
910,tegen,-1.0026776,-15.078161,tegen,-2.6009812,-15.089547,tegen,-2.8222468,-14.146395
911,tegen,-2.9854326,-13.243392,tegen,-1.1615478,-12.32804,tegen,-4.5077214,-15.949288
912,voor,-0.65906787,-15.42385,tegen,-1.8152839,-14.821849,tegen,-3.9339988,-13.038331
913,tegen,-1.3732537,-12.834725,tegen,-1.3781691,-11.632895,tegen,-3.8723545,-12.680609
914,voor,-0.09892069,-14.632547,tegen,-0.885306,-13.476819,tegen,-4.2635384,-16.20812
915,tegen,-4.432128,-0.014681677,tegen,-1.3753206,-13.7665,tegen,-3.3150494,-15.447139
916,tegen,-4.389525,-13.265638,tegen,-1.7700359,-11.931804,tegen,-3.7724826,-14.264728
917,tegen,-4.3216834,-14.411899,tegen,-1.5766197,-12.145641,tegen,-4.0855637,-14.730618
918,tegen,-2.8767037,-12.75755,tegen,-5.1089168,-15.202403,tegen,-4.121767,-14.728695
919,voor,-0.00030864868,-16.349192,tegen,-1.2944963,-16.163233,tegen,-4.644633,-15.036142
920,voor,-0.17740631,-11.366056,voor,-0.40695804,-10.765141,voor,-0.61578596,-9.485222
921,voor,-0.07520504,-13.089516,voor,-0.42151812,-15.712976,tegen,-2.366674,-15.892426
922,tegen,-2.7934275,-12.245507,tegen,-3.568898,-13.341582,tegen,-5.14462,-15.967408
923,tegen,-2.9057612,-12.354685,tegen,-2.6257367,-12.682299,tegen,-5.2511196,-15.415985
924,tegen,-3.4889011,-13.503296,tegen,-1.3424567,-11.556519,tegen,-2.6923177,-14.272587
925,tegen,-5.359595,-14.533561,tegen,-1.8201431,-12.986393,tegen,-5.008887,-15.050568
926,tegen,-1.0137465,-13.354385,voor,-0.51384664,-12.453921,tegen,-2.5510454,-14.676124
927,tegen,-5.5449076,-15.215287,tegen,-2.3043816,-13.977855,tegen,-4.34311,-15.318479
928,voor,-0.068814,-13.408732,tegen,-2.020147,-13.391386,tegen,-6.022552,-15.537425
929,voor,-0.21788372,-12.691629,tegen,-1.8938508,-15.93323,tegen,-3.7366252,-15.250481
930,tegen,-1.9141228,-12.74471,tegen,-2.6778014,-13.7225895,tegen,-4.1715846,-15.979183
931,tegen,-0.7274279,-15.178494,tegen,-2.8605127,-16.727606,tegen,-5.5887485,-15.371973
932,tegen,-8.025062,-14.726512,tegen,-2.9949007,-12.954789,tegen,-4.9080997,-14.248784
933,voor,-0.42988896,-11.521262,tegen,-8.759942,-14.735263,tegen,-8.849781,-16.931023
934,tegen,-7.584489,-13.01368,tegen,-3.106021,-12.166293,tegen,-2.7288134,-14.02924
935,tegen,-0.82044834,-11.667746,tegen,-1.9805299,-12.18803,tegen,-2.8143964,-12.210205
936,tegen,-3.3614779,-13.121652,voor,-0.44651288,-14.977456,voor,-0.3001493,-15.181243
937,voor,-0.19747175,-13.825705,voor,-0.42484057,-15.278297,tegen,-5.071214,-15.732008
938,voor,-0.15774943,-13.048063,tegen,-1.1180614,-12.767193,tegen,-4.2179885,-14.200995
939,voor,-0.010111958,-13.06257,tegen,-0.71001685,-12.6577215,tegen,-2.4314604,-14.65809
940,voor,-0.15922165,-13.165709,tegen,-1.8844588,-14.913263,tegen,-2.9064374,-14.944113
941,tegen,-4.693267,-14.564094,tegen,-2.8360047,-12.667025,tegen,-4.4438453,-13.75319
942,voor,-0.037556846,-12.990376,tegen,-0.9816184,-14.409039,voor,-0.63878113,-13.8946295
943,tegen,-2.2228334,-16.14394,tegen,-0.8542633,-12.673397,tegen,-3.3023572,-14.49174
944,tegen,-1.6918234,-10.383819,tegen,-4.292229,-12.469086,tegen,-5.566892,-14.254463
945,voor,-0.18799482,-11.755315,voor,-0.37592444,-11.426805,voor,-0.46705607,-10.722557
946,tegen,-0.7694083,-12.257075,voor,-0.40876088,-15.569953,tegen,-1.4257766,-14.729299
947,tegen,-0.72840804,-15.288304,tegen,-1.7924117,-13.711756,tegen,-3.4830277,-15.706752
948,tegen,-7.187491,-14.037107,tegen,-4.348445,-12.331279,tegen,-5.3769336,-13.9883375
949,voor,-0.02931451,-11.461857,tegen,-4.1176295,-12.699853,tegen,-4.539048,-13.25759
950,tegen,-4.240989,-13.919264,tegen,-2.371617,-14.621535,tegen,-3.163859,-14.2881775
951,voor,-0.34152228,-12.138813,tegen,-1.8961196,-12.327677,tegen,-5.506189,-15.071615
952,tegen,-7.5514474,-15.216648,voor,-0.24129635,-15.1714325,voor,-0.6289033,-14.743592
953,voor,-0.54473835,-12.348856,tegen,-0.71127385,-15.027076,tegen,-2.7890973,-15.235969
954,tegen,-2.4826133,-12.428945,tegen,-3.9567826,-14.145051,tegen,-6.9941125,-15.924041
955,voor,-0.021356732,-12.169031,tegen,-1.2422798,-14.981748,tegen,-4.617963,-14.8574705
956,tegen,-0.7527524,-13.763306,tegen,-1.5705894,-15.558474,tegen,-6.240169,-15.875128
957,Ik stem voor.,-2.7900245,-8.570231,tegen,-2.0741212,-10.498573,tegen,-4.854588,-13.2678585
958,voor,-0.00034726333,-16.007515,voor,-0.32157826,-13.250777,tegen,-2.5525475,-14.812162
959,voor,-0.2508134,-7.9224043,tegen,-1.3028319,-13.47872,voor,-0.3428009,-9.651326
960,tegen,-1.5759554,-11.739694,voor,-0.65679675,-15.345317,tegen,-2.136288,-14.0115795
961,tegen,-1.5825359,-14.941049,tegen,-3.4765072,-14.765308,tegen,-4.4642925,-14.496563
962,voor,-0.06257971,-13.483385,tegen,-1.1561757,-12.831921,tegen,-5.0221386,-15.735685
963,tegen,-5.50406,-13.934131,tegen,-1.7587017,-11.935425,tegen,-2.4115496,-12.517213
964,tegen,-0.80345136,-12.74255,tegen,-1.7574686,-12.808965,tegen,-1.9281445,-12.384584
965,voor,-0.023162795,-13.021118,voor,-0.2782844,-10.585913,tegen,-2.7102962,-11.781393
966,tegen,-3.3032954,-15.532387,tegen,-1.3065275,-15.667413,tegen,-1.354574,-15.559078
967,voor,-0.5263659,-13.900514,voor,-0.6668467,-13.137792,tegen,-3.914418,-15.538861
968,tegen,-5.627367,-11.874681,tegen,-2.0230346,-10.639349,tegen,-1.232943,-0.9122301
969,voor,-0.001970385,-15.035492,tegen,-1.4525889,-13.101971,tegen,-7.3921537,-16.516602
970,voor,-0.25937092,-12.971146,tegen,-2.0946283,-12.209365,tegen,-1.695716,-11.351451
971,tegen,-1.0634131,-11.867966,tegen,-1.8838627,-15.301307,tegen,-2.9721577,-15.212474
972,voor,-0.54751444,-13.126408,tegen,-2.2065773,-14.308821,tegen,-3.9953494,-14.873697
973,tegen,-6.848167,-13.602187,tegen,-4.7394896,-14.222823,tegen,-2.6309936,-14.966027
974,tegen,-7.6393037,-13.582763,tegen,-2.62652,-14.709934,tegen,-2.7083952,-14.048029
975,tegen,-14.109025,-0.00058829866,tegen,-8.003378,-15.048271,tegen,-1.9706353,-13.322141
976,tegen,-3.7742043,-13.297943,tegen,-1.0863707,-12.225964,tegen,-1.6099561,-12.822124
977,tegen,-5.022074,-14.991273,tegen,-2.5883195,-13.052452,tegen,-3.2153268,-13.021759
978,tegen,-13.116462,-13.1855955,tegen,-8.7385435,-0.00027921272,tegen,-7.22065,-15.097453
979,voor,-0.008607245,-14.4838,voor,-0.32954428,-16.537659,voor,-0.42365474,-15.045519
980,tegen,-2.8158166,-13.979473,tegen,-3.3135998,-15.665093,tegen,-3.4506574,-15.310424
981,voor,-0.13312529,-12.16621,voor,-0.33853835,-13.025073,tegen,-2.0104742,-14.382533
982,voor,-0.06406756,-11.021257,tegen,-1.8784454,-13.171437,tegen,-3.5188222,-12.442098
983,voor,-0.4464726,-11.664421,tegen,-1.5710542,-14.743929,tegen,-4.5095296,-15.42421
984,voor,-0.38542217,-8.644472,tegen,-1.0714797,-9.831854,voor,-0.52196974,-9.518874
985,voor,-0.4477667,-14.843286,tegen,-1.8020453,-13.450688,tegen,-2.1245892,-13.657205
986,tegen,-6.1453586,-15.770701,tegen,-2.683299,-12.468675,tegen,-6.6447873,-15.533811
987,tegen,-5.8201404,-14.357817,tegen,-3.284927,-13.064811,tegen,-5.793177,-14.595313
988,tegen,-1.2562337,-12.509264,tegen,-1.3107696,-11.723713,tegen,-2.8085601,-12.705064
989,tegen,-3.343148,-14.276662,tegen,-1.9174316,-12.362693,tegen,-2.0440729,-14.020124
990,voor,-0.35311714,-10.834368,voor,-0.5484027,-8.668201,tegen,-2.5189033,-12.330284
