,gpt-4o-mini_de PVV_vote,gpt-4o-mini_de PVV_voor_lprob,gpt-4o-mini_de PVV_tegen_lprob,gpt-4o-mini_GroenLinks-PvdA_vote,gpt-4o-mini_GroenLinks-PvdA_voor_lprob,gpt-4o-mini_GroenLinks-PvdA_tegen_lprob,gpt-4o-mini_de VVD_vote,gpt-4o-mini_de VVD_voor_lprob,gpt-4o-mini_de VVD_tegen_lprob,gpt-4o-mini_het NSC_vote,gpt-4o-mini_het NSC_voor_lprob,gpt-4o-mini_het NSC_tegen_lprob,gpt-4o-mini_D66_vote,gpt-4o-mini_D66_voor_lprob,gpt-4o-mini_D66_tegen_lprob,gpt-4o-mini_de BBB_vote,gpt-4o-mini_de BBB_voor_lprob,gpt-4o-mini_de BBB_tegen_lprob,gpt-4o-mini_het CDA_vote,gpt-4o-mini_het CDA_voor_lprob,gpt-4o-mini_het CDA_tegen_lprob,gpt-4o-mini_het SP_vote,gpt-4o-mini_het SP_voor_lprob,gpt-4o-mini_het SP_tegen_lprob,gpt-4o-mini_de ChristenUnie_vote,gpt-4o-mini_de ChristenUnie_voor_lprob,gpt-4o-mini_de ChristenUnie_tegen_lprob,gpt-4o-mini_DENK_vote,gpt-4o-mini_DENK_voor_lprob,gpt-4o-mini_DENK_tegen_lprob,gpt-4o-mini_de PvdD_vote,gpt-4o-mini_de PvdD_voor_lprob,gpt-4o-mini_de PvdD_tegen_lprob,gpt-4o-mini_de SGP_vote,gpt-4o-mini_de SGP_voor_lprob,gpt-4o-mini_de SGP_tegen_lprob,gpt-4o-mini_FVD_vote,gpt-4o-mini_FVD_voor_lprob,gpt-4o-mini_FVD_tegen_lprob,gpt-4o-mini_Volt_vote,gpt-4o-mini_Volt_voor_lprob,gpt-4o-mini_Volt_tegen_lprob,gpt-4o-mini_JA21_vote,gpt-4o-mini_JA21_voor_lprob,gpt-4o-mini_JA21_tegen_lprob
506,tegen,-6.5986357,-9.223636,tegen,-7.7847,-8.1597,tegen,-5.9869304,-9.36193,tegen,-6.8384047,-8.713405,tegen,-6.6121554,-8.612156,tegen,-7.3142595,-8.43926,tegen,-7.7812505,-8.906251,tegen,-6.497732,-8.372732,tegen,-8.650337,-8.025337,tegen,-10.009116,-8.884116,tegen,-9.886298,-8.386298,tegen,-7.0318556,-8.656856,tegen,-7.185344,-8.935344,tegen,-10.760157,-8.260157,tegen,-6.823722,-8.948722
507,voor,-4.6459527,-13.020953,voor,-1.5020089,-13.752008,voor,-3.2881668,-16.538166,voor,-2.5789607,-14.32896,voor,-2.578957,-15.203958,voor,-3.4087107,-17.53371,voor,-3.5298042,-15.279804,voor,-3.0486538,-15.298654,voor,-2.5789762,-15.328977,voor,-3.4087038,-17.783705,voor,-3.895593,-16.020594,voor,-3.6514616,-15.901462,voor,-4.5139594,-14.13896,voor,-3.0486453,-17.423645,voor,-3.408734,-16.783733
508,voor,-3.9138994,-12.413899,voor,-2.695054,-12.320054,voor,-2.8187425,-13.318743,voor,-4.3875847,-17.137585,voor,-3.0486724,-13.048673,voor,-3.4092846,-15.034285,voor,-4.0183434,-16.268343,voor,-4.1411448,-16.516144,voor,-3.6514096,-16.52641,voor,-4.51113,-17.01113,voor,-4.141619,-14.26662,voor,-2.6961985,-14.321198,voor,-4.141195,-15.641194,voor,-3.4087484,-14.908749,voor,-4.6353216,-14.760322
509,voor,-3.4089801,-15.40898,voor,-1.502024,-14.752024,voor,-1.7015281,-12.576528,voor,-3.2880957,-16.288095,voor,-1.1369698,-15.38697,voor,-3.5298061,-14.904806,voor,-2.5789542,-15.203954,voor,-2.5789592,-16.328959,voor,-1.502032,-15.002032,voor,-2.812032,-15.937032,voor,-2.5789688,-15.453969,voor,-2.6950471,-16.820047,voor,-2.5789766,-13.953977,voor,-1.5020369,-14.252037,voor,-3.2881103,-15.28811
510,voor,-2.8133998,-14.9384,voor,-1.7015301,-12.32653,voor,-3.0489025,-15.7989025,voor,-2.8120437,-17.437044,voor,-3.168066,-13.793066,voor,-2.929979,-16.80498,voor,-3.6513827,-16.901382,voor,-3.7733278,-17.273327,voor,-3.7733908,-16.89839,voor,-3.6513467,-17.276346,voor,-3.2881525,-16.663153,voor,-2.464633,-15.089633,voor,-3.7737923,-15.148792,voor,-2.579003,-15.579003,voor,-3.7734132,-15.898413
511,voor,-4.511187,-15.636187,voor,-2.1269987,-14.751999,voor,-2.5789745,-13.828975,voor,-4.264211,-17.139212,voor,-2.127008,-16.502008,voor,-3.0486526,-15.923653,voor,-3.2880988,-16.4131,voor,-2.350292,-15.475292,voor,-2.5789666,-16.453966,voor,-4.0181975,-18.018198,voor,-4.141084,-15.141084,voor,-2.3503168,-13.475317,voor,-4.511094,-16.886095,voor,-1.5020286,-15.252028,voor,-3.5298138,-15.404814
512,voor,-4.400109,-12.525108,voor,-2.3502975,-12.475297,voor,-2.6953971,-15.195397,voor,-3.5298123,-17.529812,voor,-2.8120337,-13.687034,voor,-3.8956213,-16.895622,voor,-3.7733464,-16.773346,voor,-2.9299836,-16.804983,voor,-2.929955,-13.3049555,voor,-4.5111585,-16.386158,voor,-2.9300022,-16.430002,voor,-2.579266,-15.204266,voor,-4.388923,-13.763924,voor,-2.350302,-15.350302,voor,-3.5299168,-15.779917
513,voor,-5.008494,-13.883493,voor,-3.2880888,-16.28809,voor,-3.529833,-16.779833,voor,-5.13097,-17.00597,voor,-2.1270018,-15.002002,voor,-3.2881153,-17.163115,voor,-4.511108,-17.761108,voor,-4.6348,-16.8848,voor,-2.3502846,-13.850285,voor,-5.3796573,-16.629658,voor,-4.264219,-15.139218,voor,-3.8957167,-15.770717,voor,-5.131071,-15.256071,voor,-2.5789514,-17.57895,voor,-5.2552752,-15.880276
514,voor,-4.760628,-13.635629,voor,-1.3133639,-14.688364,voor,-3.1680844,-17.543085,voor,-3.2881107,-17.41311,voor,-1.7015153,-16.326515,voor,-1.7015375,-15.701537,voor,-3.0486608,-16.54866,voor,-2.8120613,-16.937061,voor,-1.5020429,-15.877043,voor,-4.5111012,-16.1361,voor,-3.2881215,-16.413122,voor,-2.81206,-14.93706,voor,-4.0182247,-16.643225,voor,-0.8260661,-13.826066,voor,-2.8120575,-16.937057
515,voor,-4.143026,-14.268026,voor,-2.812051,-15.937051,voor,-2.5789902,-13.45399,voor,-4.1410885,-17.391088,voor,-1.910322,-15.535322,voor,-4.141095,-15.391095,voor,-3.5298035,-15.779803,voor,-3.7733018,-16.273302,voor,-3.28811,-16.66311,voor,-4.3875513,-17.38755,voor,-4.141099,-14.641099,voor,-3.1680908,-14.168091,voor,-4.3875837,-16.887583,voor,-3.5298038,-18.154804,voor,-4.634805,-15.759805
516,voor,-4.9620867,-9.837087,voor,-2.3503296,-16.60033,voor,-3.7136097,-11.21361,voor,-4.018488,-15.518488,voor,-3.5300236,-15.780024,voor,-3.5368404,-13.16184,voor,-3.7758007,-14.400801,voor,-3.170745,-14.045745,voor,-3.4091687,-15.159169,voor,-3.1681683,-16.293169,voor,-4.5451145,-12.0451145,voor,-3.237503,-11.237503,voor,-4.2697716,-10.644772,voor,-3.4090118,-15.159012,voor,-4.5297093,-12.404709
517,voor,-4.2729506,-12.772951,voor,-5.010891,-12.885891,voor,-3.6521788,-14.402179,voor,-4.8827157,-16.007715,voor,-4.387966,-14.762966,voor,-5.131173,-15.256173,voor,-3.4104345,-14.410435,voor,-4.7850895,-11.5350895,voor,-4.637628,-14.012628,voor,-5.8960485,-12.146049,tegen,-6.0081215,-8.8831215,voor,-3.2900386,-14.165038,voor,-4.7618847,-13.386885,voor,-4.3878326,-14.637833,voor,-5.131317,-14.881317
518,tegen,-8.020284,-8.770284,voor,-1.1369779,-12.136978,voor,-3.6623337,-12.0373335,voor,-3.1681025,-16.043102,voor,-2.5789638,-14.328964,voor,-3.4106758,-13.285676,voor,-3.4095025,-14.534503,voor,-2.5789902,-16.82899,voor,-2.695442,-14.570442,voor,-2.578993,-16.703993,voor,-2.9300315,-15.805032,voor,-4.2135935,-8.2135935,voor,-3.712714,-10.587714,voor,-2.464122,-15.339122,voor,-4.642473,-12.142473
519,voor,-1.5020411,-15.752041,voor,-1.5020518,-18.877052,voor,-1.3134127,-18.688412,voor,-2.3503082,-19.225307,voor,-0.9742098,-18.099209,voor,-0.69332886,-16.818329,voor,-1.7015398,-18.32654,voor,-2.1270404,-19.12704,voor,-1.5020795,-19.002079,voor,-3.0486586,-17.423658,voor,-1.9103124,-18.910313,voor,-1.9103469,-18.035347,voor,-1.1370063,-16.012007,voor,-1.1370195,None,voor,-2.3502932,-18.475292
520,voor,-5.3105764,-10.060576,voor,-3.5298162,-16.654816,voor,-3.7743378,-14.274338,voor,-4.6348033,-17.009804,voor,-2.8120348,-13.812035,voor,-3.6513844,-16.526384,voor,-3.529857,-16.654858,voor,-3.5298486,-16.154848,voor,-3.0486586,-17.048658,voor,-4.5110908,-17.261091,voor,-3.6513746,-16.526375,voor,-3.9041493,-12.279149,voor,-5.010405,-12.760406,voor,-2.127017,-16.002018,voor,-4.758703,-15.758703
521,tegen,-12.135062,-9.260062,tegen,-7.5314717,-9.031472,tegen,-16.379765,-9.754765,tegen,-9.763358,-8.513358,tegen,-12.504997,-8.754997,tegen,-11.633124,-8.508124,tegen,-15.627602,-9.877602,tegen,-5.2855773,-8.410577,tegen,-13.255487,-9.005487,tegen,-9.261702,-8.761702,tegen,-4.706483,-8.706483,tegen,-15.256901,-9.506901,tegen,-11.509055,-9.009055,tegen,-12.674212,-8.299212,tegen,-13.136327,-9.261327
522,voor,-2.3502717,-16.475271,voor,-1.5020281,-18.877028,Voor,-0.9742014,-16.724201,voor,-0.97426724,-17.599268,voor,-0.6932837,-18.568283,voor,-0.6932696,-17.44327,voor,-1.7014942,-18.951494,voor,-0.6932804,-18.193281,Voor,-0.82610655,None,voor,-1.9103059,-18.285305,voor,-0.6932791,-17.31828,voor,-0.8261141,-17.826115,voor,-1.1369736,-15.011973,Voor,-1.313394,-17.938395,Voor,-0.8260665,-17.326067
523,tegen,-12.378995,-9.003995,tegen,-9.756639,-8.756639,tegen,-13.389349,-9.764349,tegen,-10.505259,-8.505259,tegen,-13.389429,-9.014429,tegen,-10.885693,-8.260693,tegen,-13.502993,-9.627993,tegen,-7.5464926,-8.046493,tegen,-12.757905,-8.882905,tegen,-8.149722,-8.399722,tegen,-9.138035,-8.388035,tegen,-13.889444,-8.889444,tegen,-10.632905,-8.882905,tegen,-11.2685375,-8.2685375,tegen,-12.254441,-9.254441
524,voor,-3.555924,-12.430923,voor,-3.5209744,-8.770974,voor,-3.095484,-9.845484,voor,-4.500673,-10.375672,tegen,-8.154011,-7.904011,voor,-4.17484,-11.29984,voor,-4.52619,-9.52619,voor,-2.3591871,-12.609187,voor,-3.3622105,-9.11221,tegen,-6.631485,-8.381485,voor,-4.369322,-8.994322,voor,-2.8963377,-9.3963375,voor,-4.3920765,-10.0170765,tegen,-7.835279,-7.085279,voor,-3.3436317,-11.343632
525,voor,-3.6514227,-16.401423,voor,-1.5020192,-14.877019,voor,-2.6951194,-15.695119,voor,-3.5298307,-17.65483,voor,-1.9103081,-14.910308,voor,-2.350299,-14.725299,voor,-3.048647,-15.173647,voor,-1.9103316,-15.910332,voor,-2.3502836,-15.725284,voor,-3.7732923,-17.148293,voor,-3.6514006,-16.151402,voor,-3.1682937,-15.168294,voor,-3.0487614,-15.548761,voor,-3.0486517,-17.67365,voor,-4.0182166,-17.643217
526,tegen,-12.503938,-8.753938,voor,-3.3687894,-9.11879,tegen,-13.5113,-9.0113,voor,-4.0197535,-13.019753,tegen,-5.7560863,-7.6310863,tegen,-8.640895,-7.8908954,tegen,-9.771828,-8.146828,voor,-3.1769085,-11.8019085,tegen,-7.6541595,-7.6541595,voor,-4.2678585,-12.8928585,voor,-3.6914637,-9.191463,tegen,-15.007908,-8.882908,tegen,-13.133996,-8.633996,voor,-2.4267013,-9.926702,tegen,-11.788529,-8.538529
527,tegen,-10.880588,-8.880588,voor,-2.9411235,-12.191123,tegen,-8.262465,-9.137465,voor,-4.886814,-12.386814,voor,-3.7794597,-12.52946,voor,-4.391173,-9.891172,tegen,-6.3822017,-8.882201,voor,-3.5327237,-13.157723,tegen,-5.2341924,-8.359193,voor,-4.3878303,-15.13783,voor,-3.7821834,-12.157184,tegen,-14.252149,-9.377149,tegen,-5.390159,-8.890159,voor,-4.141715,-13.641715,voor,-5.8238897,-8.82389
528,voor,-5.6447144,-11.769714,voor,-2.350276,-14.725276,voor,-4.758694,-16.258694,voor,-4.0182014,-17.268202,voor,-3.5298026,-17.654802,voor,-4.7586675,-17.633667,voor,-3.895611,-17.02061,voor,-3.2881074,-17.163107,voor,-3.5298107,-17.52981,voor,-4.0181975,-18.143198,voor,-4.8826475,-18.257647,voor,-4.7603855,-13.6353855,voor,-5.131126,-15.506125,voor,-2.8120303,-16.06203,voor,-6.0027204,-14.75272
529,tegen,-13.628857,-9.003857,tegen,-4.5926647,-8.842665,tegen,-16.129225,-9.629225,tegen,-6.836553,-8.461554,tegen,-10.381843,-8.756843,tegen,-7.9047155,-8.654716,tegen,-12.2525835,-9.1275835,voor,-3.7788672,-9.903868,tegen,-10.756111,-8.506111,tegen,-5.3902373,-9.140237,tegen,-5.2351313,-8.735131,tegen,-13.631999,-8.756999,tegen,-11.631426,-9.006426,tegen,-10.028217,-8.153217,tegen,-12.379019,-9.379019
530,voor,-4.3132052,-11.563206,voor,-1.7015051,-13.951505,voor,-2.57926,-15.32926,voor,-1.9103127,-14.535313,voor,-1.5020193,-14.002019,voor,-2.5789723,-14.453972,voor,-2.5789602,-13.95396,voor,-2.1270287,-14.752028,voor,-2.350285,-14.600285,voor,-2.1270146,-14.627015,voor,-2.127026,-14.002027,voor,-2.5790184,-16.579018,voor,-2.5789971,-16.703997,voor,-1.9103208,-17.28532,voor,-3.0486562,-17.048656
531,voor,-3.900764,-10.1507635,tegen,-6.3283587,-8.953359,voor,-3.37281,-9.49781,voor,-4.449288,-11.199288,voor,-3.9841108,-10.859111,voor,-3.6340184,-9.259018,voor,-3.53343,-11.15843,tegen,-4.838055,-9.088056,voor,-3.5633967,-11.688396,tegen,-8.294827,-8.919827,tegen,-5.188072,-9.188072,voor,-2.8374975,-11.837498,voor,-4.859732,-9.359733,tegen,-4.269772,-8.769773,voor,-4.39242,-9.89242
532,tegen,-11.630192,-8.880192,voor,-2.2390294,-14.489029,tegen,-11.01649,-9.01649,voor,-4.5247717,-8.899772,voor,-2.1294596,-13.754459,tegen,-8.023392,-8.523392,tegen,-4.491145,-8.866145,voor,-2.8128304,-14.687831,voor,-3.4210656,-12.171065,voor,-4.641508,-13.016508,voor,-3.0689294,-11.69393,tegen,-16.258926,-8.633926,tegen,-11.510248,-8.760248,voor,-3.2966096,-9.79661,tegen,-9.634649,-8.759649
533,voor,-5.1062555,-9.606256,voor,-2.695072,-16.195072,voor,-3.5315728,-13.406572,voor,-4.7586646,-17.383665,voor,-3.7733133,-16.648314,voor,-3.2883027,-15.163302,voor,-4.0184407,-15.518441,voor,-3.895631,-16.270632,voor,-3.651479,-15.651479,voor,-3.7733376,-15.898337,voor,-5.006874,-15.506874,voor,-3.8971505,-13.27215,voor,-4.3963203,-12.14632,voor,-3.7733185,-16.64832,voor,-5.1312914,-14.381291
534,voor,-4.8377166,-9.337716,voor,-2.9299898,-16.304989,voor,-3.2892747,-14.289274,voor,-4.0182247,-16.643225,voor,-3.529842,-16.404842,voor,-3.2883534,-15.288354,voor,-3.6515598,-15.77656,voor,-3.89566,-16.64566,voor,-3.6515374,-16.026537,voor,-4.387758,-15.887757,voor,-4.0192533,-14.269254,voor,-3.4106553,-13.660655,voor,-4.7768836,-11.651883,voor,-4.0182395,-16.51824,voor,-4.759237,-14.384236
535,voor,-3.9163115,-12.041311,voor,-1.5020512,-13.627051,voor,-1.8050135,-15.805014,voor,-4.2642174,-18.139217,voor,-2.5789635,-14.328963,voor,-3.7733147,-13.523314,voor,-3.1680892,-13.418089,voor,-3.4087112,-14.408711,voor,-3.0486565,-15.298656,voor,-4.387567,-14.6375675,voor,-3.7735624,-14.898562,voor,-2.812186,-15.812186,voor,-3.5315475,-13.906548,voor,-2.695019,-16.070019,voor,-4.1411095,-16.39111
536,voor,-4.408191,-12.033192,voor,-4.1412067,-15.891207,voor,-3.7738197,-14.89882,voor,-5.130973,-16.380972,voor,-2.8120232,-14.187023,voor,-4.264289,-16.13929,voor,-4.5112476,-16.261248,voor,-4.5111413,-16.63614,voor,-4.018252,-16.643251,voor,-5.25534,-16.25534,voor,-4.511194,-15.386194,voor,-3.6530778,-13.778078,voor,-4.6376457,-13.512646,voor,-2.695042,-15.320042,voor,-5.131034,-16.131035
537,voor,-4.141727,-15.141727,voor,-2.8120213,-16.562021,voor,-2.3502896,-14.225289,voor,-4.0181975,-17.143198,voor,-2.1269937,-16.751993,voor,-3.04865,-15.92365,voor,-3.2880867,-15.538087,voor,-3.288101,-16.538101,voor,-3.773287,-17.273287,voor,-4.0181932,-17.393192,voor,-3.7733707,-15.898371,voor,-2.9299746,-13.554975,voor,-4.5111027,-14.136103,voor,-2.3502738,-15.725274,voor,-3.773297,-15.648297
538,tegen,-14.128492,-8.753492,voor,-3.793171,-8.793171,tegen,-13.012781,-9.137781,tegen,-6.400004,-8.150004,tegen,-6.570273,-8.070273,tegen,-8.763912,-8.263912,tegen,-7.5397253,-8.289725,voor,-3.9129913,-8.537992,tegen,-7.7747393,-8.024739,voor,-4.58861,-9.713611,tegen,-4.7915244,-8.166525,tegen,-14.254899,-8.879899,tegen,-9.518194,-7.8931937,tegen,-7.068162,-7.318162,tegen,-12.256429,-8.631429
539,voor,-3.0486817,-17.173681,Voor,-0.9741772,-14.974177,voor,-0.9742012,-12.474201,voor,-1.9103286,-16.285328,voor,-0.82603717,-16.201036,voor,-1.5020403,-15.50204,voor,-1.9103005,-14.9103,voor,-2.1270177,-16.502018,voor,-1.9103229,-16.285322,voor,-1.9103173,-16.660316,voor,-2.1270225,-15.502023,voor,-1.7015245,-13.451525,voor,-2.1270127,-14.377013,Voor,-1.1369939,-14.761994,voor,-2.12701,-14.12701
540,voor,-4.022338,-13.647338,voor,-2.5789542,-14.953954,voor,-2.9300327,-16.555033,voor,-4.7586517,-17.008652,voor,-3.2880945,-15.5380945,voor,-4.264212,-17.014212,voor,-2.8120391,-14.562039,voor,-3.2880988,-17.7881,voor,-3.0486507,-15.923651,voor,-3.8955927,-17.520592,voor,-4.018307,-15.893307,voor,-3.2881367,-16.913137,voor,-3.2882917,-16.038292,voor,-2.350283,-17.475283,voor,-4.0182137,-17.268213
541,voor,-3.6524017,-14.777402,voor,-1.5021622,-16.252163,voor,-2.0188124,-14.518812,voor,-2.8120437,-18.062044,voor,-2.5790496,-16.20405,voor,-2.9300005,-16.68,voor,-3.1683605,-15.543361,voor,-2.1270347,-17.377035,voor,-2.4735548,-12.348555,voor,-4.1412034,-16.391203,voor,-3.533956,-12.908956,voor,-3.058169,-12.183169,voor,-4.2643476,-15.764348,voor,-1.9103808,-16.660381,voor,-1.9104236,-15.910423
542,tegen,-13.256151,-9.381151,tegen,-5.5130167,-8.888017,tegen,-10.00646,-9.63146,voor,-5.2027397,-9.45274,tegen,-5.7640696,-8.76407,tegen,-7.5313096,-8.78131,tegen,-6.4292045,-9.429204,tegen,-6.065517,-9.065517,tegen,-5.1938334,-8.943833,voor,-5.530015,-10.030015,tegen,-7.5418215,-8.7918215,tegen,-9.010666,-9.010666,tegen,-13.020724,-9.645724,tegen,-6.1330633,-8.133063,tegen,-11.755859,-9.255859
543,tegen,-5.395405,-9.020405,voor,-1.1369672,-12.886967,voor,-2.2386901,-14.86369,voor,-3.048669,-17.54867,voor,-2.5789816,-17.078981,voor,-1.3134499,-15.68845,voor,-2.8121858,-16.312185,voor,-2.3503046,-16.475304,voor,-2.812176,-16.187176,voor,-2.3502696,-18.22527,voor,-2.5811298,-13.70613,voor,-2.4844368,-11.984437,tegen,-5.0521073,-8.177107,voor,-2.350306,-15.225306,voor,-3.289116,-14.414116
544,voor,-3.773951,-15.023951,voor,-2.8120387,-15.812038,voor,-2.5789874,-16.328987,voor,-3.048663,-18.298662,voor,-2.578969,-15.828969,voor,-2.5789707,-14.828971,voor,-3.0486634,-15.173663,voor,-2.812052,-15.562052,voor,-3.288104,-15.288104,voor,-3.0486472,-15.298647,voor,-3.5298681,-16.65487,voor,-2.350323,-16.725323,voor,-3.4087994,-16.5338,voor,-2.1270244,-17.627024,voor,-3.5298233,-16.904823
545,tegen,-6.3127894,-8.68779,voor,-1.3133535,-12.813354,voor,-3.6535668,-13.778566,voor,-4.2642183,-17.139217,voor,-3.0486395,-14.548639,voor,-3.6516113,-15.526611,voor,-3.651418,-16.401419,voor,-2.5789857,-16.203985,voor,-3.8957047,-16.395704,voor,-3.6513486,-17.651348,voor,-3.5298467,-16.529846,voor,-3.0519135,-13.301913,voor,-4.960515,-9.835515,voor,-3.1680665,-15.918067,voor,-4.6356287,-14.510629
546,voor,-5.1081605,-10.35816,voor,-4.403892,-12.153892,voor,-4.0095224,-10.884522,voor,-4.38879,-14.26379,voor,-4.1426687,-14.267669,voor,-4.9034605,-12.0284605,voor,-4.9209943,-11.670994,voor,-5.435627,-9.310627,voor,-5.287903,-10.037903,voor,-4.0204935,-14.2704935,tegen,-6.6610246,-8.911024,voor,-3.5504396,-12.30044,voor,-5.169388,-11.669388,voor,-4.2702956,-12.520295,voor,-5.6172957,-10.742296
547,tegen,-9.135921,-9.260921,voor,-3.6420984,-10.392098,tegen,-6.3154182,-8.565418,voor,-4.915943,-9.540943,voor,-4.2540717,-10.379072,voor,-4.172593,-9.047593,voor,-4.859433,-9.734433,voor,-4.322551,-9.072551,voor,-4.894674,-8.894674,voor,-3.9333107,-10.0583105,tegen,-6.808249,-7.683249,tegen,-7.0305543,-8.155555,tegen,-6.9229255,-8.547926,voor,-3.697825,-10.572825,tegen,-6.9528794,-8.327879
548,voor,-4.1782994,-10.678299,voor,-2.8120985,-16.5621,voor,-3.1713603,-13.79636,voor,-5.2553463,-16.380346,voor,-2.9299703,-16.67997,voor,-3.0486722,-16.673672,voor,-3.6514792,-16.40148,voor,-3.1681144,-16.668114,voor,-3.4087665,-16.533766,voor,-4.01821,-17.14321,voor,-4.511839,-14.636839,voor,-2.8126652,-14.687665,voor,-4.388646,-14.138646,voor,-3.4087205,-17.15872,voor,-3.8957255,-15.645725
549,tegen,-6.185037,-9.060038,voor,-4.018541,-15.64354,voor,-5.040546,-11.665545,voor,-5.0075717,-14.757571,voor,-3.408934,-15.783934,voor,-4.769776,-12.394775,voor,-4.1451545,-14.020154,voor,-4.389072,-14.514072,voor,-4.7727866,-12.772787,voor,-5.138601,-13.0136,voor,-3.6591222,-12.909122,voor,-3.321107,-11.821107,voor,-4.7967124,-11.296712,voor,-3.2887442,-14.788744,voor,-5.1515813,-11.901581
550,voor,-3.7755246,-13.650525,voor,-1.9103278,-12.285328,voor,-2.4642732,-14.714273,voor,-3.7733138,-17.023314,voor,-2.127021,-12.877021,voor,-2.0178468,-11.267847,voor,-3.048688,-16.298689,voor,-3.1680784,-14.043078,voor,-3.651371,-14.151371,voor,-3.5298967,-15.779897,voor,-4.0182977,-15.643298,voor,-3.0492172,-14.174217,voor,-5.009975,-12.6349745,voor,-1.3133591,-16.438358,voor,-4.3877425,-14.887742
551,voor,-5.169095,-11.794095,voor,-3.6513638,-17.651363,voor,-3.4089189,-15.408918,voor,-3.7733126,-18.023314,voor,-2.8120387,-17.437038,voor,-4.2642446,-16.764244,voor,-4.14119,-16.26619,voor,-2.8120463,-17.562046,voor,-3.2881052,-15.163105,voor,-4.5111113,-17.136112,voor,-3.6513586,-17.40136,voor,-3.7744906,-14.14949,voor,-4.5135984,-13.888598,voor,-2.5789933,-16.953993,voor,-4.6348815,-15.759882
552,voor,-4.6646023,-12.289602,voor,-3.408714,-17.408714,voor,-3.2884865,-15.2884865,voor,-4.6348124,-17.384811,voor,-2.9299507,-14.054951,voor,-3.529816,-16.654816,voor,-3.6514013,-16.901402,voor,-3.7733278,-16.773327,voor,-3.5298169,-17.404818,voor,-4.38756,-17.76256,voor,-4.887419,-12.512419,voor,-3.1687794,-14.918779,voor,-5.0069947,-15.381995,voor,-3.2881157,-15.4131155,voor,-4.387602,-16.387602
553,voor,-4.0231895,-10.14819,voor,-2.3502824,-13.600283,voor,-2.2384863,-14.863486,voor,-2.5789702,-14.45397,voor,-2.5789597,-13.703959,voor,-2.1270175,-12.752018,voor,-3.0486896,-16.423689,voor,-3.0486767,-16.298677,voor,-2.8120353,-13.937036,voor,-3.2881036,-17.038103,voor,-3.408723,-16.533724,voor,-2.127816,-14.627816,voor,-3.414734,-12.914734,voor,-2.578981,-15.453981,voor,-4.264361,-15.764361
554,tegen,-6.6801667,-9.430167,tegen,-11.159122,-9.034122,tegen,-6.678584,-9.303584,tegen,-8.400354,-8.775354,tegen,-10.016447,-9.016447,tegen,-7.6565576,-8.906557,tegen,-9.013056,-9.263056,tegen,-14.761297,-9.261297,tegen,-10.758409,-8.758409,tegen,-12.130253,-9.255253,tegen,-14.020779,-9.270779,tegen,-7.4030814,-8.403082,tegen,-5.960646,-9.210646,tegen,-13.026986,-8.651986,tegen,-7.8106446,-9.185644
555,voor,-3.7747045,-14.899704,voor,-1.7015018,-14.076502,voor,-3.1684418,-15.668442,voor,-2.578979,-17.45398,voor,-2.1270108,-14.127011,voor,-2.1270506,-17.37705,voor,-3.0486548,-18.048655,voor,-2.5789764,-17.828976,voor,-2.3502975,-13.850298,voor,-3.288108,-17.538109,voor,-2.3502846,-18.100285,voor,-3.0487416,-16.298742,voor,-3.4089544,-16.033955,voor,-2.3503013,-17.600302,voor,-4.018247,-16.518248
556,voor,-3.4323409,-10.932341,voor,-1.7015121,-12.826512,voor,-3.350447,-11.475447,voor,-2.12707,-16.62707,voor,-2.8120475,-12.312047,voor,-1.313472,-16.063473,voor,-3.04893,-15.92393,voor,-2.8120546,-17.437054,voor,-3.529841,-16.90484,voor,-3.8956041,-17.645605,voor,-2.5789921,-17.328993,voor,-2.9376411,-12.687641,voor,-3.0631661,-12.438166,voor,-2.127021,-16.127022,voor,-3.6679132,-12.417913
557,tegen,-9.259147,-9.259147,tegen,-10.758473,-9.008473,tegen,-11.885044,-9.510044,tegen,-11.879058,-8.879058,tegen,-14.506186,-9.006186,tegen,-11.006897,-8.881897,tegen,-12.2536125,-9.3786125,tegen,-10.009102,-8.634102,tegen,-13.004908,-9.129908,tegen,-11.504144,-8.879144,tegen,-9.887526,-8.887526,tegen,-11.005296,-8.755296,tegen,-10.7560625,-9.0060625,tegen,-13.1416645,-8.3916645,tegen,-11.253482,-9.128482
558,voor,-4.0774517,-10.202452,voor,-2.350354,-16.725353,tegen,-7.6600657,-9.160066,voor,-3.5305533,-15.030553,voor,-3.773445,-16.023445,voor,-3.4098058,-14.409805,voor,-3.6657186,-13.165718,voor,-2.5790079,-16.954008,voor,-2.8121448,-16.312145,voor,-3.2880979,-14.663098,voor,-3.4102762,-14.410276,voor,-3.3666573,-10.491657,voor,-4.3027716,-11.677772,voor,-3.2889593,-14.5389595,voor,-4.1910567,-11.316056
559,voor,-3.4323266,-12.557326,voor,-3.0487404,-16.54874,voor,-3.291732,-14.041732,voor,-3.7733178,-17.273317,voor,-3.1680949,-17.043095,voor,-2.6952534,-15.820253,voor,-3.5307453,-15.0307455,voor,-2.8121064,-16.687107,voor,-3.7733467,-16.273346,voor,-4.0182533,-16.643253,voor,-3.6519067,-14.276907,voor,-2.8148735,-13.814874,voor,-3.7765625,-13.776563,voor,-2.812072,-14.812072,voor,-4.635639,-14.385639
