,id,category
474,2023D44200,"[""Buitenlands Beleid""]"
475,2023D44388,"[""Economie & Financiën""]"
476,2023D44394,"[""Zorg en Gezondheid""]"
477,2023D44393,"[""Zorg en Gezondheid""]"
478,2023D44397,"[""Zorg en Gezondheid""]"
479,2023D44395,"[""Zorg en Gezondheid""]"
480,2023D44396,"[""Zorg en Gezondheid""]"
481,2023D44415,"[""Zorg en Gezondheid""]"
482,2023D44416,"[""Zorg en Gezondheid""]"
483,2023D44413,"[""Zorg en Gezondheid"", ""Onderwijs, Cultuur en Wetenschap""]"
484,2023D44392,"[""Zorg en Gezondheid""]"
485,2023D44402,"[""Zorg en Gezondheid""]"
486,2023D44399,"[""Zorg en Gezondheid""]"
487,2023D44403,"[""Zorg en Gezondheid""]"
488,2023D44401,"[""Zorg en Gezondheid""]"
489,2023D44404,"[""Zorg en Gezondheid""]"
490,2023D44109,"[""Technologie""]"
491,2023D44095,"[""Buitenlands Beleid""]"
492,2023D44058,"[""Onderwijs, Cultuur en Wetenschap""]"
493,2023D43740,"[""Milieu en Natuur""]"
494,2023D43813,"[""Buitenlands Beleid"", ""Economie & Financiën""]"
495,2023D43734,"[""Milieu en Natuur"", ""Economie & Financiën""]"
496,2023D43748,"[""Milieu en Natuur""]"
497,2023D43744,"[""Milieu en Natuur""]"
498,2023D43731,"[""Milieu en Natuur""]"
499,2023D43746,"[""Milieu en Natuur""]"
500,2023D43369,"[""Milieu en Natuur""]"
501,2023D43585,"[""Veiligheid en Justitie""]"
502,2023D43582,"[""Zorg en Gezondheid""]"
503,2023D43824,"[""Veiligheid en Justitie""]"
504,2023D43371,"[""Milieu en Natuur""]"
505,2023D43201,"[""Zorg en Gezondheid"", ""Buitenlands Beleid""]"
506,2023D43200,"[""Politiek en Bestuur""]"
507,2023D43329,"[""Dierenwelzijn""]"
508,2023D43828,"[""Economie & Financiën""]"
509,2023D44059,"[""Onderwijs, Cultuur en Wetenschap""]"
510,2023D43002,"[""Veiligheid en Justitie""]"
511,2023D44063,"[""Onderwijs, Cultuur en Wetenschap""]"
512,2023D42871,"[""Veiligheid en Justitie""]"
513,2023D43599,"[""Veiligheid en Justitie""]"
514,2023D43255,"[""Economie & Financiën""]"
515,2023D44056,"[""Onderwijs, Cultuur en Wetenschap""]"
516,2023D44046,"[""Economie & Financiën""]"
517,2023D44104,"[""Buitenlands Beleid""]"
518,2023D44100,"[""Buitenlands Beleid""]"
519,2023D44105,"[""Buitenlands Beleid""]"
520,2023D44101,"[""Buitenlands Beleid""]"
521,2023D44114,"[""Buitenlands Beleid""]"
522,2023D44111,"[""Veiligheid en Justitie""]"
523,2023D44115,"[""Buitenlands Beleid""]"
524,2023D44108,"[""Economie & Financiën""]"
525,2023D44107,"[""Buitenlands Beleid""]"
526,2023D44097,"[""Buitenlands Beleid""]"
527,2023D44099,"[""Buitenlands Beleid""]"
528,2023D44096,"[""Buitenlands Beleid""]"
529,2023D44112,"[""Buitenlands Beleid""]"
530,2023D44083,"[""Onderwijs, Cultuur en Wetenschap""]"
531,2023D44110,"[""Buitenlands Beleid""]"
532,2023D44113,"[""Buitenlands Beleid""]"
533,2023D44081,"[""Onderwijs, Cultuur en Wetenschap""]"
534,2023D43762,"[""Economie & Financiën""]"
535,2023D43625,"[""Veiligheid en Justitie""]"
536,2023D43624,"[""Veiligheid en Justitie""]"
537,2023D43175,"[""Economie & Financiën""]"
538,2023D43302,"[""Buitenlands Beleid""]"
539,2023D43287,"[""Onderwijs, Cultuur en Wetenschap""]"
540,2023D43292,"[""Economie & Financiën""]"
541,2023D43296,"[""Veiligheid en Justitie""]"
542,2023D43301,"[""Veiligheid en Justitie"", ""Buitenlands Beleid""]"
543,2023D43300,"[""Veiligheid en Justitie""]"
544,2023D43297,"[""Economie & Financiën""]"
545,2023D43299,"[""Veiligheid en Justitie""]"
546,2023D43198,"[""Economie & Financiën""]"
547,2023D43295,"[""Economie & Financiën""]"
548,2023D43199,"[""Economie & Financiën""]"
549,2023D43288,"[""Economie & Financiën""]"
550,2023D43291,"[""Economie & Financiën"",""Veiligheid en Justitie"", ""Immigratie, Asiel en Integratie""]"
551,2023D43286,"[""Onderwijs, Cultuur en Wetenschap""]"
552,2023D43197,"[""Economie & Financiën""]"
553,2023D43195,"[""Milieu en Natuur"", ""Economie & Financiën""]"
554,2023D43196,"[""Economie & Financiën""]"
555,2023D43182,"[""Economie & Financiën""]"
556,2023D43189,"[""Economie & Financiën""]"
557,2023D43192,"[""Milieu en Natuur""]"
558,2023D43179,"[""Economie & Financiën""]"
559,2023D43190,"[""Economie & Financiën""]"
560,2023D43183,"[""Economie & Financiën""]"
561,2023D43186,"[""Economie & Financiën""]"
562,2023D43193,"[""Milieu en Natuur""]"
563,2023D43194,"[""Zorg en Gezondheid"", ""Milieu en Natuur""]"
564,2023D43185,"[""Economie & Financiën""]"
565,2023D43171,"[""Economie & Financiën""]"
566,2023D43319,"[""Onderwijs, Cultuur en Wetenschap""]"
567,2023D43318,"[""Buitenlands Beleid""]"
568,2023D43173,"[""Immigratie, Asiel en Integratie""]"
569,2023D43176,"[""Economie & Financiën""]"
570,2023D43177,"[""Economie & Financiën""]"
571,2023D43178,"[""Economie & Financiën"", ""Verkeer en Vervoer""]"
572,2023D43316,"[""Onderwijs, Cultuur en Wetenschap""]"
573,2023D43172,"[""Economie & Financiën""]"
574,2023D43174,"[""Immigratie, Asiel en Integratie""]"
575,2023D43317,"[""Economie & Financiën""]"
576,2023D43320,"[""Milieu en Natuur"", ""Buitenlands Beleid""]"
577,2023D43091,"[""Milieu en Natuur""]"
578,2023D43308,"[""Veiligheid en Justitie""]"
579,2023D43096,"[""Milieu en Natuur""]"
580,2023D43100,"[""Economie & Financiën""]"
581,2023D43293,"[""Buitenlands Beleid""]"
582,2023D43041,"[""Zorg en Gezondheid""]"
583,2023D42894,"[""Technologie"", ""Economie & Financiën""]"
584,2023D43012,"[""Onderwijs, Cultuur en Wetenschap""]"
585,2023D42879,"[""Veiligheid en Justitie""]"
586,2023D43013,"[""Politiek en Bestuur""]"
587,2023D43014,"[""Veiligheid en Justitie""]"
588,2023D43011,"[""Politiek en Bestuur""]"
589,2023D43060,"[""Economie & Financiën"", ""Technologie""]"
590,2023D43047,"[""Buitenlands Beleid""]"
591,2023D42878,"[""Technologie""]"
592,2023D43051,"[""Onderwijs, Cultuur en Wetenschap""]"
593,2023D43048,"[""Onderwijs, Cultuur en Wetenschap""]"
594,2023D43067,"[""Onderwijs, Cultuur en Wetenschap en Wetenschap""]"
595,2023D43045,"[""Onderwijs, Cultuur en Wetenschap""]"
596,2023D43017,"[""Zorg en Gezondheid""]"
597,2023D43015,"[""Zorg en Gezondheid""]"
598,2023D43043,"[""Onderwijs, Cultuur en Wetenschap""]"
599,2023D43018,"[""Zorg en Gezondheid""]"
600,2023D43028,"[""Zorg en Gezondheid""]"
601,2023D43029,"[""Zorg en Gezondheid""]"
602,2023D43016,"[""Zorg en Gezondheid""]"
603,2023D43022,"[""Zorg en Zorg en Gezondheid""]"
604,2023D43023,"[""Economie & Financiën""]"
605,2023D43071,"[""Veiligheid en Justitie""]"
606,2023D43021,"[""Zorg en Gezondheid""]"
607,2023D43027,"[""Zorg en Gezondheid""]"
608,2023D43069,"[""Veiligheid en Justitie""]"
609,2023D42886,"[""Technologie""]"
610,2023D43033,"[""Zorg en Gezondheid""]"
611,2023D42887,"[""Technologie""]"
612,2023D43040,"[""Zorg en Gezondheid""]"
613,2023D43034,"[""Zorg en Gezondheid""]"
614,2023D42896,"[""Technologie""]"
615,2023D43032,"[""Immigratie, Asiel en Integratie""]"
616,2023D43031,"[""Zorg en Gezondheid""]"
617,2023D43063,"[""Veiligheid en Justitie"", ""Economie & Financiën""]"
618,2023D43056,"[""Veiligheid en Justitie""]"
619,2023D43057,"[""Veiligheid en Justitie""]"
620,2023D42885,"[""Buitenlands Beleid""]"
621,2023D42644,"[""Milieu en Natuur""]"
622,2023D42657,"[""Milieu en Natuur""]"
623,2023D42267,"[""Milieu en Natuur""]"
624,2023D42610,"[""Milieu en Natuur"", ""Economie & Financiën""]"
625,2023D42637,"[""Milieu en Natuur""]"
626,2023D42253,"[""Technologie""]"
627,2023D42599,"[""Buitenlands Beleid""]"
628,2023D42566,"[""Veiligheid en Justitie""]"
629,2023D42561,"[""Veiligheid en Justitie""]"
630,2023D42508,"[""Economie & Financiën"", ""Milieu en Natuur""]"
631,2023D42507,"[""Economie & Financiën"", ""Milieu en Natuur""]"
632,2023D42496,"[""Economie & Financiën""]"
633,2023D42502,"[""Veiligheid en Justitie""]"
634,2023D42498,"[""Milieu en Natuur"", ""Economie & Financiën""]"
635,2023D42495,"[""Immigratie, Asiel en Integratie""]"
636,2023D42497,"[""Milieu en Natuur"", ""Economie & Financiën""]"
637,2023D42499,"[""Economie & Financiën""]"
638,2023D42493,"[""Milieu en Natuur""]"
639,2023D42171,"[""Economie & Financiën""]"
640,2023D41873,"[""Veiligheid en Justitie""]"
641,2023D42161,"[""Economie & Financiën""]"
642,2023D42023,"[""Economie & Financiën""]"
643,2023D41878,"[""Buitenlands Beleid""]"
644,2023D42175,"[""Economie & Financiën""]"
645,2023D42172,"[""Economie & Financiën""]"
646,2023D42186,"[""Economie & Financiën""]"
647,2023D42176,"[""Economie & Financiën""]"
648,2023D42163,"[""Immigratie, Asiel en Integratie""]"
649,2023D42076,"[""Milieu en Natuur"", ""Economie & Financiën""]"
650,2023D42087,"[""Milieu en Natuur"", ""Economie & Financiën""]"
651,2023D42164,"[""Immigratie, Asiel en Integratie""]"
652,2023D42167,"[""Economie & Financiën""]"
653,2023D42075,"[""Milieu en Natuur""]"
654,2023D42066,"[""Economie & Financiën""]"
655,2023D42162,"[""Economie & Financiën""]"
656,2023D42082,"[""Economie & Financiën""]"
657,2023D42159,"[""Economie & Financiën""]"
658,2023D42180,"[""Economie & Financiën""]"
659,2023D42058,"[""Milieu en Natuur"", ""Economie & Financiën"", ""Verkeer en Vervoer""]"
660,2023D42173,"[""Economie & Financiën""]"
661,2023D42064,"[""Economie & Financiën"", ""Milieu en Natuur""]"
662,2023D42165,"[""Immigratie, Asiel en Integratie""]"
663,2023D42177,"[""Economie & Financiën"", ""Zorg en Gezondheid""]"
664,2023D42056,"[""Milieu en Natuur"", ""Economie & Financiën""]"
665,2023D42051,"[""Milieu en Natuur""]"
666,2023D42080,"[""Milieu en Natuur"", ""Economie & Financiën""]"
667,2023D42044,"[""Economie & Financiën""]"
668,2023D42160,"[""Economie & Financiën"", ""Milieu en Natuur""]"
669,2023D42053,"[""Economie & Financiën"", ""Technologie""]"
670,2023D42045,"[""Economie & Financiën"", ""Milieu en Natuur""]"
671,2023D42042,"[""Economie & Financiën"", ""Milieu en Natuur""]"
672,2023D42052,"[""Economie & Financiën""]"
673,2023D42050,"[""Milieu en Natuur"", ""Economie & Financiën""]"
674,2023D42166,"[""Economie & Financiën"", ""Zorg en Gezondheid""]"
675,2023D42041,"[""Economie & Financiën""]"
676,2023D42043,"[""Milieu en Natuur"", ""Economie & Financiën""]"
677,2023D42077,"[""Economie & Financiën"", ""Milieu en Natuur""]"
678,2023D41914,"[""Buitenlands Beleid""]"
679,2023D42032,"[""Economie & Financiën""]"
680,2023D42021,"[""Economie & Financiën""]"
681,2023D41884,"[""Buitenlands Beleid""]"
682,2023D42034,"[""Milieu en Natuur""]"
683,2023D41885,"[""Buitenlands Beleid""]"
684,2023D42018,"[""Milieu en Natuur""]"
685,2023D41874,"[""Buitenlands Beleid""]"
686,2023D41879,"[""Veiligheid en Justitie""]"
687,2023D41881,"[""Buitenlands Beleid""]"
688,2023D41876,"[""Buitenlands Beleid""]"
689,2023D41835,"[""Milieu en Natuur""]"
690,2023D41837,"[""Economie & Financiën""]"
691,2023D41836,"[""Milieu en Natuur""]"
692,2023D41738,"[""Economie & Financiën""]"
693,2023D41741,"[""Economie & Financiën""]"
694,2023D41833,"[""Milieu en Natuur""]"
695,2023D41635,"[""Economie & Financiën""]"
696,2023D41643,"[""Economie & Financiën""]"
697,2023D41834,"[""Milieu en Natuur""]"
698,2023D41737,"[""Economie & Financiën""]"
699,2023D41827,"[""Milieu en Natuur""]"
700,2023D41832,"[""Milieu en Natuur""]"
701,2023D41825,"[""Milieu en Natuur""]"
702,2023D41641,"[""Economie & Financiën""]"
703,2023D41831,"[""Buitenlands Beleid""]"
704,2023D41751,"[""Immigratie, Asiel en Integratie"", ""Economie & Financiën""]"
705,2023D41649,"[""Immigratie, Asiel en Integratie""]"
706,2023D41821,"[""Milieu en Natuur""]"
707,2023D41648,"[""Buitenlands Beleid""]"
708,2023D41812,"[""Milieu en Natuur""]"
709,2023D41851,"[""Milieu en Natuur"", ""Technologie""]"
710,2023D41819,"[""Milieu en Natuur""]"
711,2023D41817,"[""Milieu en Natuur""]"
712,2023D41849,"[""Milieu en Natuur""]"
713,2023D41846,"[""Buitenlands Beleid""]"
714,2023D41845,"[""Milieu en Natuur""]"
715,2023D41844,"[""Veiligheid en Justitie""]"
716,2023D41842,"[""Milieu en Natuur""]"
717,2023D41840,"[""Milieu en Natuur""]"
718,2023D40875,"[""Economie & Financiën""]"
719,2023D40927,"[""Milieu en Natuur"", ""Economie & Financiën""]"
720,2023D40458,"[""Milieu en Natuur""]"
721,2023D40760,"[""Immigratie, Asiel en Integratie""]"
722,2023D41574,"[""Economie & Financiën""]"
723,2023D41437,['Veiligheid en Justitie']
724,2023D40750,"[""Milieu en Natuur"", ""Economie & Financiën""]"
725,2023D40757,"[""Milieu en Natuur"", ""Economie & Financiën""]"
726,2023D40743,"[""Economie & Financiën""]"
727,2023D40770,"[""Economie & Financiën""]"
728,2023D40778,"[""Economie & Financiën""]"
729,2023D40775,"[""Economie & Financiën""]"
730,2023D40774,"[""Economie & Financiën""]"
731,2023D40764,"[""Economie & Financiën""]"
732,2023D40747,"[""Economie & Financiën""]"
733,2023D40740,"[""Zorg en Gezondheid""]"
734,2023D40738,"[""Zorg en Gezondheid""]"
735,2023D40717,"[""Economie & Financiën""]"
736,2023D40777,"[""Economie & Financiën""]"
737,2023D40718,"[""Economie & Financiën""]"
738,2023D40776,"[""Economie & Financiën""]"
739,2023D40755,"[""Economie & Financiën""]"
740,2023D40573,"[""Economie & Financiën""]"
741,2023D40567,"[""Zorg en Gezondheid""]"
742,2023D40572,"[""Zorg en Gezondheid""]"
743,2023D40577,"[""Zorg en Gezondheid"", ""Onderwijs, Cultuur en Wetenschap""]"
744,2023D40564,"[""Zorg en Gezondheid""]"
745,2023D40566,"[""Zorg en Gezondheid""]"
746,2023D40575,"[""Immigratie, Asiel en Integratie""]"
747,2023D40569,"[""Zorg en Gezondheid""]"
748,2023D40571,"[""Zorg en Gezondheid""]"
749,2023D40563,"[""Zorg en Gezondheid""]"
750,2023D40565,"[""Zorg en Gezondheid""]"
751,2023D40331,"[""Milieu en Natuur""]"
752,2023D40279,"[""Immigratie, Asiel en Integratie"", ""Veiligheid en Justitie""]"
753,2023D40189,"[""Milieu en Natuur"", ""Economie & Financiën""]"
754,2023D40325,"[""Economie & Financiën"", ""Milieu en Natuur""]"
755,2023D40175,"[""Veiligheid en Justitie""]"
756,2023D40186,"[""Economie & Financiën""]"
757,2023D40328,"[""Milieu en Natuur"", ""Buitenlands Beleid""]"
758,2023D40330,"[""Zorg en Gezondheid""]"
759,2023D40317,"[""Milieu en Natuur""]"
760,2023D40316,"[""Milieu en Natuur"", ""Economie & Financiën""]"
761,2023D40285,"[""Immigratie, Asiel en Integratie"", ""Economie & Financiën""]"
762,2023D40319,"[""Milieu en Natuur""]"
763,2023D40286,"[""Immigratie, Asiel en Integratie""]"
764,2023D40261,"[""Immigratie, Asiel en Integratie""]"
765,2023D40256,"[""Onderwijs, Cultuur en Wetenschap""]"
766,2023D40258,"[""Economie & Financiën""]"
767,2023D40281,"[""Veiligheid en Justitie""]"
768,2023D40263,"[""Economie & Financiën""]"
769,2023D40257,"[""Economie & Financiën""]"
770,2023D39559,"[""Zorg en Gezondheid"", ""Onderwijs, Cultuur en Wetenschap""]"
771,2023D39365,"[""Milieu en Natuur""]"
772,2023D39419,"[""Verkeer en Vervoer""]"
773,2023D39383,"[""Verkeer en Vervoer""]"
774,2023D39382,"[""Verkeer en Vervoer"", ""Buitenlands Beleid""]"
775,2023D39647,"[""Buitenlands Beleid""]"
776,2023D39492,"[""Zorg en Gezondheid""]"
777,2023D39488,"[""Zorg en Gezondheid""]"
778,2023D39438,"[""Milieu en Natuur""]"
779,2023D39459,"[""Veiligheid en Justitie""]"
780,2023D39432,"[""Milieu en Natuur""]"
781,2023D39402,"[""Verkeer en Vervoer""]"
782,2023D39397,"[""Verkeer en Vervoer""]"
783,2023D39550,"[""Technologie""]"
784,2023D39398,"[""Verkeer en Vervoer""]"
785,2023D39396,"[""Verkeer en Vervoer""]"
786,2023D39395,"[""Verkeer en Vervoer"", ""Economie & Financiën""]"
787,2023D39359,"[""Verkeer en Vervoer""]"
788,2023D39368,"[""Milieu en Natuur""]"
789,2023D39363,"[""Economie & Financiën"", ""Verkeer en Vervoer""]"
790,2023D39367,"[""Milieu en Natuur"", ""Verkeer en Vervoer""]"
791,2023D39354,"[""Milieu en Natuur"", ""Verkeer en Vervoer""]"
792,2023D39348,"[""Verkeer en Vervoer""]"
793,2023D39357,"[""Milieu en Natuur""]"
794,2023D39346,"[""Verkeer en Vervoer""]"
795,2023D39353,"[""Verkeer en Vervoer""]"
796,2023D39541,"[""Zorg en Gezondheid""]"
797,2023D39543,"[""Zorg en Gezondheid"", ""Economie & Financiën""]"
798,2023D39549,"[""Zorg en Gezondheid""]"
799,2023D39544,"[""Zorg en Zorg en Gezondheid""]"
800,2023D39546,"[""Zorg en Gezondheid""]"
801,2023D39366,"[""Verkeer en Vervoer""]"
802,2023D39344,"[""Verkeer en Vervoer""]"
803,2023D39556,"[""Zorg en Gezondheid""]"
804,2023D39547,"[""Economie & Financiën""]"
805,2023D39545,"[""Zorg en Gezondheid""]"
806,2023D39540,"[""Zorg en Gezondheid""]"
807,2023D39356,"[""Verkeer en Vervoer""]"
808,2023D39542,"[""Zorg en Gezondheid""]"
809,2023D39274,"[""Immigratie, Asiel en Integratie""]"
810,2023D39098,"[""Onderwijs, Cultuur en Wetenschap""]"
811,2023D39094,"[""Veiligheid en Justitie""]"
812,2023D39091,"[""Veiligheid en Justitie"", ""Economie & Financiën""]"
813,2023D39279,"[""Immigratie, Asiel en Integratie"", ""Veiligheid en Justitie""]"
814,2023D39306,"[""Immigratie, Asiel en Integratie""]"
815,2023D39271,"[""Zorg en Gezondheid""]"
816,2023D39296,"[""Immigratie, Asiel en Integratie"", ""Buitenlands Beleid""]"
817,2023D39289,"[""Immigratie, Asiel en Integratie""]"
818,2023D39307,"[""Immigratie, Asiel en Integratie""]"
819,2023D39309,"[""Immigratie, Asiel en Integratie"", ""Veiligheid en Justitie""]"
820,2023D39299,"[""Immigratie, Asiel en Integratie""]"
821,2023D39297,"[""Economie & Financiën""]"
822,2023D39277,"[""Immigratie, Asiel en Integratie"", ""Buitenlands Beleid""]"
823,2023D39282,"[""Immigratie, Asiel en Integratie"", ""Veiligheid en Justitie""]"
824,2023D39283,"[""Immigratie, Asiel en Integratie"", ""Veiligheid en Justitie""]"
825,2023D39298,"[""Immigratie, Asiel en Integratie""]"
826,2023D39278,"[""Immigratie, Asiel en Integratie""]"
827,2023D39290,"[""Immigratie, Asiel en Integratie""]"
828,2023D39276,"[""Immigratie, Asiel en Integratie"", ""Veiligheid en Justitie""]"
829,2023D39275,"[""Immigratie, Asiel en Integratie""]"
830,2023D39270,"[""Immigratie, Asiel en Integratie""]"
831,2023D39273,"[""Immigratie, Asiel en Integratie""]"
832,2023D39272,"[""Immigratie, Asiel en Integratie""]"
833,2023D37008,"[""Economie & Financiën""]"
834,2023D38729,"[""Economie & Financiën""]"
835,2023D38837,"[""Buitenlands Beleid""]"
836,2023D38838,"[""Buitenlands Beleid""]"
837,2023D38326,"[""Economie & Financiën""]"
838,2023D38338,"[""Economie & Financiën""]"
839,2023D38327,"[""Economie & Financiën""]"
840,2023D38334,"[""Economie & Financiën""]"
841,2023D38335,"[""Veiligheid en Justitie""]"
842,2023D38333,"[""Economie & Financiën""]"
843,2023D38328,"[""Zorg en Zorg en Gezondheid""]"
844,2023D38332,"[""Economie & Financiën""]"
845,2023D38313,"[""Veiligheid en Justitie""]"
846,2023D38325,"[""Immigratie, Asiel en Integratie""]"
847,2023D38319,"[""Buitenlands Beleid""]"
848,2023D38321,"[""Buitenlands Beleid""]"
849,2023D38324,"[""Economie & Financiën""]"
850,2023D38322,"[""Onderwijs, Cultuur en Wetenschap""]"
851,2023D38323,"[""Economie & Financiën""]"
852,2023D38317,"[""Buitenlands Beleid""]"
853,2023D38304,"[""Veiligheid en Justitie"", ""Economie & Financiën""]"
854,2023D38298,"[""Veiligheid en Justitie""]"
855,2023D38310,"[""Zorg en Gezondheid"", ""Technologie""]"
856,2023D38306,"[""Veiligheid en Justitie"", ""Buitenlands Beleid""]"
857,2023D38295,"[""Milieu en Natuur""]"
858,2023D38305,"[""Veiligheid en Justitie""]"
859,2023D38288,"[""Economie & Financiën""]"
860,2023D38294,"[""Milieu en Natuur""]"
861,2023D38292,"[""Milieu en Natuur""]"
862,2023D38293,"[""Milieu en Natuur""]"
863,2023D38289,"[""Milieu en Natuur""]"
864,2023D38287,"[""Veiligheid en Justitie""]"
865,2023D38291,"[""Economie & Financiën""]"
866,2023D38290,"[""Veiligheid en Justitie""]"
867,2023D38285,"[""Immigratie, Asiel en Integratie""]"
868,2023D38284,"[""Buitenlands Beleid""]"
869,2023D38283,"[""Zorg en Gezondheid""]"
870,2023D38286,"[""Economie & Financiën""]"
871,2023D38256,"[""Zorg en Gezondheid""]"
872,2023D38268,"[""Milieu en Natuur""]"
873,2023D38258,"[""Zorg en Gezondheid"", ""Economie & Financiën""]"
874,2023D38260,"[""Economie & Financiën""]"
875,2023D38257,"[""Zorg en Gezondheid""]"
876,2023D38241,"[""Economie & Financiën""]"
877,2023D38245,"[""Zorg en Gezondheid""]"
878,2023D38252,"[""Economie & Financiën""]"
879,2023D38251,"[""Zorg en Gezondheid""]"
880,2023D38240,"[""Economie & Financiën""]"
881,2023D38249,"[""Zorg en Gezondheid""]"
882,2023D38239,"[""Immigratie, Asiel en Integratie""]"
883,2023D36741,"[""Economie & Financiën""]"
884,2023D36738,"[""Onderwijs, Cultuur en Wetenschap""]"
885,2023D36746,"[""Economie & Financiën""]"
886,2023D36743,"[""Economie & Financiën"", ""Milieu en Natuur""]"
887,2023D36742,"[""Onderwijs, Cultuur en Wetenschap""]"
888,2023D36740,"[""Economie & Financiën""]"
889,2023D36667,"[""Economie & Financiën""]"
890,2023D36663,"[""Economie & Financiën""]"
891,2023D36669,"[""Economie & Financiën""]"
892,2023D36665,"[""Economie & Financiën""]"
893,2023D36662,"[""Economie & Financiën"", ""Onderwijs, Cultuur en Wetenschap""]"
894,2023D36661,"[""Veiligheid en Justitie""]"
895,2023D36654,"[""Economie & Financiën""]"
896,2023D36657,"[""Economie & Financiën""]"
897,2023D36653,"[""Economie & Financiën""]"
898,2023D36652,"[""Wonen en Ruimtelijke Ordening""]"
899,2023D36651,"[""Immigratie, Asiel en Integratie"", ""Economie & Financiën""]"
900,2023D36650,"[""Economie & Financiën""]"
901,2023D36948,"[""Buitenlands Beleid""]"
902,2023D36623,"[""Zorg en Gezondheid""]"
903,2023D36617,"[""Zorg en Gezondheid"", ""Immigratie, Asiel en Integratie""]"
904,2023D36621,"[""Zorg en Gezondheid""]"
905,2023D36622,"[""Zorg en Gezondheid"", ""Economie & Financiën""]"
906,2023D35054,"[""Veiligheid en Justitie""]"
907,2023D36601,"[""Milieu en Natuur""]"
908,2023D36614,"[""Zorg en Gezondheid""]"
909,2023D36579,"[""Economie & Financiën"", ""Milieu en Natuur""]"
910,2023D36587,"[""Milieu en Natuur"", ""Zorg en Gezondheid""]"
911,2023D36574,"[""Milieu en Natuur""]"
912,2023D36585,"[""Economie & Financiën"", ""Milieu en Natuur""]"
913,2023D36578,"[""Milieu en Natuur""]"
914,2023D36562,"[""Milieu en Natuur""]"
915,2023D36568,"[""Milieu en Natuur""]"
916,2023D36603,"[""Milieu en Natuur""]"
917,2023D36560,"[""Milieu en Natuur""]"
918,2023D36615,"[""Zorg en Gezondheid""]"
919,2023D36557,"[""Milieu en Natuur""]"
920,2023D36616,"[""Zorg en Gezondheid""]"
921,2023D36559,"[""Milieu en Natuur""]"
922,2023D36604,"[""Milieu en Natuur""]"
923,2023D36610,"[""Milieu en Natuur""]"
924,2023D36605,"[""Milieu en Natuur""]"
925,2023D36566,"[""Milieu en Natuur""]"
926,2023D36593,"[""Veiligheid en Justitie""]"
927,2023D36214,"[""Economie & Financiën""]"
928,2023D36218,"[""Wonen en Ruimtelijke Ordening""]"
929,2023D36219,"[""Veiligheid en Justitie"", ""Milieu en Natuur""]"
930,2023D36220,"[""Immigratie, Asiel en Integratie""]"
931,2023D36217,"[""Economie & Financiën"", ""Wonen en Ruimtelijke Ordening""]"
932,2023D36215,"[""Economie & Financiën""]"
933,2023D35828,"[""Zorg en Zorg en Gezondheid"", ""Economie & Financiën""]"
934,2023D35826,"[""Zorg en Gezondheid""]"
935,2023D32269,"[""Economie & Financiën""]"
936,2023D32271,"[""Immigratie, Asiel en Integratie"", ""Veiligheid en Justitie""]"
937,2023D31693,"[""Immigratie, Asiel en Integratie""]"
938,2023D31243,"[""Verkeer en Vervoer""]"
939,2023D30937,"[""Economie & Financiën""]"
940,2023D30822,"[""Economie & Financiën""]"
941,2023D31173,"[""Veiligheid en Justitie""]"
942,2023D31210,"[""Economie & Financiën""]"
943,2023D31197,"[""Veiligheid en Justitie""]"
944,2023D31202,"[""Veiligheid en Justitie"", ""Zorg en Gezondheid""]"
945,2023D31813,"[""Milieu en Natuur"", ""Economie & Financiën""]"
946,2023D31567,"[""Economie & Financiën""]"
947,2023D31550,"[""Economie & Financiën""]"
948,2023D31593,"[""Veiligheid en Justitie""]"
949,2023D31769,"[""Milieu en Natuur"", ""Economie & Financiën""]"
950,2023D31781,"[""Veiligheid en Justitie""]"
951,2023D31768,"[""Veiligheid en Justitie"", ""Zorg en Gezondheid""]"
952,2023D31838,"[""Immigratie, Asiel en Integratie"", ""Veiligheid en Justitie""]"
953,2023D31537,"[""Economie & Financiën""]"
954,2023D31874,"[""Economie & Financiën""]"
955,2023D31869,"[""Economie & Financiën""]"
956,2023D31865,"[""Milieu en Natuur""]"
957,2023D31864,"[""Milieu en Natuur"", ""Technologie"", ""Buitenlands Beleid""]"
958,2023D31879,"[""Technologie"", ""Economie & Financiën""]"
959,2023D31870,"[""Buitenlands Beleid"", ""Economie & Financiën""]"
960,2023D31623,"[""Veiligheid en Justitie""]"
961,2023D31625,"[""Veiligheid en Justitie"", ""Immigratie, Asiel en Integratie""]"
962,2023D31866,"[""Milieu en Natuur"", ""Economie & Financiën""]"
963,2023D31627,"[""Immigratie, Asiel en Integratie"", ""Veiligheid en Justitie""]"
964,2023D31871,"[""Economie & Financiën""]"
965,2023D31560,"[""Veiligheid en Justitie""]"
966,2023D31868,"[""Milieu en Natuur"", ""Buitenlands Beleid""]"
967,2023D31728,"[""Onderwijs, Cultuur en Wetenschap""]"
968,2023D31790,"[""Immigratie, Asiel en Integratie""]"
969,2023D31730,"[""Onderwijs, Cultuur en Wetenschap""]"
970,2023D31736,"[""Onderwijs, Cultuur en Wetenschap""]"
971,2023D31659,"[""Veiligheid en Justitie"", ""Verkeer en Vervoer""]"
972,2023D31738,"[""Onderwijs, Cultuur en Wetenschap""]"
973,2023D31800,"[""Immigratie, Asiel en Integratie"", ""Veiligheid en Justitie""]"
