,gpt4o_mini_rechts,gpt4o_mini_rechts_voor_lprob,gpt4o_mini_rechts_tegen_lprob,gpt4o_mini_centristisch,gpt4o_mini_centristisch_voor_lprob,gpt4o_mini_centristisch_tegen_lprob
381,tegen,-11.0016,-0.00160056,voor,-0.12701976,-11.87702
382,tegen,-12.375577,-0.0005767433,voor,-0.100280315,-13.475281
383,tegen,-9.375741,-0.00074065744,voor,-0.03380118,-9.283801
384,tegen,-8.253585,-0.0035852222,voor,-0.026983868,-7.4019837
385,tegen,-4.1427345,-0.017734628,voor,-0.12701997,-13.00202
386,tegen,-1.5056237,-0.2556237,voor,-0.062046897,-11.437047
387,tegen,-1.7048949,-0.2048949,voor,-0.009827634,-10.134828
388,tegen,-1.8132439,-0.18824393,voor,-0.32035503,-1.320355
389,tegen,-10.502974,-0.0029734224,voor,-0.23322776,-2.2332277
390,tegen,-5.754618,-0.004618103,voor,-0.03812664,-10.538127
391,tegen,-7.253708,-0.0037079195,voor,-0.014696828,-7.6396966
392,tegen,-12.023413,-0.023412598,tegen,-7.0032196,-0.0032197798
393,voor,-0.25694874,-1.8819487,tegen,-7.755929,-0.005928797
394,tegen,-1.6045923,-0.22959235,voor,-0.20150623,-13.451507
395,tegen,-7.7519326,-0.001932801,voor,-0.029824302,-10.904824
396,tegen,-12.126261,-0.0012610678,voor,-0.031517867,-4.531518
397,tegen,-8.376279,-0.0012791648,voor,-0.58059,-0.83059
398,tegen,-8.376835,-0.0018348724,tegen,-2.2392392,-0.11423913
399,tegen,-6.501939,-0.0019386311,voor,-0.10027988,-14.97528
400,voor,-0.3974957,-1.1474957,voor,-0.029809732,-12.02981
401,tegen,-9.754826,-0.0048251455,voor,-0.31379536,-1.8137953
402,voor,-0.070255175,-2.8202553,voor,-0.06202236,-13.312022
403,tegen,-2.9313133,-0.05631336,tegen,-1.4098263,-0.28482622
404,tegen,-8.502051,-0.002050932,tegen,-2.0200338,-0.1450339
405,voor,-0.09497425,-2.7199743,tegen,-1.3175197,-0.3175197
406,tegen,-3.0510702,-0.051070143,voor,-0.12716779,-8.752168
407,voor,-0.31337237,-12.688373,voor,-0.033799108,-9.283799
408,tegen,-6.2525706,-0.002570664,voor,-0.030800303,-3.7808003
409,tegen,-0.8305068,-0.5805068,voor,-0.20151344,-15.076513
410,tegen,-2.8148477,-0.06484771,voor,-0.03809451,-14.4130945
411,tegen,-12.625406,-0.00040588586,voor,-0.008168308,-6.133168
412,tegen,-9.250483,-0.00048286578,voor,-0.078945644,-14.703946
413,tegen,-10.254251,-0.004250658,voor,-0.4619645,-1.0869645
414,tegen,-12.375804,-0.00080391066,voor,-0.038090605,-11.913091
415,tegen,-10.379246,-0.0042461506,voor,-0.763135,-0.763135
416,tegen,-4.5124035,-0.012403342,voor,-0.35255218,-1.2275522
417,tegen,-11.626502,-0.0015020024,tegen,-1.3210715,-0.3210715
418,tegen,-1.9110383,-0.1610383,voor,-0.10028485,-15.975285
419,voor,-0.10027191,-13.600272,voor,-0.018303404,-9.143304
420,tegen,-10.125691,-0.0006915859,voor,-0.018424654,-8.393425
421,tegen,-3.899799,-0.024799181,voor,-0.07896007,-11.95396
422,tegen,-6.8768277,-0.0018276229,voor,-0.07894785,-13.328948
423,voor,-0.04879515,-5.173795,voor,-0.28420502,-1.409205
424,tegen,-8.501719,-0.0017194464,voor,-0.020591987,-11.895592
425,tegen,-9.875453,-0.00045295665,voor,-0.10030426,-14.475305
426,tegen,-13.126633,-0.0016323325,voor,-0.048654247,-13.173655
427,voor,-0.6967887,-0.6967887,voor,-0.006597544,-7.3815975
428,voor,-0.15054037,-2.0255404,voor,-0.03810392,-14.163104
429,tegen,-5.505567,-0.005567294,voor,-0.023294857,-11.273294
430,voor,-0.20151499,-13.701515,voor,-0.016086455,-11.016087
431,tegen,-6.3776445,-0.002644741,voor,-0.12704875,-10.1270485
432,voor,-0.21542765,-1.7154276,voor,-0.12701568,-14.502016
433,tegen,-6.754032,-0.004032334,voor,-0.01465161,-7.764652
434,tegen,-12.750547,-0.0005474338,voor,-0.078968555,-14.578969
435,tegen,-10.625936,-0.0009354015,voor,-0.02981576,-11.904816
436,voor,-0.098369405,-2.5983694,voor,-0.38698438,-12.886985
437,tegen,-8.501191,-0.001191418,voor,-0.10026953,-15.850269
438,tegen,-2.4659696,-0.090969644,voor,-0.033760495,-9.90876
439,tegen,-1.1400692,-0.3900692,voor,-0.16032171,-14.785322
440,tegen,-10.001183,-0.0011821311,voor,-0.25203767,-12.627038
441,tegen,-9.126415,-0.001415235,voor,-0.01727346,-4.7672734
442,tegen,-13.252295,-0.0022946596,tegen,-9.126137,-0.0011367622
443,tegen,-6.7525125,-0.0025124047,voor,-0.387017,-15.262017
444,tegen,-10.251217,-0.0012167827,voor,-0.100295305,-13.225295
445,tegen,-4.762574,-0.012574284,voor,-0.038196642,-9.288197
446,tegen,-9.501566,-0.0015658075,voor,-0.015171406,-5.5151715
447,tegen,-6.252967,-0.0029666496,voor,-0.04866424,-12.173664
448,tegen,-13.001624,-0.0016244759,voor,-0.03373745,-10.283737
449,tegen,-8.375791,-0.00079033244,voor,-0.009205103,-7.509205
450,tegen,-7.3764963,-0.0014962917,voor,-0.048644368,-13.548644
451,tegen,-2.5800579,-0.080057755,voor,-0.04864017,-14.42364
452,tegen,-5.632134,-0.007133755,voor,-0.018751126,-7.518751
453,tegen,-6.8805118,-0.0055119265,voor,-0.70513266,-0.70513266
454,tegen,-10.750403,-0.0004035018,voor,-0.07895159,-15.328952
455,tegen,-6.876329,-0.0013289297,voor,-0.008551576,-7.0085516
456,tegen,-8.750582,-0.00058138854,voor,-0.079415806,-7.704416
457,tegen,-15.636221,-0.011221233,voor,-0.09007903,-2.715079
458,tegen,-8.251124,-0.001124145,voor,-0.023410736,-5.898411
459,tegen,-0.99309605,-0.49309605,tegen,-13.516194,-0.016194724
460,tegen,-7.7513633,-0.0013634509,voor,-0.04865754,-11.173657
461,tegen,-3.1704512,-0.04545124,voor,-0.07896547,-12.453965
462,tegen,-13.886236,-0.011235848,voor,-0.08717668,-4.837177
463,tegen,-1.0028396,-0.5028396,voor,-0.06577091,-4.565771
464,tegen,-2.4673626,-0.09236274,voor,-0.12701325,-14.252013
465,voor,-0.090682805,-2.5906827,voor,-0.008716923,-9.633717
466,voor,-0.5276494,-0.9026494,voor,-0.029800478,-12.4048
467,tegen,-8.37571,-0.0007098094,voor,-0.020610446,-10.520611
468,voor,-0.15776053,-2.2827606,voor,-0.07949178,-7.5794916
469,tegen,-3.2902296,-0.040229525,voor,-0.12698911,-13.501989
470,tegen,-3.5327015,-0.03270147,voor,-0.024100838,-7.149101
471,voor,-0.09537659,-2.4703765,voor,-0.048664466,-11.423664
472,tegen,-4.63583,-0.010830037,voor,-0.04864323,-13.798643
473,tegen,-13.125727,-0.0007268482,voor,-0.047560528,-5.4225607
474,tegen,-6.252506,-0.0025057436,voor,-0.020594444,-12.270595
475,tegen,-4.268969,-0.018968826,tegen,-1.7041318,-0.2041318
476,tegen,-5.7545524,-0.004552354,voor,-0.16034923,-9.910349
477,tegen,-12.250713,-0.0007137431,voor,-0.12701127,-12.002011
478,tegen,-1.2285979,-0.35359788,voor,-0.01821597,-10.893216
479,tegen,-12.751273,-0.001273212,voor,-0.04620375,-3.7962039
480,voor,-0.121822715,-2.3718228,voor,-0.023436707,-8.898437
481,tegen,-4.2657914,-0.015791273,voor,-0.012551683,-11.887551
482,tegen,-3.289556,-0.03955598,voor,-0.3192921,-1.3192921
483,tegen,-2.3518836,-0.101883575,voor,-0.023315944,-10.648316
484,tegen,-1.6053607,-0.23036072,voor,-0.10033984,-9.60034
485,tegen,-2.9331734,-0.058173448,voor,-0.014417938,-8.514418
486,tegen,-1.06402,-0.43902007,voor,-0.03025811,-4.655258
487,tegen,-12.500443,-0.00044342037,voor,-0.011136366,-9.886136
488,tegen,-6.876737,-0.0017373014,voor,-0.062069975,-10.31207
489,tegen,-6.627025,-0.0020249968,voor,-0.038114127,-13.288115
490,tegen,-2.586372,-0.086371906,voor,-0.39231157,-1.2673116
491,tegen,-4.51157,-0.011569747,voor,-0.026354522,-11.901355
492,voor,-0.3222146,-1.3222146,voor,-0.25204313,-15.127043
493,tegen,-9.625979,-0.0009791015,voor,-0.028514601,-5.2785144
494,tegen,-7.6257973,-0.00079723884,voor,-0.038109314,-14.16311
495,tegen,-9.6258,-0.0007997422,voor,-0.023361595,-9.773361
496,tegen,-11.625437,-0.00043698703,voor,-0.25203407,-15.752034
497,tegen,-5.5048223,-0.004822415,voor,-0.38699272,-13.761992
498,tegen,-1.5052726,-0.25527257,voor,-0.014222976,-10.889223
499,tegen,-10.500934,-0.0009337326,voor,-0.016188856,-9.141189
500,tegen,-11.876801,-0.0018009617,voor,-0.16031693,-11.785316
501,tegen,-11.881059,-0.006059148,tegen,-7.383436,-0.00843609
502,tegen,-2.129718,-0.12971811,voor,-0.16032313,-11.285323
503,tegen,-3.1695483,-0.04454822,voor,-0.10026696,-13.725267
504,tegen,-12.37614,-0.0011400962,voor,-0.10029066,-13.97529
505,tegen,-3.289868,-0.039868183,voor,-0.038106438,-12.413106
506,voor,-0.037217394,-5.6622176,tegen,-7.6267123,-0.0017124246
507,tegen,-11.751432,-0.0014321435,voor,-0.06203715,-12.937037
508,tegen,-6.0038686,-0.0038684744,voor,-0.018322488,-9.018323
509,tegen,-9.251148,-0.0011486716,voor,-0.04864539,-12.673645
510,voor,-0.032890674,-4.407891,voor,-0.030001208,-8.530002
511,tegen,-6.5024223,-0.0024221526,voor,-0.062030874,-13.062031
512,tegen,-1.8078085,-0.18280849,voor,-0.018296145,-9.268296
513,voor,-0.22996771,-1.6049677,voor,-0.023288453,-13.023289
514,tegen,-7.2516174,-0.0016173348,voor,-0.0789626,-15.328962
515,voor,-0.63925606,-0.76425606,voor,-0.038098976,-14.288099
516,tegen,-7.5021925,-0.002192614,voor,-0.01373431,-6.7637343
517,voor,-0.20149978,-11.5765,voor,-0.016223934,-9.016224
518,tegen,-9.875468,-0.00046820738,voor,-0.02997032,-8.77997
519,voor,-0.38696817,-15.011969,voor,-0.1270141,-17.252014
520,tegen,-10.125275,-0.00027480218,voor,-0.029807651,-12.279808
521,tegen,-14.629235,-0.004235343,tegen,-13.000824,-0.0008236801
522,Voor,-0.3133763,-17.188375,voor,-0.31337875,-18.18838
523,tegen,-12.7520685,-0.0020683026,tegen,-9.750824,-0.0008242762
524,voor,-0.05806817,-4.6830683,tegen,-4.635369,-0.010368954
525,voor,-0.17270795,-1.9227079,voor,-0.20149949,-14.3265
526,tegen,-15.252329,-0.0023292673,tegen,-2.1317432,-0.1317431
527,tegen,-15.125594,-0.00059449725,voor,-0.01507524,-4.640075
528,tegen,-8.87551,-0.000509903,voor,-0.03809955,-13.663099
529,tegen,-14.50049,-0.00049012253,tegen,-12.000321,-0.0003212806
530,tegen,-9.376921,-0.0019204332,voor,-0.10029336,-11.975293
531,voor,-0.12837248,-6.6283727,voor,-0.7096207,-0.7096207
532,tegen,-13.875783,-0.000782707,tegen,-4.883405,-0.008405354
533,tegen,-5.7538238,-0.0038237069,voor,-0.0233581,-9.898358
534,tegen,-7.5011134,-0.001113424,voor,-0.03821671,-9.038217
535,voor,-0.110489324,-2.3604894,voor,-0.02980511,-13.404805
536,tegen,-1.0557605,-0.43076053,voor,-0.009876966,-9.384877
537,voor,-0.0852968,-2.7102969,voor,-0.0380968,-12.788096
538,tegen,-15.00148,-0.0014805787,tegen,-8.8765135,-0.0015131965
539,voor,-0.1404666,-2.1404667,voor,-0.16030484,-15.660305
540,tegen,-6.127657,-0.0026571087,voor,-0.009800242,-11.1348
541,voor,-0.020756522,-4.5207567,voor,-0.07896051,-12.57896
542,tegen,-10.000479,-0.00047869363,voor,-0.1644106,-1.9144106
543,tegen,-11.752367,-0.002367086,voor,-0.100357525,-9.725357
544,tegen,-6.1276417,-0.0026416527,voor,-0.12701704,-14.752017
545,tegen,-12.000753,-0.0007535242,voor,-0.038141444,-10.038141
546,voor,-0.014048675,-6.5140486,voor,-0.022012446,-4.147012
547,tegen,-9.6292925,-0.0042922036,tegen,-0.90215427,-0.52715427
548,tegen,-8.379001,-0.004000277,voor,-0.038538966,-7.788539
549,tegen,-7.8764443,-0.0014441647,voor,-0.09288878,-2.4678888
550,tegen,-4.759892,-0.009891965,voor,-0.013041398,-7.6380415
551,tegen,-1.3164818,-0.3164818,voor,-0.014208407,-11.764209
552,voor,-0.04080614,-3.915806,voor,-0.016085165,-11.641086
553,tegen,-6.877977,-0.0029771067,voor,-0.048656177,-11.673656
554,voor,-0.06279278,-7.187793,tegen,-10.126474,-0.0014746295
555,tegen,-9.500597,-0.0005966393,voor,-0.018435072,-8.3934355
556,tegen,-9.878807,-0.0038072106,voor,-0.03373975,-10.28374
557,tegen,-4.018827,-0.018827053,tegen,-10.125848,-0.0008475062
558,tegen,-13.250821,-0.0008211842,voor,-0.20682067,-1.7068207
559,tegen,-10.250719,-0.00071946124,voor,-0.018250614,-9.64325
560,tegen,-8.377319,-0.0023191532,tegen,-1.0613213,-0.4363213
561,tegen,-11.132769,-0.0077687013,voor,-0.12704434,-11.752045
562,voor,-0.58320934,-0.83320934,voor,-0.20150895,-13.9515085
563,voor,-0.39183444,-1.1418345,voor,-0.06206146,-10.437061
564,voor,-0.48331964,-0.98331964,voor,-0.08630509,-2.5863051
565,tegen,-14.750955,-0.00095421734,voor,-0.020909581,-5.02091
566,tegen,-3.411978,-0.036978118,voor,-0.023301382,-11.523301
567,tegen,-2.9322224,-0.057222277,voor,-0.029803373,-12.529803
568,voor,-0.10093013,-7.35093,tegen,-13.251121,-0.0011209265
569,tegen,-10.626647,-0.0016472072,voor,-0.02674574,-7.901746
570,tegen,-9.881109,-0.0061092665,voor,-0.051465504,-5.9264655
571,tegen,-12.876474,-0.0014743911,voor,-0.04864993,-12.79865
572,tegen,-3.050168,-0.05016795,voor,-0.16032425,-14.160324
573,tegen,-12.250918,-0.00091872393,voor,-0.038274437,-3.5382745
574,voor,-0.20149823,-14.826498,tegen,-2.4701455,-0.09514543
575,tegen,-2.8145745,-0.064574495,voor,-0.04864914,-11.923649
576,tegen,-6.627213,-0.0022128234,voor,-0.16033705,-13.910337
577,voor,-0.25201404,-13.252014,tegen,-1.8058356,-0.18083563
578,tegen,-12.375252,-0.0002518032,voor,-0.019110119,-7.01911
579,tegen,-2.8197994,-0.069799475,tegen,-3.291648,-0.04164797
580,tegen,-1.5053922,-0.25539216,voor,-0.38700375,-13.762004
581,tegen,-6.502664,-0.0026640042,voor,-0.033710826,-11.6587105
582,tegen,-2.1325474,-0.13254745,voor,-0.1603141,-12.035315
583,tegen,-2.5805457,-0.08054566,voor,-0.023296606,-11.648296
584,tegen,-4.0190682,-0.019068368,voor,-0.31336173,-17.188362
585,Voor,-0.38697565,-13.136975,voor,-0.69326913,-15.693269
586,voor,-0.6966986,-0.6966986,voor,-0.0065947017,-6.0065947
587,tegen,-4.759037,-0.0090370085,voor,-0.012966568,-4.6379666
588,tegen,-6.752688,-0.0026878945,voor,-0.07896602,-12.078966
589,tegen,-5.256479,-0.0064787567,voor,-0.014329796,-9.01433
590,voor,-0.17689624,-2.8018963,voor,-0.062400308,-4.9374003
591,tegen,-2.586372,-0.086371906,voor,-0.39231157,-1.2673116
592,tegen,-5.505111,-0.0051111337,voor,-0.020769604,-8.64577
593,voor,-0.29634562,-1.4213456,voor,-0.16032292,-14.785323
594,tegen,-8.7508545,-0.0008547629,voor,-0.029798742,-13.5297985
595,tegen,-10.251334,-0.0013338133,voor,-0.06204734,-11.312047
596,tegen,-8.376886,-0.0018863997,voor,-0.10027277,-12.350273
597,voor,-0.2521093,-9.50211,voor,-0.094538026,-5.219538
598,tegen,-13.625998,-0.0009979174,voor,-0.12701283,-12.127013
599,tegen,-5.631422,-0.006421902,voor,-0.47421303,-12.349213
600,tegen,-6.3776464,-0.002646406,voor,-0.026360448,-12.0263605
601,voor,-0.43735674,-1.0623567,voor,-0.07897505,-10.703975
602,voor,-0.23746721,-1.6124672,voor,-0.010855153,-5.510855
603,tegen,-10.502959,-0.0029590426,voor,-0.0252132,-6.2752132
604,tegen,-11.502605,-0.002605268,voor,-0.033769142,-9.53377
605,tegen,-11.250838,-0.00083821925,voor,-0.023335274,-10.148335
606,tegen,-4.888203,-0.013203292,tegen,-1.8098719,-0.18487188
607,tegen,-8.500533,-0.00053265993,voor,-0.018208476,-11.5182085
608,voor,-0.07398938,-2.8239894,voor,-0.07895599,-12.328956
609,tegen,-7.8768954,-0.0018954371,voor,-0.043241583,-8.6682415
610,tegen,-9.126274,-0.0012745195,tegen,-3.652405,-0.027404994
611,tegen,-1.8058128,-0.18081282,voor,-0.029799903,-13.154799
612,tegen,-4.3885636,-0.0135638155,voor,-0.018228961,-10.393229
613,tegen,-9.7523575,-0.0023573332,voor,-0.25202248,-13.502023
614,voor,-0.0959446,-2.5959446,voor,-0.023311866,-10.648312
615,tegen,-8.251738,-0.0017380057,voor,-0.015916469,-6.3909163
616,tegen,-9.2527,-0.0026995435,voor,-0.08111313,-6.2061133
617,tegen,-10.12572,-0.00071969966,voor,-0.4350558,-1.0600557
618,voor,-0.20282885,-6.702829,voor,-0.051421233,-5.926421
619,tegen,-1.2308383,-0.3558383,tegen,-5.879372,-0.0043723253
620,tegen,-7.7508965,-0.0008963357,voor,-0.022757458,-4.7727575
621,tegen,-9.001573,-0.0015728296,tegen,-3.2894747,-0.03947463
622,tegen,-3.6530201,-0.028020116,voor,-0.14604071,-2.0210407
623,tegen,-10.7520485,-0.0020481977,tegen,-5.1343884,-0.009388524
624,tegen,-12.877041,-0.0020408179,voor,-0.040521596,-6.0405216
625,voor,-0.43510106,-1.060101,voor,-0.062042184,-12.812042
626,tegen,-1.7034391,-0.2034391,voor,-0.048638687,-12.923638
627,tegen,-11.750762,-0.0007617455,tegen,-9.125749,-0.0007489944
628,voor,-0.023380462,-5.2733803,voor,-0.023287985,-12.148288
629,tegen,-1.7027754,-0.20277533,voor,-0.02980615,-14.404806
630,voor,-0.16032201,-10.910322,tegen,-8.50075,-0.00074935204
631,tegen,-8.126268,-0.0012679707,voor,-0.04864755,-11.923648
632,tegen,-10.751049,-0.0010492429,voor,-0.048656065,-14.798656
633,tegen,-4.636729,-0.011728928,voor,-0.026610635,-8.27661
634,tegen,-9.750426,-0.00042650447,voor,-0.062051713,-11.187052
635,tegen,-4.1416874,-0.01668734,voor,-0.12701052,-14.37701
636,tegen,-10.500671,-0.0006710976,voor,-0.10028333,-14.100284
637,tegen,-8.501053,-0.0010525768,voor,-0.012627836,-5.8876276
638,tegen,-10.752962,-0.0029624884,tegen,-13.501606,-0.0016056749
639,tegen,-8.625681,-0.0006806229,voor,-0.020612314,-10.895613
640,voor,-0.38695726,-16.261957,voor,-0.16032475,-13.035325
641,tegen,-6.6274276,-0.0024276213,tegen,-2.8157425,-0.06574256
642,tegen,-9.250777,-0.00077723106,voor,-0.0060547595,-9.381055
643,voor,-0.25200516,-13.377006,tegen,-7.253062,-0.0030619686
644,tegen,-2.1286094,-0.12860939,voor,-0.078951046,-12.953951
645,tegen,-4.388983,-0.013982964,voor,-0.029985245,-8.654985
646,tegen,-6.0031424,-0.003142182,voor,-0.023308719,-11.398309
647,voor,-0.02987799,-5.029878,voor,-0.048657767,-11.173657
648,tegen,-1.2284338,-0.35343382,tegen,-15.127586,-0.0025864814
649,tegen,-2.354508,-0.10450782,tegen,-10.62604,-0.0010400752
650,voor,-0.035607666,-5.160608,voor,-0.47416857,-12.599169
651,voor,-0.041144263,-3.7911444,tegen,-11.87582,-0.0008205882
652,tegen,-8.250695,-0.0006953968,voor,-0.25203398,-13.627034
653,tegen,-1.2299421,-0.35494202,tegen,-8.876175,-0.0011745095
654,tegen,-10.625196,-0.00019650738,voor,-0.0047596497,-9.12976
655,tegen,-1.7081133,-0.20811328,voor,-0.07895919,-12.078959
656,tegen,-8.255028,-0.0050277445,voor,-0.026799588,-7.7767997
657,tegen,-4.7599015,-0.009901287,voor,-0.100296706,-14.100297
658,voor,-0.03905855,-3.7890584,voor,-0.16033024,-14.03533
659,tegen,-14.251202,-0.0012016585,tegen,-6.0030403,-0.0030403398
660,tegen,-0.97804147,-0.47804147,voor,-0.023296257,-11.648296
661,tegen,-10.000789,-0.000788306,voor,-0.007808666,-8.757809
662,tegen,-3.2888403,-0.038840357,voor,-0.018207652,-10.893208
663,tegen,-7.376244,-0.0012442785,voor,-0.01109121,-11.386091
664,tegen,-7.6262074,-0.0012073767,voor,-0.10027826,-14.100278
665,tegen,-7.502217,-0.002216869,voor,-0.011275461,-8.636275
666,tegen,-14.501135,-0.001135097,voor,-0.17011432,-1.9201143
667,voor,-0.10055472,-8.225554,voor,-0.0171141,-6.892114
668,tegen,-9.001956,-0.0019557523,voor,-0.07896392,-14.078964
669,tegen,-1.3157625,-0.31576252,voor,-0.06203737,-14.437037
670,tegen,-10.627083,-0.0020828089,voor,-0.48106444,-0.98106444
671,tegen,-11.000769,-0.0007688905,voor,-0.07895445,-14.078955
672,tegen,-2.239682,-0.11468194,voor,-0.026367877,-10.776368
673,tegen,-6.0031605,-0.0031604916,voor,-0.2573073,-1.5073073
674,tegen,-1.5031489,-0.25314888,voor,-0.048652086,-13.548652
675,voor,-0.5772854,-0.8272854,voor,-0.012555103,-12.762555
676,tegen,-12.751167,-0.0011673647,tegen,-8.877502,-0.002502175
677,tegen,-2.8166547,-0.066654675,voor,-0.020731302,-8.895731
678,tegen,-6.130235,-0.0052354103,tegen,-13.002061,-0.0020608075
679,voor,-0.12702596,-10.502026,voor,-0.2060115,-1.7060115
680,tegen,-3.533137,-0.033137023,voor,-0.029820729,-10.77982
681,tegen,-14.625837,-0.00083774247,tegen,-8.75079,-0.0007899748
682,voor,-0.13567474,-2.1356747,tegen,-15.501804,-0.0018040574
683,tegen,-15.376173,-0.0011730826,tegen,-1.0579256,-0.43292555
684,voor,-0.043173086,-4.6681733,tegen,-13.625375,-0.00037490393
685,tegen,-9.500262,-0.00026205103,voor,-0.011107947,-11.261108
686,voor,-0.04871852,-9.423718,voor,-0.47419617,-14.099196
687,voor,-0.16057262,-8.285573,tegen,-11.250673,-0.0006731167
688,voor,-0.11661352,-2.4916136,tegen,-3.1707973,-0.045797456
689,tegen,-5.7538457,-0.003845556,voor,-0.25203156,-14.627031
690,tegen,-2.4658985,-0.09089846,voor,-0.07895907,-13.953959
691,tegen,-8.00267,-0.0026704266,voor,-0.08010628,-3.2051063
692,tegen,-1.5079577,-0.25795776,voor,-0.12701693,-12.627017
693,tegen,-12.3818655,-0.006865975,voor,-0.089067504,-9.839067
694,tegen,-7.0016294,-0.0016293597,voor,-0.045535184,-3.295535
695,tegen,-1.7058597,-0.20585966,voor,-0.038117222,-10.663117
696,tegen,-6.2562323,-0.0062324866,voor,-0.026450895,-9.401451
697,tegen,-2.464864,-0.089864075,voor,-0.032933917,-3.657934
698,tegen,-15.25145,-0.0014491602,voor,-0.69934756,-0.69934756
699,tegen,-7.377106,-0.0021063634,voor,-0.021122282,-4.3961225
700,tegen,-4.759782,-0.0097819455,voor,-0.03809955,-12.163099
701,tegen,-11.127296,-0.0022966822,tegen,-11.502053,-0.0020529549
702,tegen,-4.637263,-0.0122626275,voor,-0.03377433,-9.533774
703,tegen,-2.3526473,-0.10264724,voor,-0.0073035914,-6.6323037
704,voor,-0.027494183,-6.777494,voor,-0.012552979,-12.637553
705,voor,-0.12703857,-11.877039,voor,-0.043700762,-3.5437007
706,voor,-0.47953632,-0.9795363,voor,-0.029803256,-14.029803
707,voor,-0.31337473,-12.5633745,voor,-0.12699792,-12.001998
708,voor,-0.16878392,-1.9187839,tegen,-7.876302,-0.001301665
709,voor,-0.083406225,-2.7084062,voor,-0.026391674,-9.901392
710,voor,-0.028012004,-6.403012,tegen,-12.125582,-0.0005819846
711,tegen,-7.5017366,-0.0017367053,tegen,-6.502871,-0.0028710885
712,voor,-0.11364185,-2.4886417,voor,-0.16031389,-14.285314
713,tegen,-4.1430793,-0.018079236,voor,-0.016569396,-7.6415696
714,tegen,-13.001446,-0.0014458299,tegen,-4.7598133,-0.009813227
715,tegen,-2.814733,-0.06473296,voor,-0.009977058,-6.634977
716,voor,-0.02112788,-7.5211277,tegen,-10.000416,-0.0004155377
717,tegen,-11.626602,-0.0016024599,tegen,-6.004873,-0.0048727077
718,voor,-0.16043442,-8.910435,voor,-0.032996785,-4.4079967
719,tegen,-3.7742772,-0.024277126,voor,-0.014413586,-4.6394134
720,tegen,-5.75365,-0.0036503184,voor,-0.04865254,-13.548653
721,voor,-0.07438495,-5.449385,tegen,-11.752029,-0.0020293964
722,voor,-0.06217987,-8.81218,voor,-0.014200172,-13.0142
723,tegen,-10.375318,-0.00031794657,voor,-0.06207737,-9.9370775
724,tegen,-6.5028877,-0.0028877293,voor,-0.16034284,-14.160343
725,voor,-0.05368972,-3.1786897,tegen,-16.137684,-0.012684812
726,tegen,-9.626529,-0.0015285482,tegen,-2.580493,-0.08049297
727,tegen,-4.020668,-0.020668011,voor,-0.026356038,-11.151356
728,voor,-0.087331705,-2.7123318,voor,-0.020670116,-9.52067
729,tegen,-2.3535657,-0.10356573,voor,-0.010832393,-6.8858323
730,voor,-0.10029002,-12.22529,tegen,-4.265423,-0.015422979
731,tegen,-0.9023958,-0.5273958,voor,-0.0144345,-8.389435
732,tegen,-3.773968,-0.02396805,voor,-0.03809863,-12.538098
733,tegen,-12.87646,-0.0014599968,voor,-0.032965295,-3.7829652
734,tegen,-15.1259,-0.0009001429,tegen,-5.629467,-0.0044670315
735,tegen,-10.625766,-0.00076567195,voor,-0.064296864,-2.939297
736,tegen,-1.226575,-0.351575,voor,-0.021281691,-4.1462817
737,voor,-0.07897241,-10.453973,voor,-0.18830286,-1.8133029
738,tegen,-3.0506268,-0.050626796,voor,-0.20748012,-1.7074801
739,tegen,-9.625678,-0.0006784809,voor,-0.019243086,-4.1442432
740,tegen,-12.377046,-0.002045698,tegen,-2.352044,-0.1020441
741,tegen,-7.5012574,-0.0012572571,voor,-0.020648979,-9.645649
742,tegen,-6.0030255,-0.003025483,voor,-0.01590004,-6.3909
743,tegen,-3.7740066,-0.02400657,voor,-0.07895919,-13.828959
744,voor,-0.20804617,-1.7080462,voor,-0.018193958,-12.268194
745,tegen,-1.3193674,-0.31936747,voor,-0.023921253,-7.3989215
746,tegen,-10.000721,-0.00072124926,voor,-0.004354872,-7.254355
747,tegen,-2.2414207,-0.11642085,voor,-0.25200793,-17.002008
748,tegen,-3.41031,-0.035310015,voor,-0.20150505,-13.826505
749,tegen,-4.143458,-0.018457657,voor,-0.04866231,-11.298662
750,tegen,-5.6297636,-0.0047635688,voor,-0.04913353,-3.2991335
751,tegen,-7.501014,-0.00101423,voor,-0.02997621,-8.654976
752,tegen,-13.001454,-0.0014545209,voor,-0.030603966,-4.030604
753,tegen,-12.75181,-0.0018104833,tegen,-1.7062737,-0.2062737
754,tegen,-9.501354,-0.0013544025,voor,-0.21113531,-1.7111353
755,tegen,-2.6991177,-0.074117675,tegen,-7.7521043,-0.0021043406
756,tegen,-9.75193,-0.0019300629,tegen,-0.904025,-0.529025
757,tegen,-7.001419,-0.0014192804,voor,-0.018316165,-9.143316
758,tegen,-9.62568,-0.00068014604,voor,-0.029802559,-15.529802
759,tegen,-9.626079,-0.0010787797,voor,-0.05498778,-10.179988
760,tegen,-11.750388,-0.00038801268,voor,-0.029815875,-12.029816
761,tegen,-4.1452518,-0.02025152,voor,-0.20150563,-12.701506
762,tegen,-10.625947,-0.000947188,voor,-0.5421275,-0.9171275
763,tegen,-8.000681,-0.0006805036,voor,-0.31339937,-15.188399
764,tegen,-3.0526252,-0.05262511,voor,-0.07896932,-11.953969
