,id,gpt-3.5turbo_de PVV_vote,gpt-3.5turbo_de PVV_voor_lprob,gpt-3.5turbo_de PVV_tegen_lprob,gpt-3.5turbo_GroenLinks-PvdA_vote,gpt-3.5turbo_GroenLinks-PvdA_voor_lprob,gpt-3.5turbo_GroenLinks-PvdA_tegen_lprob,gpt-3.5turbo_de VVD_vote,gpt-3.5turbo_de VVD_voor_lprob,gpt-3.5turbo_de VVD_tegen_lprob,gpt-3.5turbo_het NSC_vote,gpt-3.5turbo_het NSC_voor_lprob,gpt-3.5turbo_het NSC_tegen_lprob,gpt-3.5turbo_D66_vote,gpt-3.5turbo_D66_voor_lprob,gpt-3.5turbo_D66_tegen_lprob,gpt-3.5turbo_de BBB_vote,gpt-3.5turbo_de BBB_voor_lprob,gpt-3.5turbo_de BBB_tegen_lprob,gpt-3.5turbo_het CDA_vote,gpt-3.5turbo_het CDA_voor_lprob,gpt-3.5turbo_het CDA_tegen_lprob,gpt-3.5turbo_de SP_vote,gpt-3.5turbo_de SP_voor_lprob,gpt-3.5turbo_de SP_tegen_lprob,gpt-3.5turbo_de ChristenUnie_vote,gpt-3.5turbo_de ChristenUnie_voor_lprob,gpt-3.5turbo_de ChristenUnie_tegen_lprob,gpt-3.5turbo_DENK_vote,gpt-3.5turbo_DENK_voor_lprob,gpt-3.5turbo_DENK_tegen_lprob,gpt-3.5turbo_PvdD_vote,gpt-3.5turbo_PvdD_voor_lprob,gpt-3.5turbo_PvdD_tegen_lprob,gpt-3.5turbo_SGP_vote,gpt-3.5turbo_SGP_voor_lprob,gpt-3.5turbo_SGP_tegen_lprob,gpt-3.5turbo_de FVD_vote,gpt-3.5turbo_de FVD_voor_lprob,gpt-3.5turbo_de FVD_tegen_lprob,gpt-3.5turbo_Volt_vote,gpt-3.5turbo_Volt_voor_lprob,gpt-3.5turbo_Volt_tegen_lprob,gpt-3.5turbo_JA21_vote,gpt-3.5turbo_JA21_voor_lprob,gpt-3.5turbo_JA21_tegen_lprob
735,2023D40717,voor,-0.013369739,-4.45354,voor,-0.0007247025,-8.662901,voor,-0.011772993,-4.591586,voor,-0.0023713699,-6.672795,voor,-0.0019331586,-6.398608,voor,-0.00047571355,-8.609494,voor,-0.012896308,-4.5674314,voor,-0.0027292673,-6.4766426,voor,-0.053999227,-3.1658804,voor,-0.0009835084,-7.692392,voor,-0.002227691,-6.75749,voor,-0.026546083,-3.6548152,voor,-0.0039014807,-5.8814707,voor,-0.0015793748,-7.003607,voor,-0.0074471333,-5.0121603
736,2023D40777,tegen,-4.2489533,-0.015713364,voor,-0.3656606,-1.1919699,tegen,-3.5535617,-0.038806416,voor,-0.06922466,-2.7306283,tegen,-0.76060694,-0.6361906,voor,-0.24290773,-1.5603878,tegen,-2.109934,-0.13369395,tegen,-1.9574839,-0.1535956,tegen,-1.101734,-0.41607085,tegen,-1.4134822,-0.2857203,tegen,-2.225026,-0.116575964,tegen,-2.4342036,-0.093778215,tegen,-1.8945799,-0.16826339,voor,-0.40263698,-1.1103473,tegen,-1.385272,-0.29031655
737,2023D40718,voor,-0.33724743,-1.2755084,voor,-0.027365206,-3.6714025,voor,-0.10876215,-2.3034873,voor,-0.005162601,-5.6389747,voor,-0.006889897,-5.0784383,voor,-0.014156698,-5.1368127,voor,-0.05003336,-3.2745302,voor,-0.099617995,-2.37218,voor,-0.04192682,-3.5244765,voor,-0.05972117,-2.9668353,voor,-0.09473172,-2.4242663,voor,-0.09638281,-2.3962028,voor,-0.107724115,-2.2919989,voor,-0.07991392,-2.6545522,voor,-0.10498511,-2.3329093
738,2023D40776,tegen,-6.0138855,-0.016939366,tegen,-0.82068276,-0.5857775,tegen,-5.3332467,-0.0107828695,tegen,-2.6448076,-0.074556015,tegen,-1.9089968,-0.16414094,tegen,-3.641269,-0.031899776,tegen,-3.3137589,-0.05689822,tegen,-4.1562276,-0.016861297,tegen,-5.4160395,-0.009762699,tegen,-3.8324826,-0.024493515,tegen,-4.280811,-0.014636451,tegen,-4.2838974,-0.014373981,tegen,-4.8484945,-0.015303712,tegen,-4.0060177,-0.018855838,tegen,-2.8318343,-0.061383653
739,2023D40755,tegen,-3.924576,-0.06458121,voor,-0.010337338,-4.6181445,voor,-0.09968695,-2.587539,voor,-0.00060557586,-8.2083235,voor,-0.001679583,-7.234515,voor,-0.025896253,-4.818243,voor,-0.049202647,-3.5996482,voor,-0.09610811,-2.453366,voor,-0.030276733,-4.378822,voor,-0.014144232,-4.4502482,voor,-0.11142991,-2.2593715,voor,-0.0049008233,-5.6593847,tegen,-1.0021224,-0.60876614,voor,-0.008992237,-5.399667,voor,-0.004627718,-5.8720613
740,2023D40573,tegen,-6.52634,-0.010871192,voor,-0.21331494,-1.6632661,tegen,-6.6054244,-0.004653573,tegen,-1.0476072,-0.4386614,tegen,-3.2512598,-0.05135443,tegen,-6.4561896,-0.0022081856,tegen,-6.9175625,-0.0017014834,tegen,-3.074639,-0.051146265,tegen,-4.5632496,-0.014373631,tegen,-4.664114,-0.010335799,tegen,-1.8295217,-0.17697185,tegen,-3.6535847,-0.027436433,tegen,-6.9324794,-0.003587476,tegen,-1.3096423,-0.31993058,tegen,-4.40817,-0.012782385
741,2023D40567,voor,-0.658882,-0.74993885,voor,-0.00089871977,-8.911362,voor,-0.0027967955,-6.7079797,voor,-0.0005689987,-8.547427,voor,-0.004672207,-5.4355745,voor,-0.0034759361,-6.067851,voor,-0.0013378626,-7.5112047,voor,-0.032153655,-3.4848323,voor,-0.009721027,-6.725425,voor,-0.024972674,-3.7551057,voor,-0.0035750074,-5.740439,voor,-0.011087316,-4.708681,voor,-0.39788052,-1.1329079,voor,-0.0023855185,-6.3507895,voor,-0.0012767845,-8.682702
742,2023D40572,voor,-0.23692924,-2.3089812,voor,-0.011690281,-4.854904,voor,-0.04477063,-5.3996444,voor,-0.0020433175,-6.302769,voor,-0.13879453,-2.0582967,voor,-0.012590055,-5.158073,voor,-0.0943046,-3.3855662,voor,-0.025284229,-3.8046842,voor,-0.041464202,-3.8769286,voor,-0.057850495,-3.1736476,voor,-0.030524421,-3.6392415,tegen,-0.9988278,-0.47096908,voor,-0.12340738,-2.479641,voor,-0.004493616,-6.258499,voor,-0.014818408,-4.926958
743,2023D40577,tegen,-1.0906518,-0.5380261,voor,-0.00060152664,-8.400821,voor,-0.40941483,-1.1486058,voor,-0.00044103997,-9.027052,voor,-0.004967728,-5.4061556,voor,-0.0041261306,-5.67565,voor,-0.0054107886,-5.6976886,voor,-0.0012805953,-7.3077555,voor,-0.011589792,-5.1201696,voor,-0.0035568278,-6.020061,voor,-0.02404928,-3.8448997,voor,-0.120647825,-2.1884446,voor,-0.17571495,-1.8551145,voor,-0.0013758298,-10.359317,voor,-0.00047059145,-8.585202
744,2023D40564,voor,-0.16752777,-2.141107,voor,-0.002488261,-6.6730585,voor,-0.30496743,-1.3637538,voor,-0.002746031,-6.115045,voor,-0.002205332,-7.803599,voor,-0.04766784,-3.3158562,voor,-0.014796085,-4.709401,voor,-0.0110813,-4.8246455,voor,-0.023148574,-3.9846811,voor,-0.008615515,-5.589987,voor,-0.010055431,-4.7831097,voor,-0.10470204,-2.3598194,voor,-0.038698506,-3.5880206,voor,-0.01863693,-7.2033443,voor,-0.03670592,-3.3588037
745,2023D40566,tegen,-0.7135948,-0.7127918,voor,-0.013854938,-4.4455547,tegen,-1.2150886,-0.37739438,voor,-0.012290422,-4.6341453,voor,-0.0067825047,-5.4092865,voor,-0.031804863,-3.978319,voor,-0.0319739,-3.7378511,voor,-0.023188401,-4.2032614,voor,-0.06851394,-2.8096962,voor,-0.13703828,-2.111453,voor,-0.022541156,-3.9330997,voor,-0.33636802,-1.2647471,voor,-0.659457,-0.76164323,voor,-0.026981896,-3.895823,voor,-0.09490422,-2.456217
746,2023D40575,tegen,-0.86435115,-0.5639399,voor,-0.020321954,-3.9936152,voor,-0.020989437,-4.9169855,voor,-0.015008542,-4.5161433,voor,-0.011152048,-4.6207027,voor,-0.02648561,-3.8889163,voor,-0.034590304,-3.535645,voor,-0.020273361,-4.0050087,voor,-0.054767627,-3.051445,voor,-0.046140693,-3.130865,voor,-0.046407703,-3.1143665,voor,-0.3186535,-1.3085598,voor,-0.16049159,-1.9185101,voor,-0.04487937,-3.1499724,voor,-0.013782408,-4.361965
747,2023D40569,tegen,-0.73397124,-0.6792151,voor,-0.00043746384,-10.953284,voor,-0.0067889085,-5.3370194,voor,-0.0011576045,-7.7538586,voor,-0.0017330137,-10.876483,voor,-0.0012237974,-7.770219,voor,-0.001937439,-8.8121605,voor,-0.0012122603,-8.013118,voor,-0.005206244,-6.1211786,voor,-0.0070404825,-9.586634,voor,-0.0013704767,-8.349793,voor,-0.011277346,-4.7552958,voor,-0.012622542,-4.7780414,voor,-0.0114788925,-10.306814,voor,-0.0013509493,-8.939235
748,2023D40571,voor,-0.024366591,-3.9281676,voor,-0.00086024636,-11.473873,voor,-0.009249743,-5.5040255,voor,-0.00085191673,-12.005126,voor,-0.00051800517,-11.087609,voor,-0.009322863,-7.8543906,voor,-0.0076527726,-9.119721,voor,-0.020698022,-11.138764,voor,-0.0024044316,-7.832999,voor,-0.0014687958,-11.352545,voor,-0.0014014292,-12.217609,voor,-0.0013815442,-7.8075204,voor,-0.007995541,-4.9837894,voor,-0.0011720099,-9.805285,voor,-0.0019063818,-11.55642
749,2023D40563,tegen,-0.7336441,-0.69580233,voor,-0.0026423642,-6.87678,voor,-0.68562686,-0.73387897,voor,-0.0054774326,-5.344293,voor,-0.001929467,-6.539254,voor,-0.011910354,-5.3150415,voor,-0.0786842,-2.8125079,voor,-0.041099876,-3.2742903,voor,-0.03927555,-3.659408,voor,-0.08795677,-2.5143406,voor,-0.026729263,-3.9035165,voor,-0.1718458,-1.8890013,voor,-0.16458495,-2.0056818,voor,-0.03765053,-3.3204112,voor,-0.026690835,-3.6920197
750,2023D40565,voor,-0.27127516,-1.4912573,voor,-0.0074089197,-5.0391417,voor,-0.12256089,-2.1756272,voor,-0.0029698573,-6.0333405,voor,-0.019778633,-3.9887614,voor,-0.03380245,-3.4842896,voor,-0.017276734,-4.2345505,voor,-0.010953733,-4.6762695,voor,-0.014336495,-4.801915,voor,-0.06463675,-2.7958035,voor,-0.011344183,-4.658517,voor,-0.015790451,-4.247087,voor,-0.040677156,-3.312377,voor,-0.0031765217,-6.9922915,voor,-0.0024221526,-6.514078
751,2023D40331,voor,-0.74909997,-1.2684939,voor,-0.010875671,-6.8543034,voor,-0.034740925,-3.5859094,voor,-0.004578819,-9.984954,voor,-0.002583624,-7.4963675,voor,-0.005298504,-6.0239754,voor,-0.004336595,-7.5224943,voor,-0.025965719,-3.6852732,voor,-0.0073962496,-6.614038,voor,-0.0019864482,-6.518033,voor,-0.017037809,-4.1595664,voor,-0.0032959436,-6.716463,voor,-0.164662,-1.8944174,voor,-0.0009794593,-8.191804,voor,-0.0060863965,-5.274441
752,2023D40279,tegen,-5.7886314,-0.06204241,tegen,-0.74167705,-0.6573608,tegen,-0.89317554,-0.58199733,voor,-0.34333152,-1.243089,tegen,-1.6107568,-0.22516528,tegen,-2.2804449,-0.114490375,tegen,-2.5034335,-0.09087005,tegen,-1.9772191,-0.15647556,tegen,-3.1513596,-0.048139628,tegen,-2.892855,-0.062158816,tegen,-1.571977,-0.2375597,tegen,-2.8097157,-0.065292716,tegen,-2.7567341,-0.09092068,tegen,-0.94035006,-0.49854705,tegen,-3.3608284,-0.03632917
753,2023D40189,voor,-0.19881651,-1.7288153,voor,-0.0015154578,-7.066428,tegen,-0.9466776,-0.5029177,voor,-0.003878339,-5.665215,voor,-0.02220718,-3.8547688,voor,-0.013941461,-4.589413,voor,-0.021091694,-3.9338572,voor,-0.013689986,-4.368394,voor,-0.06598543,-2.7878292,voor,-0.03244658,-3.4523113,voor,-0.002422987,-7.143843,voor,-0.052899107,-2.9811943,tegen,-0.7332486,-0.655856,voor,-0.0014278558,-7.1289244,voor,-0.0044953967,-5.4556828
754,2023D40325,tegen,-3.1787953,-0.046883162,voor,-0.11443148,-2.2545624,tegen,-0.7578723,-0.6441638,voor,-0.095707275,-2.398739,voor,-0.04408397,-3.2319808,voor,-0.09889412,-2.471445,voor,-0.48105952,-1.0019603,voor,-0.6817846,-0.70721716,tegen,-1.0977628,-0.42518404,tegen,-0.71432275,-0.6753976,voor,-0.06721314,-2.7691479,voor,-0.63324344,-0.7639655,tegen,-1.0508687,-0.4349973,voor,-0.16206908,-1.9124925,voor,-0.05776622,-2.9078448
755,2023D40175,tegen,-2.9256961,-0.06421538,voor,-0.1665055,-1.8867966,tegen,-1.5070754,-0.26023403,tegen,-1.599796,-0.22637157,tegen,-0.89905953,-0.52496743,tegen,-0.9757829,-0.48191693,tegen,-2.988938,-0.05722892,tegen,-2.7549136,-0.06688327,tegen,-2.0687788,-0.13928571,tegen,-2.445764,-0.091443434,voor,-0.54314774,-0.88144654,tegen,-1.8500663,-0.17313683,tegen,-3.3952582,-0.035766754,voor,-0.62577933,-0.7682125,tegen,-1.0375687,-0.44258657
756,2023D40186,voor,-0.510284,-0.96560055,voor,-0.052285083,-3.0978937,tegen,-2.2230604,-0.3135449,voor,-0.2087646,-1.6814818,voor,-0.11368547,-2.2412832,tegen,-1.4051774,-0.28675014,voor,-0.19672108,-1.9583921,voor,-0.55868226,-0.85498506,tegen,-0.75619364,-0.6514039,voor,-0.16408803,-1.8964641,voor,-0.48966515,-0.9517814,voor,-0.6751104,-0.7156206,tegen,-3.379826,-0.036808424,voor,-0.5446911,-0.8716221,voor,-0.07165965,-2.6993184
757,2023D40328,voor,-0.36811045,-1.2237813,voor,-0.002818551,-6.1276717,voor,-0.41599157,-1.085139,voor,-0.004093243,-5.735222,voor,-0.041989695,-3.2035956,voor,-0.014759562,-4.4262395,voor,-0.004442582,-5.924912,voor,-0.051489055,-3.0762084,voor,-0.015266501,-4.4485607,voor,-0.0044761663,-7.1597304,voor,-0.0977165,-2.387828,voor,-0.1864975,-1.7839286,voor,-0.059470613,-2.9018836,voor,-0.014602851,-4.277691,voor,-0.012126266,-4.8016696
758,2023D40330,voor,-0.028177746,-3.6372895,voor,-0.0007389923,-9.625621,voor,-0.0022223413,-9.38862,voor,-0.0011024682,-9.411396,voor,-0.0012377296,-10.253601,voor,-0.019998102,-10.453585,voor,-0.0019142382,-9.796203,voor,-0.0008678717,-10.623096,voor,-0.006226321,-6.2419653,voor,-0.00038395973,-13.039863,voor,-0.00063678523,-8.122362,voor,-0.0018291725,-7.8989105,voor,-0.0035612271,-8.055561,voor,-0.0018950795,-9.486583,voor,-0.0026283348,-10.948999
759,2023D40317,tegen,-1.968905,-0.1561398,voor,-0.0024445006,-7.2896013,voor,-0.27494764,-1.4341807,voor,-0.006770315,-5.277623,voor,-0.011860882,-4.4781904,voor,-0.024200443,-3.8567677,voor,-0.024263743,-3.8259988,voor,-0.010872608,-5.1862555,voor,-0.08384854,-2.6815486,voor,-0.017890614,-4.056728,voor,-0.005503984,-5.279531,tegen,-1.0645139,-0.42433912,voor,-0.3855982,-1.1439486,voor,-0.0045603076,-5.5425377,voor,-0.00568785,-5.572834
760,2023D40316,tegen,-2.7933042,-0.06681235,voor,-0.001307737,-7.979717,tegen,-1.3760648,-0.29314083,voor,-0.011646934,-4.4849973,voor,-0.005703619,-5.2324815,voor,-0.1107778,-2.3398237,voor,-0.008140526,-5.1321697,voor,-0.23166867,-1.5826514,voor,-0.11370281,-2.2449665,voor,-0.0046688803,-5.4311748,voor,-0.006407924,-5.0824766,voor,-0.11622347,-2.2260144,tegen,-1.7124876,-0.20053998,voor,-0.00054540735,-8.823212,voor,-0.02140294,-3.8810105
761,2023D40285,voor,-0.14590143,-2.2640064,voor,-0.0016211456,-9.308222,voor,-0.022637198,-4.4499903,voor,-0.0032000507,-6.1476607,voor,-0.00240467,-8.797637,voor,-0.006715252,-5.613437,voor,-0.008951114,-6.91061,voor,-0.007125119,-5.4631796,voor,-0.015173742,-4.5916357,voor,-0.001484032,-7.983431,voor,-0.002829723,-7.399785,voor,-0.0046202415,-5.6866326,voor,-0.02817948,-3.6438296,voor,-0.0027123806,-6.5174713,voor,-0.003706135,-6.045801
762,2023D40319,tegen,-3.9701812,-0.025595337,voor,-0.013361864,-4.541274,voor,-0.13259393,-2.2334201,voor,-0.054596297,-2.9657328,voor,-0.109196596,-2.2807322,voor,-0.053820986,-3.0258327,voor,-0.59518456,-0.8417094,voor,-0.10564238,-2.3214016,voor,-0.06687781,-3.138369,voor,-0.33821052,-1.2510448,voor,-0.19481668,-1.7383195,tegen,-0.72442734,-0.6663867,voor,-0.65034693,-0.7943823,voor,-0.055564977,-3.0051575,voor,-0.13421056,-2.0944233
763,2023D40286,tegen,-1.4272045,-0.27735937,voor,-0.00075304735,-7.454498,voor,-0.0501235,-3.2572882,voor,-0.00045843268,-8.274745,voor,-0.002667331,-6.068343,voor,-0.004121738,-8.292223,voor,-0.0076345433,-5.0028605,voor,-0.0027500766,-6.3083873,voor,-0.0042791422,-6.059243,voor,-0.0018687831,-8.466185,voor,-0.011621476,-4.5168514,voor,-0.0029968394,-7.813708,voor,-0.008641636,-4.8466735,voor,-0.0010213786,-9.064771,voor,-0.0008192769,-7.5300474
764,2023D40261,tegen,-1.5911088,-0.23528908,voor,-0.00044092073,-8.932812,voor,-0.03420089,-3.4187052,voor,-0.0009650575,-7.536604,voor,-0.0023938443,-6.7936554,voor,-0.014179967,-4.3840113,voor,-0.004577396,-8.069046,voor,-0.022947382,-3.8040218,voor,-0.09765195,-2.4219604,voor,-0.003031548,-6.081847,voor,-0.006292195,-5.1293373,voor,-0.05129486,-3.0236611,voor,-0.3456253,-1.3040241,voor,-0.0111902375,-4.5631714,voor,-0.0050304714,-5.4182234
765,2023D40256,tegen,-0.84449536,-0.5714813,voor,-0.0036933126,-9.842551,voor,-0.022648621,-5.5490065,voor,-0.00072553696,-12.015677,voor,-0.0006834837,-7.938603,voor,-0.0025401094,-7.925388,voor,-0.04764329,-3.3182654,voor,-0.0011918949,-7.6769123,voor,-0.0049029584,-8.087132,voor,-0.0005575588,-9.164769,voor,-0.0010619867,-7.9623713,voor,-0.0092643965,-5.392569,voor,-0.04870364,-3.8771758,voor,-0.00023536409,-9.054076,voor,-0.0017493189,-6.9344754
766,2023D40258,voor,-0.022405365,-4.332937,voor,-0.0010066082,-8.731604,voor,-0.003519295,-7.9089336,voor,-0.0016400695,-7.403095,voor,-0.0021691746,-8.377723,voor,-0.011705601,-7.3794804,voor,-0.0031016618,-9.133015,voor,-0.003410132,-6.2030907,voor,-0.010030648,-4.922371,voor,-0.0058793756,-11.07203,voor,-0.0049367663,-5.3641496,voor,-0.0038652776,-7.0175104,voor,-0.004633165,-5.489132,voor,-0.0069724093,-9.623231,voor,-0.0049717627,-8.465049
767,2023D40281,tegen,-7.713314,-0.0048315497,voor,-0.20330916,-1.7035915,tegen,-3.5903907,-0.0422873,voor,-0.057337325,-2.9076524,voor,-0.10995451,-2.27441,tegen,-0.9454624,-0.5138828,tegen,-1.4972193,-0.28191787,voor,-0.17587523,-1.8617234,tegen,-1.1924983,-0.36735645,voor,-0.021531988,-3.8891888,voor,-0.24448806,-1.5375941,tegen,-2.8254576,-0.06287294,tegen,-4.6626797,-0.010961631,voor,-0.17491822,-1.857604,voor,-0.19471444,-1.7509049
768,2023D40263,voor,-0.038940232,-4.8335934,voor,-0.003041174,-8.784295,voor,-0.00960568,-5.588742,voor,-0.0005345635,-9.747781,voor,-0.0021910642,-8.000684,voor,-0.008335014,-9.382021,voor,-0.09546869,-7.2698345,voor,-0.0012343993,-7.6509175,voor,-0.107221894,-8.908508,voor,-0.019581916,-7.522296,voor,-0.002028804,-7.0332427,voor,-0.0075023905,-6.389472,voor,-0.0055919494,-6.1799293,voor,-0.0019260175,-9.025469,voor,-0.0007727013,-8.265284
769,2023D40257,voor,-0.1411045,-2.1392372,voor,-0.0031463432,-9.973184,voor,-0.08078495,-2.6880047,voor,-0.0018310616,-9.572195,voor,-0.0042402125,-5.878317,voor,-0.027707323,-10.3025675,voor,-0.012052412,-6.62994,voor,-0.011836612,-8.574274,voor,-0.0068125995,-6.4034476,voor,-0.0031524077,-6.0669055,voor,-0.0033563015,-9.191516,voor,-0.02087188,-4.595974,voor,-0.018420205,-4.7623816,voor,-0.0028505214,-9.633197,voor,-0.009739916,-8.325904
770,2023D39559,voor,-0.027447918,-4.2720346,voor,-0.00064381096,-7.672887,voor,-0.30497974,-1.4302411,voor,-0.00053599395,-7.933811,voor,-0.00065643917,-7.8019853,voor,-0.0020850701,-6.379725,voor,-0.009284474,-5.2054667,voor,-0.002096134,-6.3061275,voor,-0.0031540694,-6.7753882,voor,-0.0033232688,-6.4607167,voor,-0.00599729,-5.183583,voor,-0.0042667966,-5.4961166,voor,-0.09099468,-2.5922287,voor,-0.0016917271,-6.4860516,voor,-0.027006492,-3.6333525
771,2023D39365,tegen,-0.8471561,-0.60861164,voor,-0.00058210373,-8.873421,voor,-0.0069923038,-5.1685257,voor,-0.0017082561,-7.5904837,voor,-0.0022793154,-6.9360085,voor,-0.0069100256,-6.404659,voor,-0.0026200125,-6.3515086,voor,-0.010031944,-4.760738,voor,-0.055803336,-3.0741844,voor,-0.0088329585,-4.846098,voor,-0.0012876173,-8.569447,voor,-0.10521647,-2.314239,voor,-0.10031655,-2.3780189,voor,-0.004192606,-7.5201955,voor,-0.0018739052,-6.665225
772,2023D39419,voor,-0.64545316,-0.75794286,voor,-0.012884661,-4.6372685,voor,-0.054025095,-3.09234,voor,-0.0056444667,-5.322285,voor,-0.032115556,-3.4733577,voor,-0.014033156,-4.430709,voor,-0.03650607,-3.528028,voor,-0.024126085,-3.823721,voor,-0.12680063,-2.2494316,voor,-0.12620723,-2.1686745,voor,-0.122909054,-2.1644607,voor,-0.22827618,-1.6000642,voor,-0.32517508,-1.3052166,voor,-0.016164226,-4.16217,voor,-0.013420561,-4.3709607
773,2023D39383,tegen,-0.7434567,-0.65036285,voor,-0.00077043637,-7.602236,voor,-0.07787741,-2.6119542,voor,-0.0062348526,-5.225429,voor,-0.0019155495,-6.502604,voor,-0.009001562,-5.076354,voor,-0.003892711,-6.4098988,voor,-0.0475636,-3.1022034,voor,-0.010814349,-4.744653,voor,-0.0032645767,-5.9695787,voor,-0.016222289,-4.1817,voor,-0.042041715,-3.2147865,voor,-0.07468811,-2.6419108,voor,-0.0027795585,-6.101395,voor,-0.004112712,-6.9799027
774,2023D39382,tegen,-1.7936698,-0.19547947,voor,-0.021251831,-3.9826567,tegen,-1.8626139,-0.1804316,voor,-0.03620535,-3.4002876,voor,-0.22650397,-1.6063524,voor,-0.41058904,-1.1023462,tegen,-1.0287225,-0.45343757,voor,-0.1631788,-1.9081701,voor,-0.6069517,-0.829381,voor,-0.10193397,-2.350225,voor,-0.06255754,-2.8403132,voor,-0.5481984,-0.8661153,tegen,-1.974673,-0.15337065,voor,-0.2947068,-1.3703752,voor,-0.030978879,-3.5218465
775,2023D39647,voor,-0.657323,-0.7691642,voor,-0.003729534,-6.083916,voor,-0.48478806,-0.9697696,voor,-0.0260462,-3.677343,voor,-0.052354872,-2.9977894,voor,-0.061302036,-2.9798849,voor,-0.31403285,-1.3926365,voor,-0.007587456,-5.8300476,voor,-0.13429968,-2.2365127,voor,-0.08550115,-2.5363698,voor,-0.012406985,-5.5793204,voor,-0.43067452,-1.0604887,voor,-0.32923186,-1.2831885,voor,-0.010470414,-4.7196817,voor,-0.011021293,-4.602284
776,2023D39492,voor,-0.037695196,-3.391968,voor,-0.0003709702,-11.074523,voor,-0.006842418,-6.846513,voor,-0.005119904,-10.5478525,voor,-0.0007574542,-9.9125595,voor,-0.0059462218,-9.769694,voor,-0.0022169882,-9.239188,voor,-0.0026968163,-11.191156,voor,-0.0043723253,-7.4154515,voor,-0.00047285634,-9.013872,voor,-0.001892103,-9.957796,voor,-0.0051330654,-6.4588647,voor,-0.004475101,-8.0445,voor,-0.0019614631,-6.545319,voor,-0.0013015458,-7.1304007
777,2023D39488,tegen,-3.9785197,-0.023935571,voor,-0.0023997938,-9.802616,voor,-0.34983957,-1.4898885,voor,-0.00039218477,-11.768268,voor,-0.0008560742,-9.671732,voor,-0.0028526634,-9.155744,voor,-0.017161088,-6.7351003,voor,-0.0008822843,-9.649755,voor,-0.005979397,-9.862314,voor,-0.00071648485,-9.422519,voor,-0.0011183077,-12.42409,voor,-0.0037806006,-6.9582424,voor,-0.015397393,-4.442476,voor,-0.0006210577,-9.717912,voor,-0.0020920883,-9.898893
778,2023D39438,voor,-0.025951304,-3.8038654,voor,-0.0015639003,-6.8286552,voor,-0.016885674,-4.516466,voor,-0.002826039,-6.227327,voor,-0.0047563263,-5.4710937,voor,-0.020237269,-4.1077504,voor,-0.002053789,-7.4248977,voor,-0.007695706,-5.2457824,voor,-0.019235132,-4.0663886,voor,-0.004775907,-5.931883,voor,-0.016018296,-4.1823583,voor,-0.05525629,-2.9352841,voor,-0.009169318,-4.916346,voor,-0.0053881416,-5.3167706,voor,-0.0066624386,-5.318239
779,2023D39459,tegen,-4.785619,-0.012179365,voor,-0.030706394,-3.661003,tegen,-0.718815,-0.6880171,voor,-0.34669307,-1.2428913,voor,-0.04600283,-3.1637645,voor,-0.120152906,-2.256332,voor,-0.21437888,-1.6828427,voor,-0.012849239,-4.4136806,voor,-0.6293437,-0.80288,voor,-0.04273492,-3.224982,tegen,-0.8373105,-0.5739743,voor,-0.31243536,-1.3410742,tegen,-2.3571584,-0.10432795,voor,-0.03527296,-3.5073323,voor,-0.31181177,-1.3225807
780,2023D39432,voor,-0.09713436,-4.9654284,voor,-0.0031474156,-10.733093,voor,-0.20837985,-1.7080804,voor,-0.00067062076,-7.9119196,voor,-0.00088501495,-8.438911,voor,-0.0043153493,-7.263036,voor,-0.009907304,-6.450234,voor,-0.0035600427,-6.1200247,voor,-0.0063717943,-5.444265,voor,-0.017108003,-4.246663,voor,-0.000807606,-8.463525,voor,-0.027032949,-3.7067413,voor,-0.10777593,-2.383344,voor,-0.00064810226,-8.033319,voor,-0.0051267846,-6.707575
781,2023D39402,voor,-0.0119742025,-4.7316914,voor,-0.0006585849,-10.772717,voor,-0.012364253,-4.724368,voor,-0.0006672831,-9.59096,voor,-0.0006158164,-7.720308,voor,-0.0076063895,-7.919365,voor,-0.0021240918,-7.606054,voor,-0.0013159511,-8.103043,voor,-0.008632769,-7.616743,voor,-0.00043674864,-9.596844,voor,-0.0011747478,-8.574381,voor,-0.008889201,-4.7689486,voor,-0.0049415124,-6.553859,voor,-0.001196421,-7.1356416,voor,-0.006724249,-9.294801
782,2023D39397,tegen,-2.7476773,-0.068636484,voor,-0.016267555,-4.4341755,tegen,-1.6580998,-0.22009052,voor,-0.009599774,-4.7894745,voor,-0.079822466,-2.5965672,voor,-0.084998146,-2.5821886,tegen,-0.79916996,-0.6263451,voor,-0.19766545,-1.7749856,voor,-0.43324715,-1.1348252,voor,-0.53565985,-0.8862534,voor,-0.27676755,-1.423084,voor,-0.4078552,-1.1063778,voor,-0.6674938,-0.72247505,voor,-0.053835105,-3.0096133,voor,-0.1306781,-2.1057987
783,2023D39550,voor,-0.016917678,-4.4507117,voor,-0.0012071383,-10.401882,voor,-0.013727138,-4.3993607,voor,-0.00044496998,-9.816726,voor,-0.00081760803,-8.253589,voor,-0.0018121521,-9.077787,voor,-0.0033280263,-6.979446,voor,-0.0014334439,-7.9840345,voor,-0.0032122957,-8.588259,voor,-0.001277496,-8.531982,voor,-0.0019330394,-6.6857786,voor,-0.0060756183,-5.2234216,voor,-0.0025452205,-7.6935434,voor,-0.00435796,-10.71888,voor,-0.00090097735,-7.6919255
