,id,PVV,GroenLinks-PvdA,VVD,NSC,D66,BBB,CDA,SP,ChristenUnie,DENK,PvdD,SGP,FVD,Volt,JA21,gpt-3.5turbo_vote,gpt-3.5turbo_voor_lprob,gpt-3.5turbo_tegen_lprob
642,2023D42023,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,1.0,-1,1.0,1,1.0,-1.0,1,1.0,voor,-0.010245655,-4.5878215
643,2023D41878,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1.0,1,-1.0,-1,1.0,-1.0,-1,1.0,tegen,-1.2484525,-0.33839735
644,2023D42175,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1,1.0,1.0,1,1.0,voor,-0.0071287886,-4.950322
645,2023D42172,-1.0,1.0,1.0,1.0,1.0,1.0,1,-1.0,1,1.0,1,1.0,1.0,1,1.0,voor,-0.031371154,-3.4787664
646,2023D42186,1.0,-1.0,1.0,1.0,1.0,1.0,-1,-1.0,-1,1.0,-1,1.0,1.0,1,1.0,voor,-0.011723393,-4.453273
647,2023D42176,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1,-1.0,1.0,1,-1.0,voor,-0.002098753,-6.260813
648,2023D42163,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1.0,-1,-1.0,-1,-1.0,1.0,-1,1.0,tegen,-8.283409,-0.00034166078
649,2023D42076,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,1.0,-1,-1.0,1,-1.0,-1.0,1,-1.0,tegen,-0.803141,-0.5943092
650,2023D42087,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1,1.0,-1,-1.0,1,1.0,1.0,-1,1.0,voor,-0.013342924,-4.324424
651,2023D42164,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1,1.0,1.0,-1,1.0,tegen,-4.829343,-0.008164522
652,2023D42167,1.0,1.0,1.0,1.0,1.0,1.0,-1,-1.0,-1,1.0,1,1.0,1.0,1,1.0,voor,-0.0015708031,-6.4780493
653,2023D42075,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,1.0,-1,-1.0,1,-1.0,1.0,1,-1.0,tegen,-1.2010701,-0.35814404
654,2023D42066,1.0,1.0,-1.0,1.0,1.0,1.0,1,1.0,1,1.0,1,1.0,-1.0,1,1.0,voor,-0.0031537118,-5.8315516
655,2023D42162,1.0,1.0,-1.0,1.0,-1.0,1.0,-1,1.0,-1,1.0,1,1.0,1.0,1,1.0,voor,-0.0077263457,-4.872972
656,2023D42082,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1.0,-1,-1.0,-1,1.0,1.0,-1,1.0,voor,-0.006981526,-4.9720693
657,2023D42159,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,1.0,-1,1.0,1,1.0,1.0,1,1.0,voor,-0.003175337,-5.776191
658,2023D42180,1.0,-1.0,1.0,1.0,-1.0,1.0,-1,1.0,-1,1.0,-1,1.0,1.0,1,-1.0,voor,-0.018468892,-4.0013294
659,2023D42058,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1,-1.0,1,-1.0,1,-1.0,-1.0,1,-1.0,voor,-0.021905854,-3.848423
660,2023D42173,1.0,1.0,-1.0,1.0,-1.0,1.0,-1,1.0,-1,1.0,1,-1.0,1.0,1,1.0,voor,-0.011090147,-4.508733
661,2023D42064,-1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1,1.0,-1.0,1,1.0,voor,-0.22834061,-1.5895085
662,2023D42165,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1,-1.0,-1,-1.0,-1,1.0,1.0,-1,1.0,voor,-0.009917103,-4.620719
663,2023D42177,1.0,1.0,-1.0,1.0,1.0,1.0,1,1.0,1,1.0,1,1.0,1.0,1,-1.0,voor,-0.0050235945,-5.3008723
664,2023D42056,-1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1,1.0,-1.0,1,-1.0,voor,-3.7027545e-05,-10.585774
665,2023D42051,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1,1.0,1,-1.0,1,1.0,-1.0,1,-1.0,voor,-0.043597136,-3.1559172
666,2023D42080,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1,1.0,1,1.0,1,-1.0,-1.0,1,-1.0,voor,-0.011307756,-4.492961
667,2023D42044,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1.0,-1,-1.0,-1,-1.0,-1.0,-1,-1.0,voor,-0.045952853,-3.104638
668,2023D42160,1.0,1.0,-1.0,1.0,-1.0,1.0,-1,1.0,-1,1.0,1,-1.0,1.0,1,1.0,voor,-0.026124025,-3.658578
669,2023D42053,1.0,-1.0,1.0,1.0,1.0,1.0,1,-1.0,1,1.0,-1,1.0,-1.0,1,1.0,voor,-0.008112972,-4.821002
670,2023D42045,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1,1.0,-1,1.0,1,-1.0,1.0,1,-1.0,voor,-0.12678184,-2.128327
671,2023D42042,-1.0,1.0,-1.0,1.0,1.0,1.0,-1,1.0,1,1.0,1,-1.0,-1.0,1,-1.0,voor,-0.002303578,-6.0775447
672,2023D42052,1.0,1.0,-1.0,1.0,-1.0,1.0,-1,1.0,1,1.0,1,1.0,-1.0,1,-1.0,voor,-0.07994749,-2.5663748
673,2023D42050,1.0,1.0,1.0,1.0,1.0,-1.0,1,1.0,1,1.0,1,1.0,-1.0,1,1.0,voor,-0.5242859,-0.8966156
674,2023D42166,1.0,1.0,1.0,1.0,1.0,1.0,1,-1.0,1,1.0,-1,1.0,1.0,1,1.0,voor,-0.00089657406,-7.174799
675,2023D42041,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1,1.0,1.0,1,1.0,voor,-0.008367408,-4.803547
676,2023D42043,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1.0,-1,-1.0,-1,-1.0,-1.0,-1,-1.0,voor,-0.6602656,-0.72742337
677,2023D42077,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1,-1.0,-1,-1.0,-1,1.0,1.0,-1,1.0,voor,-0.13697268,-2.056143
678,2023D41914,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,-1.0,-1,1.0,tegen,-12.006549,-4.8471098e-05
679,2023D42032,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,1.0,-1,1.0,-1,-1.0,1.0,-1,1.0,voor,-0.14190936,-2.0230052
680,2023D42021,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1,-1.0,1,1.0,1,1.0,1.0,-1,1.0,voor,-0.013886448,-4.2852793
681,2023D41884,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,1.0,-1,1.0,1,-1.0,-1.0,1,-1.0,tegen,-1.6417836,-0.21548733
682,2023D42034,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1.0,-1,-1.0,-1,-1.0,1.0,-1,1.0,tegen,-4.49033,-0.011377775
683,2023D41885,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1,1.0,-1,1.0,1,-1.0,-1.0,1,-1.0,voor,-0.012883718,-4.360273
684,2023D42018,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1.0,-1,1.0,-1,-1.0,1.0,-1,1.0,tegen,-5.920821,-0.0027625565
685,2023D41874,-1.0,1.0,1.0,1.0,1.0,-1.0,1,1.0,1,1.0,1,1.0,-1.0,1,-1.0,voor,-0.07846501,-2.585526
686,2023D41879,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1,1.0,1.0,1,1.0,voor,-0.00045247984,-7.7924848
687,2023D41881,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,1.0,-1,-1.0,tegen,-1.5939944,-0.22722836
688,2023D41876,-1.0,-1.0,1.0,1.0,-1.0,1.0,1,-1.0,1,-1.0,-1,1.0,1.0,-1,1.0,tegen,-1.1192205,-0.39556095
689,2023D41835,1.0,1.0,-1.0,1.0,1.0,-1.0,-1,1.0,1,1.0,1,-1.0,1.0,1,-1.0,voor,-0.009848051,-4.626433
690,2023D41837,1.0,1.0,1.0,-1.0,1.0,1.0,1,1.0,1,1.0,-1,1.0,-1.0,1,1.0,voor,-0.013781577,-4.294841
691,2023D41836,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1,1.0,-1,1.0,1,-1.0,-1.0,1,-1.0,voor,-0.032009464,-3.4581225
692,2023D41738,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,1.0,-1,1.0,1,-1.0,1.0,-1,1.0,voor,-0.0010969995,-6.8475976
693,2023D41741,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,1.0,-1,1.0,1,1.0,1.0,1,-1.0,voor,-0.04355389,-3.155908
694,2023D41833,1.0,-1.0,-1.0,1.0,-1.0,1.0,1,-1.0,1,-1.0,-1,1.0,1.0,-1,1.0,voor,-0.04801648,-3.062028
695,2023D41635,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,1.0,-1,1.0,-1,1.0,1.0,1,1.0,voor,-0.058084026,-2.876577
696,2023D41643,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1,1.0,-1,1.0,1,-1.0,1.0,-1,1.0,voor,-0.13066815,-2.100162
697,2023D41834,1.0,-1.0,1.0,1.0,1.0,1.0,1,1.0,1,1.0,-1,1.0,1.0,1,1.0,voor,-0.22220539,-1.6168168
698,2023D41737,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,1.0,-1,1.0,1,-1.0,-1.0,-1,-1.0,voor,-0.19408365,-1.7351642
699,2023D41827,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1,1.0,1,-1.0,1,-1.0,-1.0,1,-1.0,voor,-0.08887785,-2.464946
700,2023D41832,1.0,-1.0,1.0,1.0,-1.0,1.0,-1,-1.0,1,-1.0,-1,1.0,1.0,-1,1.0,voor,-0.019505339,-3.9473426
701,2023D41825,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1.0,-1,-1.0,-1,1.0,1.0,-1,1.0,voor,-0.66266704,-0.7252815
702,2023D41641,1.0,-1.0,1.0,1.0,-1.0,1.0,1,1.0,1,1.0,1,1.0,1.0,1,1.0,voor,-0.04494034,-3.1264985
703,2023D41831,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1,-1.0,-1,-1.0,1,-1.0,-1.0,1,-1.0,voor,-0.042186625,-3.187336
704,2023D41751,1.0,-1.0,1.0,1.0,-1.0,1.0,-1,1.0,1,1.0,1,1.0,1.0,-1,1.0,voor,-0.32926592,-1.2713016
705,2023D41649,1.0,1.0,1.0,1.0,-1.0,1.0,-1,1.0,-1,-1.0,1,-1.0,1.0,1,1.0,voor,-0.16253468,-1.897543
706,2023D41821,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1,-1.0,1,-1.0,-1,1.0,1.0,-1,1.0,voor,-0.03150851,-3.4745703
707,2023D41648,1.0,1.0,1.0,1.0,1.0,1.0,-1,1.0,1,1.0,1,1.0,1.0,1,1.0,voor,-0.011797852,-4.4476347
708,2023D41812,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1.0,-1,-1.0,-1,1.0,1.0,-1,1.0,tegen,-1.4787154,-0.2589011
709,2023D41851,1.0,-1.0,1.0,,1.0,1.0,1,-1.0,1,-1.0,-1,1.0,1.0,-1,1.0,voor,-0.005953806,-5.1331625
710,2023D41819,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1.0,-1,-1.0,-1,1.0,-1.0,-1,1.0,tegen,-12.659366,-5.216641e-05
711,2023D41817,-1.0,1.0,-1.0,1.0,1.0,1.0,-1,1.0,1,1.0,1,-1.0,-1.0,1,-1.0,voor,-0.23155509,-1.5770065
712,2023D41849,1.0,-1.0,1.0,,1.0,1.0,1,-1.0,1,1.0,-1,1.0,1.0,-1,1.0,voor,-0.0033359907,-5.7227116
713,2023D41846,1.0,1.0,-1.0,1.0,1.0,-1.0,-1,1.0,1,1.0,1,-1.0,-1.0,1,-1.0,voor,-0.2707372,-1.4394269
714,2023D41845,-1.0,,-1.0,,-1.0,-1.0,-1,1.0,-1,1.0,1,-1.0,-1.0,1,-1.0,voor,-0.36371464,-1.1880784
715,2023D41844,-1.0,-1.0,1.0,,-1.0,1.0,1,-1.0,-1,-1.0,-1,1.0,1.0,-1,1.0,voor,-0.033347007,-3.4180439
716,2023D41842,-1.0,-1.0,1.0,,-1.0,1.0,1,-1.0,-1,-1.0,-1,1.0,1.0,-1,1.0,tegen,-2.4595628,-0.089561895
717,2023D41840,1.0,1.0,-1.0,,1.0,-1.0,-1,1.0,-1,1.0,1,-1.0,-1.0,1,-1.0,tegen,-1.0646937,-0.42318746
718,2023D40875,-1.0,1.0,-1.0,,-1.0,1.0,-1,1.0,1,1.0,1,-1.0,-1.0,1,-1.0,voor,-0.24788703,-1.517033
719,2023D40927,1.0,-1.0,-1.0,,-1.0,1.0,-1,-1.0,-1,-1.0,-1,1.0,1.0,-1,1.0,voor,-0.0115258,-4.474117
720,2023D40458,-1.0,1.0,1.0,,1.0,-1.0,1,1.0,1,1.0,1,-1.0,-1.0,1,-1.0,voor,-0.0021669136,-6.278822
721,2023D40760,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1,-1.0,-1,-1.0,-1,-1.0,1.0,-1,1.0,tegen,-1.0643417,-0.42335048
722,2023D41574,1.0,1.0,1.0,1.0,1.0,1.0,1,-1.0,1,1.0,-1,1.0,1.0,1,1.0,voor,-0.00049381785,-7.663727
723,2023D41437,-1.0,1.0,-1.0,1.0,1.0,-1.0,1,1.0,1,1.0,1,1.0,-1.0,1,-1.0,voor,-0.10041004,-2.3497844
724,2023D40750,-1.0,1.0,-1.0,,1.0,-1.0,1,1.0,1,1.0,1,-1.0,-1.0,1,-1.0,voor,-0.0025163272,-5.990628
725,2023D40757,1.0,-1.0,-1.0,,-1.0,1.0,-1,-1.0,-1,-1.0,-1,-1.0,1.0,-1,-1.0,tegen,-6.9633174,-0.0010580566
726,2023D40743,1.0,-1.0,-1.0,,-1.0,1.0,-1,1.0,-1,1.0,1,1.0,1.0,1,-1.0,tegen,-0.99568284,-0.46132386
727,2023D40770,1.0,-1.0,-1.0,,-1.0,1.0,1,1.0,1,1.0,-1,1.0,1.0,-1,1.0,voor,-0.015882676,-4.1521664
728,2023D40778,1.0,-1.0,-1.0,,-1.0,1.0,-1,1.0,-1,1.0,-1,1.0,1.0,-1,1.0,voor,-0.02602531,-3.6647544
729,2023D40775,1.0,-1.0,-1.0,,-1.0,1.0,-1,-1.0,-1,1.0,-1,1.0,1.0,-1,1.0,voor,-0.19083792,-1.7503929
730,2023D40774,1.0,-1.0,-1.0,,-1.0,1.0,-1,-1.0,-1,-1.0,-1,1.0,1.0,-1,1.0,voor,-0.26748556,-1.4497328
731,2023D40764,1.0,-1.0,-1.0,,-1.0,1.0,1,1.0,1,1.0,-1,1.0,1.0,1,1.0,voor,-0.073746584,-2.6441507
732,2023D40747,1.0,1.0,1.0,,1.0,1.0,1,1.0,1,1.0,1,1.0,-1.0,1,1.0,voor,-0.0016067476,-6.4463644
733,2023D40740,1.0,1.0,-1.0,,-1.0,1.0,-1,1.0,-1,1.0,1,-1.0,1.0,1,-1.0,tegen,-1.3135772,-0.3134094
734,2023D40738,1.0,1.0,-1.0,,-1.0,1.0,-1,1.0,-1,1.0,1,-1.0,-1.0,-1,-1.0,tegen,-0.8408821,-0.5646141
735,2023D40717,1.0,-1.0,-1.0,,-1.0,-1.0,-1,1.0,-1,1.0,-1,-1.0,1.0,-1,1.0,voor,-0.0069717052,-4.9724603
736,2023D40777,1.0,-1.0,-1.0,,-1.0,1.0,-1,-1.0,-1,-1.0,-1,-1.0,1.0,-1,1.0,voor,-0.33601472,-1.2542734
737,2023D40718,1.0,-1.0,-1.0,,-1.0,1.0,-1,1.0,-1,1.0,-1,-1.0,1.0,-1,-1.0,voor,-0.13987058,-2.036439
738,2023D40776,-1.0,-1.0,-1.0,,-1.0,1.0,-1,-1.0,-1,-1.0,-1,-1.0,1.0,-1,1.0,voor,-0.42309663,-1.0644999
739,2023D40755,1.0,1.0,-1.0,,1.0,-1.0,-1,1.0,1,1.0,1,1.0,1.0,1,-1.0,voor,-0.06158374,-2.8183281
740,2023D40573,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,1.0,1,1.0,1,1.0,-1.0,1,1.0,voor,-0.5939464,-0.8033771
741,2023D40567,1.0,1.0,-1.0,,-1.0,-1.0,-1,1.0,-1,-1.0,1,1.0,-1.0,1,-1.0,voor,-0.013535464,-4.310334
742,2023D40572,1.0,-1.0,-1.0,,-1.0,-1.0,-1,-1.0,-1,1.0,-1,1.0,1.0,-1,-1.0,voor,-0.01604786,-4.1427283
743,2023D40577,1.0,1.0,-1.0,,-1.0,-1.0,-1,1.0,-1,1.0,1,1.0,-1.0,1,-1.0,voor,-0.0012494005,-6.7043266
744,2023D40564,1.0,-1.0,-1.0,,-1.0,-1.0,-1,-1.0,-1,1.0,-1,1.0,1.0,-1,-1.0,voor,-0.02350623,-3.7658195
745,2023D40566,1.0,-1.0,-1.0,,-1.0,-1.0,-1,-1.0,-1,1.0,-1,1.0,1.0,-1,-1.0,voor,-0.1658837,-1.8790108
746,2023D40575,1.0,1.0,-1.0,,-1.0,1.0,-1,1.0,1,1.0,1,1.0,-1.0,1,1.0,voor,-0.022434277,-3.809679
747,2023D40569,1.0,1.0,-1.0,,-1.0,1.0,-1,1.0,1,1.0,1,1.0,-1.0,1,-1.0,voor,-0.003559685,-5.6478124
748,2023D40571,1.0,1.0,1.0,,1.0,1.0,1,1.0,1,1.0,1,1.0,-1.0,1,1.0,voor,-0.008038705,-4.830985
749,2023D40563,1.0,1.0,-1.0,,-1.0,1.0,-1,1.0,1,1.0,1,1.0,-1.0,1,1.0,voor,-0.03424974,-3.3920379
750,2023D40565,1.0,-1.0,-1.0,,-1.0,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,1.0,-1,-1.0,voor,-0.02071297,-3.8906507
751,2023D40331,1.0,1.0,1.0,,1.0,-1.0,1,1.0,1,1.0,1,1.0,-1.0,1,-1.0,voor,-0.008165823,-4.836247
752,2023D40279,-1.0,1.0,1.0,,1.0,-1.0,1,1.0,1,1.0,1,1.0,-1.0,1,-1.0,voor,-0.17215455,-1.8451205
753,2023D40189,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1,1.0,1,1.0,1,-1.0,-1.0,1,-1.0,voor,-0.35518992,-1.2076145
754,2023D40325,-1.0,1.0,-1.0,,-1.0,-1.0,-1,1.0,1,1.0,1,-1.0,-1.0,1,1.0,voor,-0.1502935,-1.9698049
755,2023D40175,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1,-1.0,1,1.0,-1,1.0,-1.0,-1,-1.0,tegen,-1.0347891,-0.43918893
756,2023D40186,1.0,1.0,-1.0,-1.0,1.0,1.0,-1,1.0,-1,1.0,1,1.0,1.0,1,-1.0,voor,-0.19539711,-1.7292182
757,2023D40328,1.0,-1.0,1.0,,-1.0,1.0,1,-1.0,-1,-1.0,-1,1.0,1.0,-1,1.0,voor,-0.037031084,-3.3149319
758,2023D40330,1.0,1.0,1.0,,1.0,-1.0,1,1.0,1,1.0,1,1.0,-1.0,1,-1.0,voor,-0.00058746425,-7.4973946
759,2023D40317,-1.0,1.0,-1.0,,1.0,-1.0,-1,1.0,1,-1.0,1,1.0,-1.0,1,-1.0,voor,-0.043808475,-3.1506772
760,2023D40316,-1.0,1.0,-1.0,,1.0,-1.0,-1,1.0,1,-1.0,1,1.0,-1.0,1,-1.0,voor,-0.016841603,-4.0926776
761,2023D40285,-1.0,1.0,-1.0,,1.0,1.0,1,1.0,1,1.0,1,1.0,-1.0,1,-1.0,voor,-0.02949901,-3.5403786
762,2023D40319,-1.0,1.0,-1.0,,1.0,-1.0,-1,1.0,1,-1.0,1,1.0,-1.0,1,-1.0,voor,-0.09363591,-2.4153445
763,2023D40286,-1.0,1.0,1.0,,1.0,1.0,1,1.0,1,1.0,1,1.0,-1.0,1,-1.0,voor,-0.0006847949,-7.337208
764,2023D40261,-1.0,1.0,1.0,,1.0,1.0,1,1.0,1,1.0,1,1.0,1.0,1,-1.0,voor,-0.0037117193,-5.6071224
765,2023D40256,-1.0,1.0,1.0,,1.0,1.0,1,1.0,1,1.0,1,1.0,-1.0,1,-1.0,voor,-0.0030093156,-5.822183
766,2023D40258,-1.0,1.0,1.0,,1.0,-1.0,1,1.0,1,1.0,1,1.0,-1.0,1,-1.0,voor,-0.029769696,-3.5307195
767,2023D40281,-1.0,1.0,-1.0,,-1.0,-1.0,-1,1.0,-1,1.0,1,-1.0,-1.0,1,-1.0,voor,-0.34541208,-1.2312038
768,2023D40263,1.0,1.0,1.0,,1.0,-1.0,1,1.0,1,1.0,1,1.0,-1.0,1,1.0,voor,-0.0063535506,-5.0959034
769,2023D40257,-1.0,1.0,-1.0,,1.0,-1.0,1,1.0,1,1.0,1,-1.0,-1.0,1,-1.0,voor,-0.003350486,-5.7239866
770,2023D39559,1.0,1.0,-1.0,1.0,-1.0,1.0,-1,1.0,-1,1.0,1,1.0,1.0,1,1.0,voor,-0.0010872321,-6.852167
771,2023D39365,1.0,1.0,-1.0,1.0,-1.0,1.0,-1,1.0,-1,1.0,1,-1.0,1.0,-1,1.0,voor,-0.023824528,-3.749746
772,2023D39419,-1.0,1.0,1.0,1.0,1.0,-1.0,1,1.0,1,1.0,1,1.0,-1.0,1,-1.0,voor,-0.011569043,-4.4707384
773,2023D39383,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1,1.0,1,1.0,1,1.0,-1.0,1,-1.0,voor,-0.12093085,-2.1727612
774,2023D39382,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,1.0,-1,-1.0,1,-1.0,-1.0,1,-1.0,voor,-0.19290234,-1.7412078
775,2023D39647,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1,1.0,-1,1.0,1,-1.0,1.0,1,-1.0,voor,-0.23696187,-1.5561566
776,2023D39492,1.0,1.0,-1.0,1.0,1.0,1.0,1,1.0,1,1.0,1,1.0,1.0,1,1.0,voor,-0.006431849,-5.053025
777,2023D39488,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1,1.0,-1.0,1,1.0,voor,-0.0006035494,-7.630639
778,2023D39438,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,1.0,1,1.0,1,-1.0,-1.0,1,-1.0,voor,-0.0755324,-2.621324
779,2023D39459,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1,1.0,-1.0,1,1.0,voor,-0.036463886,-3.3324769
780,2023D39432,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1,1.0,1,1.0,1,-1.0,-1.0,1,-1.0,voor,-0.010870599,-4.5347886
781,2023D39402,-1.0,1.0,1.0,1.0,1.0,-1.0,1,1.0,1,1.0,1,1.0,-1.0,1,-1.0,voor,-0.003532725,-5.6563973
782,2023D39397,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1.0,-1,1.0,-1,1.0,-1.0,-1,1.0,voor,-0.104189284,-2.3134904
783,2023D39550,1.0,1.0,1.0,1.0,1.0,1.0,1,-1.0,1,1.0,-1,1.0,1.0,1,1.0,voor,-0.0016880354,-6.392025
784,2023D39398,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1,1.0,-1,-1.0,1.0,-1,1.0,voor,-0.081015624,-2.5537405
785,2023D39396,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1.0,-1,1.0,-1,-1.0,1.0,-1,1.0,tegen,-5.9682183,-0.00265544
786,2023D39395,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,1.0,-1,1.0,-1,-1.0,1.0,-1,1.0,voor,-0.15159823,-1.9615767
787,2023D39359,-1.0,1.0,-1.0,1.0,1.0,1.0,1,1.0,1,-1.0,1,1.0,-1.0,1,-1.0,voor,-0.083791435,-2.521425
788,2023D39368,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1,1.0,1,-1.0,1,1.0,-1.0,1,-1.0,voor,-0.04495619,-3.125
789,2023D39363,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1,1.0,-1,1.0,-1,-1.0,1.0,-1,1.0,voor,-0.074795626,-2.6315203
790,2023D39367,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1,1.0,1,-1.0,1,1.0,-1.0,1,-1.0,voor,-0.42218184,-1.066118
791,2023D39354,-1.0,1.0,-1.0,1.0,1.0,-1.0,1,1.0,1,-1.0,1,1.0,-1.0,1,-1.0,voor,-0.09128416,-2.439814
792,2023D39348,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1,-1.0,-1,1.0,-1,-1.0,1.0,-1,1.0,tegen,-1.5938482,-0.22792345
793,2023D39357,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1,1.0,1,-1.0,1,1.0,-1.0,1,-1.0,tegen,-0.9259583,-0.5045258
794,2023D39346,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,1.0,-1,1.0,voor,-0.037411705,-3.3058233
795,2023D39353,1.0,-1.0,1.0,1.0,-1.0,1.0,1,-1.0,-1,1.0,-1,1.0,1.0,-1,1.0,voor,-0.018547764,-3.99907
796,2023D39541,1.0,1.0,-1.0,1.0,-1.0,1.0,-1,1.0,-1,1.0,1,1.0,1.0,1,1.0,voor,-0.016306141,-4.1270313
797,2023D39543,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,1.0,-1,1.0,1,-1.0,1.0,-1,1.0,voor,-0.050976228,-3.0022473
798,2023D39549,1.0,1.0,-1.0,1.0,-1.0,1.0,-1,1.0,-1,1.0,1,1.0,1.0,1,1.0,voor,-0.020614067,-3.8935046
799,2023D39544,1.0,1.0,-1.0,1.0,-1.0,1.0,-1,1.0,-1,1.0,1,1.0,1.0,1,1.0,voor,-0.08740401,-2.4810503
800,2023D39546,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,1.0,-1,1.0,1,1.0,1.0,1,1.0,voor,-0.042488288,-3.1806986
801,2023D39366,1.0,-1.0,1.0,1.0,-1.0,1.0,1,-1.0,-1,1.0,-1,1.0,-1.0,-1,1.0,voor,-0.059106283,-2.8582854
802,2023D39344,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1.0,-1,1.0,-1,-1.0,1.0,-1,1.0,voor,-0.32014593,-1.2951254
803,2023D39556,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1,1.0,1.0,1,1.0,voor,-0.009821375,-4.6301904
804,2023D39547,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,1.0,-1,1.0,1,-1.0,1.0,1,-1.0,voor,-0.29592258,-1.3622563
805,2023D39545,1.0,1.0,-1.0,1.0,-1.0,1.0,-1,1.0,-1,1.0,1,1.0,1.0,1,1.0,voor,-0.23235069,-1.5738844
806,2023D39540,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,1.0,-1,1.0,1,1.0,1.0,1,1.0,voor,-0.008204495,-4.8088427
807,2023D39356,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1,1.0,1,-1.0,1,1.0,-1.0,1,-1.0,voor,-0.016965846,-4.0856533
808,2023D39542,1.0,1.0,-1.0,1.0,-1.0,-1.0,1,1.0,1,1.0,1,-1.0,-1.0,1,1.0,voor,-0.10389032,-2.3163881
809,2023D39274,1.0,-1.0,1.0,1.0,-1.0,1.0,-1,-1.0,-1,-1.0,-1,1.0,1.0,-1,1.0,tegen,-4.136199,-0.016236473
